qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes,moistureCorrectedKernelMassPerEar,moistureCorrectedHundredKernelMass,earHeight.sp,flagLeafHeight.sp,combineMoisture.sp,combineTestWeight.sp,earFillLength.sp,earWidth.sp,shelledCobWidth.sp,shelledCobMass.sp,earLength.sp,kernelsPerEar.sp,percentStarch.sp,percentProtein.sp,percentOil.sp,percentFiber.sp,percentAsh.sp,yieldPerAcre.sp,GDDToAnthesis.sp,GDDToSilk.sp,kernelsPerRow.sp,kernelRowNumber.sp,moistureCorrectedKernelMassPerEar.sp,moistureCorrectedHundredKernelMass.sp,anthesisSilkingIntervalGDD.sp,daysToAnthesis.sp,daysToSilk.sp,anthesisSilkingInterval.sp
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT464$ROW16$RANGE31$B37 X H95,North Platte1,North Platte1,8.6,High,225,,17.5,66,6,16,31,464,B37 X H95,2022-05-17,2022-07-29,2022-07-25,73,69,-4,1487.92,1406.62,-81.31,140,320,33000,13.22,117.08,15.8,57.8,15.2,14.8,4.2,2.9,34.2,17,575,24.3,144.3,28.5,3.77,70.47,10.23,3.9,0.83,0.72,yellow,0,11/01/2022 16:48:20,,149.953237036267,25.2520004156708,133.014585168459,301.673396210783,14.8822349920694,58.3863596982469,15.1145373784886,4.21030873768597,2.8133847384076,25.2237919013707,16.0078459285026,541.482323414242,70.5028378647482,9.83340840561802,3.86815170715607,0.802081269457174,0.830047790420406,148.91873433316,1439.88719648269,1368.14423325023,34.355635669901,16.6084241881025,151.468381029827,27.6944996884469,-81.31,70.7948225800482,67.4518510114035,-4
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT473$ROW9$RANGE32$PHP02 X PHG47,North Platte1,North Platte1,8.6,High,225,,17.5,66,6,9,32,473,PHP02 X PHG47,2022-05-17,2022-07-20,2022-07-18,64,62,-2,1285.07,1232.44,-52.62,110,270,33000,22.24,204.81,12.5,60.2,17.1,15.1,3.8,2.5,34.5,17,550,23.3,139.8,15.6,3.58,71.97,8.75,4.4,0.12,0.97,yellow,0,11/01/2022 11:25:25,,144.990665836963,24.1651109728272,119.31986474092,277.816079126194,13.1321774633523,59.8914346917758,15.3370445689549,4.00671554358421,2.5926486403404,18.8229657454136,17.0512546981785,522.77187000464,71.0728225319632,9.19833793650261,4.1429491611066,0.446998098376642,0.955232553778539,200.913885432737,1331.85693941967,1269.24810288402,34.3667675725404,16.5598350610055,150.252610602542,27.4436262688139,-52.62,65.992158811181,63.4841095792159,-2
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT474$ROW10$RANGE32$PHK56 X LH185,North Platte1,North Platte1,8.6,High,225,,17.5,63,6,10,32,474,PHK56 X LH185,2022-05-17,2022-07-25,2022-07-21,69,65,-4,1406.62,1307.06,-99.56,110,290,31500,23.49,213.6,13.6,58.8,18.6,18.5,4.2,2.6,38.5,13.5,481,37.7,184.4,24.2,4.38,67.61,9.15,3.24,1.52,0.93,yellow,1.59,11/01/2022 12:52:12,,192.846684793976,39.4268981384648,119.807417024981,287.575872924372,13.7388090150787,59.0285796499804,17.0260671705652,4.20559559095226,2.64299766831516,23.0789507393682,17.7857754942983,488.084827670174,68.918393608843,9.38334442409193,3.55957838330773,1.14415884907173,0.934421473086975,205.029992444265,1396.04472879463,1309.09412387097,36.3941983053904,14.8115553060446,173.914105735162,35.0134706893933,-99.56,68.6475600422528,65.0855888007673,-4
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT475$ROW11$RANGE32$N209 X 3IIH6,North Platte1,North Platte1,8.6,High,225,,17.5,66,6,11,32,475,N209 X 3IIH6,2022-05-17,2022-07-24,2022-07-22,68,66,-2,1382.47,1330.21,-52.26,150,280,33000,20.63,189.02,12.9,59.5,17.1,14.5,4.2,2.5,30.5,20.5,532,27,152.4,21.7,2.7,67.82,9.23,4.42,1.21,1.14,yellow,0,11/01/2022 13:44:1,,156.628982528263,27.7492291880781,140.303926499891,282.335725371281,13.4871640880845,59.1146868425026,15.0150803271484,4.20447966697254,2.59364423394914,21.8003496188242,17.0202948511878,513.715750564647,69.0521096804271,9.40835393431834,4.14648261438036,0.98631672950764,1.03860306407132,192.192276120412,1386.84874809761,1323.46535508378,32.4199482853901,18.313272543779,155.538745101414,29.1199977291145,-52.26,68.2803234157518,65.6977252850802,-2
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT476$ROW12$RANGE32$B14A X MO17,North Platte1,North Platte1,8.6,High,225,,17.5,67,6,12,32,476,B14A X MO17,2022-05-17,2022-07-28,2022-07-26,72,70,-2,1469.03,1424.12,-44.91,150,290,33500,24.51,212.34,17.6,56.6,16.8,15.8,4.1,2.5,39.2,16,580,31.8,180.2,26,3.41,71.04,8.84,4.4,1.38,1.18,yellow,2.99,11/01/2022 14:17:10,,186.561755875349,32.9226628015322,140.46707446991,287.09562359169,15.9303355238408,57.4385259972467,15.654086104629,4.1533669684088,2.59460204909364,23.9332108457666,16.8548127708818,538.18448254201,70.6932398859664,9.19836616019889,4.1336213403011,1.06847148595065,1.05777512626271,203.001284798184,1431.99775984711,1372.99553778309,36.7919619270847,16.0649774722864,170.238619067794,31.6555719443244,-44.91,70.3676417217687,67.8011698844216,-2
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT477$ROW13$RANGE32$B73 X PHM49,North Platte1,North Platte1,8.6,High,225,,17.5,66,6,13,32,477,B73 X PHM49,2022-05-17,2022-07-26,2022-07-25,70,69,-1,1424.12,1406.62,-17.5,130,290,33000,25.53,226.29,15.7,57.7,16,14.4,4.1,2.5,32.8,15.5,523,29.5,162.8,21.2,4,69.32,8.82,3.44,0.67,1.02,yellow,0,11/01/2022 15:10:4,,169.583333333333,30.7291666666667,130.215694018111,286.855565102318,15.0182035694032,57.9828495664494,14.9430872872479,4.15225664762168,2.59583872912047,21.5238820935535,16.4393294769985,510.457065251693,69.866167695231,9.17338092640331,3.65096943515576,0.710623675439592,0.976937462916502,208.815389201151,1410.39516689187,1366.40480932687,33.6106682904089,15.8166652529153,161.482890500317,30.5095735229685,-17.5,69.4073633842139,67.3881555297815,-1
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT478$ROW14$RANGE32$PHK56 X LH82,North Platte1,North Platte1,8.6,High,225,,17.5,62,6,14,32,478,PHK56 X LH82,2022-05-17,2022-07-25,2022-07-22,69,66,-3,1406.62,1330.21,-76.4,120,270,31000,25.28,230.18,13.4,59.1,15.2,14,4.6,3,31.2,20,532,27.6,149.6,22.8,3.41,71.03,9.46,3.96,0.54,0.92,yellow,0,11/01/2022 15:40:0,,154.881457707837,28.574386582462,124.641363328849,276.615549765246,13.8348867311715,58.8940095028217,14.7320861110033,4.40114783257718,2.84729603617236,22.3189315844443,16.0238451601719,515.966076328134,70.7552627442643,9.47839789796429,3.90849041528351,0.642774100285756,0.926091141761201,209.298806181508,1401.78203709439,1329.99789964237,32.8275509599346,18.0683332464096,153.865428685377,29.3841775786813,-76.4,68.9125122598464,65.9608211548744,-3
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT479$ROW15$RANGE32$HOEGEMEYER 7089 AMXT,North Platte1,North Platte1,8.6,High,225,,17.5,62,6,15,32,479,HOEGEMEYER 7089 AMXT,2022-05-17,2022-07-22,2022-07-21,66,65,-1,1330.21,1307.06,-23.15,120,270,31000,25.13,229.3,13.3,59.4,19.5,16.8,4.2,2.5,37.8,16,586,33.2,204.2,25.8,4.72,72.28,8.73,4.33,0.54,0.96,yellow,0,11/01/2022 16:18:12,,214.31570109152,34.8446683459278,123.989224781313,276.375575975522,13.7172887659116,59.1829456460881,16.1210836507676,4.20003965675122,2.59889464960347,23.8152491905999,18.1583598840745,544.114752827415,71.4148528447522,9.09841642414044,4.09112477664472,0.639923591991735,0.94523837771467,207.124423677699,1363.56793874739,1320.17924295649,36.1447586313961,16.0699809120639,183.316014285272,32.4728318140281,-23.15,67.4103689686553,65.5317269827667,-1
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT480$ROW16$RANGE32$PHP02 X PHB47,North Platte1,North Platte1,8.6,High,225,,17.5,65,6,16,32,480,PHP02 X PHB47,2022-05-17,2022-07-20,2022-07-18,64,62,-2,1285.07,1232.44,-52.62,120,270,32500,18.89,170.57,14.2,58.8,16.9,14.5,4.5,3,27.5,16,438,30.9,137.2,21.6,3.45,66.43,11.13,3.73,1.37,1.12,yellow,0,11/01/2022 16:48:53,,142.102537545313,32.0041429311238,123.373082558877,276.135630312034,14.0884988620663,58.8805550883479,14.9600805058209,4.34893157979175,2.8505691637513,21.71102547482,16.8428738207774,471.325612471202,68.5245521020454,10.2834356493826,3.78882015881448,1.05207255798813,1.02438104241052,175.836741982983,1341.11208453745,1284.78985616578,31.0143093234903,16.0716127949984,146.942884213233,31.0074088477295,-52.62,66.4139924747107,64.108920732679,-2
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT489$ROW9$RANGE33$PHK56 X LH198,North Platte1,North Platte1,8.6,High,225,,17.5,67,6,9,33,489,PHK56 X LH198,2022-05-17,2022-07-25,2022-07-21,69,65,-4,1406.62,1307.06,-99.56,130,300,33500,26,237.18,13.3,59.7,15.2,14.6,4.4,3,34.8,17,556,29.3,164.3,23.3,4.82,68.41,9.19,3.64,1.11,0.97,yellow,0,11/01/2022 11:26:4,,172.620298382013,30.7837781046438,129.281023868881,292.761833917385,13.5451185129217,59.6224230193317,15.1037027026409,4.29665432672149,2.80713691707453,22.7208636406005,16.1174333897894,527.81800648202,69.2941084979782,9.41558203981211,3.75584318639205,0.962935104480245,0.94578410762168,214.19363020098,1393.20171716492,1308.40525349413,34.7064240465578,16.4690672614407,164.197343438784,30.6556382270497,-99.56,68.5177718895095,65.0616327583799,-4
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT490$ROW10$RANGE33$PHG39 X PHM49,North Platte1,North Platte1,8.6,High,225,,17.5,67,6,10,33,490,PHG39 X PHM49,2022-05-17,2022-07-29,2022-07-21,73,65,-8,1487.92,1307.06,-180.86,140,310,33500,23.64,212.46,14.6,58.3,16.8,15.5,4.4,2.5,34.2,16,468,31.3,146.6,19.3,4.15,71.62,9.6,4.08,0.65,0.87,orange,0,11/01/2022 12:57:12,,152.947313510694,32.6551904016693,134.783537101948,297.452597224787,14.254736271116,58.7672142954859,15.5396713766486,4.29516600956923,2.55758379021165,20.6525781674874,16.8975014474177,483.335950615258,70.9307203083599,9.60598514446451,3.97586683447855,0.730421876375686,0.895419344327182,201.819644251152,1436.87857855698,1310.81626011705,34.4146763593393,15.9709457275707,153.98996237175,31.5218130951252,-180.86,70.6565392072392,65.1586820304705,-8
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT491$ROW11$RANGE33$2369 X LH123HT,North Platte1,North Platte1,8.6,High,225,,17.5,65,6,11,33,491,2369 X LH123HT,2022-05-17,2022-07-28,2022-07-24,72,68,-4,1469.03,1382.47,-86.56,140,300,32500,25.8,231.67,14.6,58.3,17.9,17.1,4.1,2.6,39.2,15.5,610,29.9,179.2,24.8,3.5,71.9,8.66,3.48,0.66,0.8,yellow,0,11/01/2022 13:44:36,,185.699481865285,30.9844559585492,135.276103630553,292.143383686193,14.3541698857652,58.5070927587499,16.3256343028593,4.14368122491429,2.60814244452985,23.3511814361394,17.4275689920918,554.067006570347,71.105408067902,9.12139312818412,3.67599411951999,0.732905683993503,0.860060357182199,211.048166266625,1430.01368642934,1351.32961895948,36.925004373269,15.7228118594291,169.995182561182,30.6288589989372,-86.56,70.2760522450058,66.7717826425988,-4
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT492$ROW12$RANGE33$PHN46 X PHB47,North Platte1,North Platte1,8.6,High,225,,17.5,65,6,12,33,492,PHN46 X PHB47,2022-05-17,2022-07-25,2022-07-24,69,68,-1,1406.62,1382.47,-24.14,140,300,32500,25.67,229.5,15,58.2,17.6,16.6,4.5,2.5,35.5,14.2,515,32.5,169.8,20.2,4.35,71.49,8.47,4.01,0.66,0.83,yellow,0,11/01/2022 14:17:51,,177.522216414009,33.9780449555672,135.523090199557,291.834202106941,14.6473623494333,58.2250735123729,16.0615904210607,4.34219991045831,2.55886357156247,21.0139533644259,17.2576358018589,506.537046388384,70.9373603050956,9.01180500700962,3.94126245060489,0.730387576068936,0.874709196533537,209.21691496246,1400.7038852626,1354.18178990134,35.0827567333734,15.0746732448214,165.535702334221,32.0769995220439,-24.14,68.864510742736,66.8867157121867,-1
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT493$ROW13$RANGE33$LH145 X LH162,North Platte1,North Platte1,8.6,High,225,,17.5,69,6,13,33,493,LH145 X LH162,2022-05-17,2022-07-18,2022-07-16,62,60,-2,1232.44,1184.69,-47.75,120,260,34500,19.09,172.23,14.2,58.6,17.1,13.9,3.6,2.6,31.2,15,452,23.2,108.2,18.1,4.37,72.26,9.63,3.47,0.17,0.76,yellow,0,11/01/2022 15:10:34,,113.144410749765,24.260169402907,125.441790998937,271.525063331405,14.2837129261197,58.4164811045899,14.6975409301258,3.89072194946611,2.60975434341323,19.937355769121,16.9877019445992,475.235278320711,71.3610097781545,9.57721895218473,3.67168572810609,0.4828685406408,0.839366566369699,179.568816811654,1314.84739012258,1258.12573413947,32.9394150499831,15.4765357974411,132.975970122705,27.1758520198522,-47.75,65.4211401828967,63.000719349908,-2
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT495$ROW15$RANGE33$2369 X PHZ51,North Platte1,North Platte1,8.6,High,225,,17.5,67,6,15,33,495,2369 X PHZ51,2022-05-17,2022-07-25,2022-07-21,69,65,-4,1406.62,1307.06,-99.56,150,300,33500,22.99,209.24,13.5,59.3,17.9,16.6,4.5,3,35.5,16,548,31.2,174.9,27.1,4.44,70.69,9.65,4.13,0.66,0.95,yellow,0,11/01/2022 16:18:45,,183.026370866471,32.6496442025952,139.506997550296,290.906909653328,13.8262807907137,59.130395725882,16.0194315724819,4.33777390813613,2.81190531949731,24.4025057839735,17.347832680276,524.11985996409,70.6559880986494,9.55804776161309,4.00288145577369,0.722830525391932,0.933703567062308,195.50936573346,1403.54372744511,1325.13272336514,35.1083917585152,15.980272647028,167.175333417291,31.2989601914659,-99.56,68.9900542746613,65.7336856022544,-4
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT496$ROW16$RANGE33$PHN46 X W606S,North Platte1,North Platte1,8.6,High,225,,17.5,63,6,16,33,496,PHN46 X W606S,2022-05-17,2022-07-26,2022-07-24,70,68,-2,1424.12,1382.47,-41.65,130,300,31500,21.82,196.12,14.6,58.5,16.4,13.8,4.5,3,33.5,14.8,435,32.6,145.6,23.2,4.36,73.09,8.32,3.62,0.04,0.81,yellow,1.59,11/01/2022 16:49:29,,152.237557507319,34.086156419908,128.883746878278,290.597868557659,14.2947632360863,58.7246895209843,14.6053744699096,4.33630200499502,2.81305119119415,22.4388414866494,16.577897461799,468.16886784456,71.8962706533503,8.87846202198384,3.74855619632771,0.410312261358606,0.863379406205372,187.411128838974,1413.28702191078,1365.92644569508,34.1225208925251,15.3821455967565,151.410122444479,31.9853013592817,-41.65,69.5331658764333,67.3568476545811,-2
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT505$ROW9$RANGE34$PHK76 X 3IIH6,North Platte1,North Platte1,8.6,High,225,,17.5,66,6,9,34,505,PHK76 X 3IIH6,2022-05-17,2022-07-21,2022-07-20,65,64,-1,1307.06,1285.07,-21.99,140,270,33000,17,155.83,12.9,60.1,17.5,16.8,3.8,2.4,36,14,476,29.5,151.1,21.3,3.02,71.4,8.64,3.64,0.53,0.88,yellow,0,11/01/2022 11:26:39,,155.805320684677,30.4186430191792,133.959113963283,277.707436483853,13.3580552995971,59.8034833714698,16.2204438367934,3.98643791153527,2.44279742163802,21.7646736150501,17.2836098418308,489.864052496905,70.7903981129124,9.13783206294038,3.71288725040931,0.788322597391977,0.924063581122938,168.885498611341,1343.99148383657,1304.80734077566,35.57461088559,14.8621073851439,155.919615876816,30.3757597878569,-21.99,66.5433853492959,64.8503661394323,-1
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT506$ROW10$RANGE34$B73 X 3IIH6,North Platte1,North Platte1,8.6,High,225,,17.5,64,6,10,34,506,B73 X 3IIH6,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1330.21,1285.07,-45.15,140,300,32000,24.43,227.28,11.6,60.1,15.8,15,4.2,2.5,33.5,17.8,548,26.7,150.4,19.5,3.64,69.02,8.2,3.93,0.44,1.02,yellow,0,11/01/2022 12:57:48,,156.081361560814,27.7085927770859,134.517332143014,292.329193442817,12.7706590691664,59.6559192585428,15.3033300089308,4.18451676459363,2.49317717118454,20.7711651272978,16.4092246706367,525.086897727585,69.6380505822581,8.90363376730816,3.8684856781932,0.74957764738567,0.998685639309413,204.479429817923,1358.20743715333,1306.79685338456,34.2957773848401,16.7631405826601,155.582328304926,28.9423403242052,-45.15,67.165520048147,64.9315066033767,-2
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT507$ROW11$RANGE34$PHP02 X LH145,North Platte1,North Platte1,8.6,High,225,,17.5,63,6,11,34,507,PHP02 X LH145,2022-05-17,2022-07-20,2022-07-16,64,60,-4,1285.07,1184.69,-100.37,110,270,31500,19.46,176.31,13.9,59,17,15.4,3.5,2.5,31.8,15.2,404,25.2,104.4,18.1,3.51,70.65,10.8,4.4,0.7,0.88,yellow,0,11/01/2022 13:45:11,,108.197740698518,26.1166960306768,120.04478487316,276.950949221299,14.0211698250531,58.8495703050236,15.4862125220492,3.83260060353272,2.49366281623866,19.9957841032521,16.9848398095664,452.418065675834,70.4937053868627,10.1894412335409,4.11370437146205,0.885835614072689,0.933316610961325,178.45722973642,1337.91866574311,1259.17423746426,33.4284272173323,15.4641830496487,131.165269269488,28.0855473048841,-100.37,66.271784720855,63.0358967659359,-4
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT508$ROW12$RANGE34$PHP02 X LH185,North Platte1,North Platte1,8.6,High,225,,17.5,37,6,12,34,508,PHP02 X LH185,2022-05-17,2022-07-21,2022-07-21,65,65,0,1307.06,1307.06,0,140,270,18500,18.34,160.43,16.9,57.1,19.2,18.9,4.4,2.5,42.5,14.5,570,41.3,219,31.8,2.79,67.82,10.21,3.64,1.5,1.03,yellow,0,11/01/2022 14:18:26,,225.285464458389,42.4853410142989,135.41881681782,276.572721964409,15.6143823926898,57.6616862837333,17.2190911361072,4.28068911608558,2.49425510331433,26.7874439572884,18.0604551530338,534.889414553404,69.1214746771649,9.88025220616068,3.74358042607309,1.2920960958798,1.01295726270219,169.648974248451,1350.83510512306,1323.3836104334,38.7702234137112,15.1152376446787,189.233944821602,36.2236595685818,0,66.8613867224805,65.6583935103984,0
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT509$ROW13$RANGE34$B37 X OH43,North Platte1,North Platte1,8.6,High,225,,17.5,68,6,13,34,509,B37 X OH43,2022-05-17,2022-07-29,2022-07-20,73,64,-9,1487.92,1285.07,-202.86,140,290,34000,8.76,77.07,16.4,56.9,14.8,13.1,3.6,2.2,28,15,448,28.5,96.3,23.3,2.9,68.69,10.87,3.55,1.41,0.83,yellow,0,11/01/2022 15:11:13,,99.1761071060762,29.351184346035,135.532930277334,286.194523032957,15.3992174489174,57.5501385169985,14.3019664998912,3.87878186458885,2.34496007445273,22.4928537313385,15.8360706419018,473.513278686331,69.6008445998675,10.196063736841,3.70822590350545,1.2533584909161,0.91760832594354,126.994847383598,1442.87975612943,1315.71933659429,31.520123073687,15.3663066452435,125.704139730128,29.6215261814522,-202.86,70.9349271876009,65.2927951512149,-9
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT510$ROW14$RANGE34$F42 X MO17,North Platte1,North Platte1,8.6,High,225,,17.5,63,6,14,34,510,F42 X MO17,2022-05-17,2022-07-28,2022-07-25,72,69,-3,1469.03,1406.62,-62.41,150,310,31500,18.77,167.99,14.9,58.3,17.4,16.1,3.9,2.4,38.5,15,542,29.9,162.3,20.7,3.62,71.03,10.47,4,0.81,0.93,yellow,0,11/01/2022 15:41:6,,168.395932766134,31.0230338244449,140.349952213671,295.816353690481,14.6097506102361,58.4747934519442,15.7848396856542,4.02687825698304,2.44577329193021,21.1586604885001,17.1116862684095,520.27485828824,70.8162851067927,9.98187380091951,3.9427295114583,0.959622440836042,0.972269782513374,171.528285821601,1434.90363908282,1379.9860115454,36.7773256881057,15.3673893788676,159.838978758066,30.4304259499735,-62.41,70.4992834582035,67.9332274408662,-3
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT511$ROW15$RANGE34$B105 X 3IIH6,North Platte1,North Platte1,8.6,High,225,,17.5,68,6,15,34,511,B105 X 3IIH6,2022-05-17,2022-07-21,2022-07-20,65,64,-1,1307.06,1285.07,-21.99,120,270,34000,21.65,196.58,13.7,59.1,16,15,4,2.5,31.5,17.5,460,28.8,135.7,16.3,3.28,71.85,8.57,4.19,0.21,0.85,yellow,0,11/01/2022 16:19:19,,140.301902398677,29.7766749379653,124.935287048028,275.438202586423,13.935273332541,59.0277966615537,15.2177120284587,4.07497749590918,2.49667137432787,18.9322194944436,16.3873020789309,479.124836664803,71.2721225005195,9.01768215941596,4.04711512317499,0.665888007218082,0.936940342552531,184.924509315766,1355.53463273853,1322.74376559594,33.2907559621104,16.6184809192961,145.31692905467,29.7858487531345,-21.99,67.0697481429236,65.5749762950169,-1
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT512$ROW16$RANGE34$SYNGENTA NK0760-3111,North Platte1,North Platte1,8.6,High,225,,17.5,65,6,16,34,512,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-24,70,68,-2,1424.12,1382.47,-41.65,130,280,32500,26.39,237.19,14.6,58.4,16.1,14.9,4.2,2.5,38.5,15,536,25.6,148.4,18.8,3.11,71.57,8.86,3.94,1.69,1.25,yellow,0,11/01/2022 16:50:15,,153.163381153886,26.4217153473011,129.375579886582,280.060062381263,14.3010268600044,58.6688001809307,15.1505843286802,4.1730786136183,2.49762336525063,20.1605633396417,16.4129180552711,517.01213145202,71.1779898706952,9.14848972702359,3.93140861161065,1.4121548806955,1.14161722300872,204.282879260693,1415.93701284547,1374.96129187313,36.8077250396402,15.3695772517715,151.272655425592,28.0898819626111,-41.65,69.6523431410401,67.7159659936585,-2
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT521$ROW9$RANGE35$SYNGENTA NK0760-3111,North Platte1,North Platte1,8.6,High,225,,17.5,59,6,9,35,521,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-25,70,69,-1,1424.12,1406.62,-17.5,120,280,29500,20.28,184.42,13.6,59.5,16.4,14.6,4.2,2,38.2,15,531,27.9,158.5,20,2.48,70.62,9.25,3.69,2.1,1.31,yellow,0,11/01/2022 11:27:9,,162.530762920427,28.6095159967186,123.393268765528,282.652942386362,13.7209899519722,59.484580911671,15.1372175860037,4.17666535768116,2.16832036255007,21.1564664248224,16.7497849303602,519.410084428521,70.4016903763823,9.44008559406013,3.66799980672868,1.79573905248042,1.21389149534855,177.925272634844,1403.09130166204,1379.41704033206,37.0102680646418,15.2509971910489,159.412034515903,29.3738880871998,-17.5,69.0690028145655,67.8813331912834,-1
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT522$ROW10$RANGE35$SYNGENTA NK0760-3111,North Platte1,North Platte1,8.6,High,225,,17.5,55,6,10,35,522,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-25,70,69,-1,1424.12,1406.62,-17.5,120,280,27500,19.48,179.76,12.3,59.7,16.8,15.2,4,2,34.8,15.5,499,25.5,100.1,17.3,2.75,72.61,9.29,3.7,1.78,1.25,yellow,0,11/01/2022 12:58:17,,102.93059125964,26.2210796915167,124.05322438793,282.20571278904,13.1365796283397,59.4446607691048,15.4169975448088,4.07427021820007,2.16779556192333,19.6870302102845,16.9209463608892,502.337768858744,71.4403837719705,9.44628631156241,3.6981139359044,1.65531155488619,1.19670567387584,175.262789089855,1405.34635676686,1381.02951058575,35.2315273077916,15.5011439189128,129.032193420385,28.0921898871413,-17.5,69.1745055468929,67.9483226070342,-1
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT523$ROW11$RANGE35$SYNGENTA NK0760-3111,North Platte1,North Platte1,8.6,High,225,,17.5,54,6,11,35,523,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-25,70,69,-1,1424.12,1406.62,-17.5,130,280,27000,19.76,179.87,13.5,59.1,15.5,14.1,4.1,2.2,29.5,15.8,439,22.9,92.6,15.8,2.75,71.66,10.11,3.71,1.98,1.29,yellow,0,11/01/2022 13:45:39,,95.2185089974293,23.547557840617,129.67288906268,281.758454946387,13.8381661528332,58.8920938993047,14.8467834156687,4.12187727823707,2.26749316430197,18.8367001722417,16.2421088794866,471.269022849341,71.0120035406831,9.84249276821099,3.72735913907905,1.77487877078003,1.22949823386318,174.592430702202,1407.32871853818,1383.2085433164,32.5251649356369,15.651301576297,124.596499669597,26.6911218203923,-17.5,69.2675226006697,68.0388730522715,-1
NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT524$ROW12$RANGE35$SYNGENTA NK0760-3111,North Platte1,North Platte1,8.6,High,225,,17.5,55,6,12,35,524,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-25,70,69,-1,1424.12,1406.62,-17.5,130,280,27500,20.03,179.68,14.7,58.3,16.9,15.6,4.4,2.5,39.2,14.5,542,30.4,175.3,24,2.87,70.06,9.82,4.19,1.82,1.35,yellow,0,11/01/2022 14:18:58,,180.479769381242,31.298260063832,130.177750724997,281.311189275883,14.5313974827627,58.2483547601383,15.5765751209766,4.26948656277505,2.41739792686073,22.8563541833011,16.9132726519475,521.741676007784,70.2605875904763,9.6837017965974,3.99082168476249,1.71444098863635,1.27227037534554,173.495904551926,1409.27640727367,1385.86640130908,37.3434535117907,15.0014682122307,166.647597119751,30.5226324021865,-17.5,69.3582684998803,68.1492406819696,-1
