qr,loc,plot,field,nLvl,irrigation,rep,row,range,genotype,population,anthesisDate,silkDate,notes,leafDimHtDate,earHt,flagLeafHt,tasselTipHt,harvestDate,combineYield,combineMoisture,combineTestWt,harvestSeq,earFillLen,earWidth,shelledCobLen,shelledCobWidth,shelledCobWt,kernelsPerEar,kernelMass,kernelColor,kernelStriping,kernelsPerRow,kernelRows,hundredKernelWt,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh,pctMoistureNIR,latitude,longitude,yieldPerAc,plantDensity,pctRootLodge,pctStalkLodge,plantDate,totalStandCt,plotLen,daysToAnthesis,daysToSilk,moistureCorrectedKernelMass,moistureCorrectedHundredKernelWt,earLen,earWt,lbsNPerAc,ASI,GDDToAnthesis,GDDToSilk,ASI.GDD,exp,earHt.sp,flagLeafHt.sp,tasselTipHt.sp,combineMoisture.sp,combineTestWt.sp,earLen.sp,earFillLen.sp,earWidth.sp,shelledCobWidth.sp,shelledCobWt.sp,shelledCobLen.sp,kernelsPerEar.sp,moistureCorrectedStarch.sp,moistureCorrectedProtein.sp,moistureCorrectedOil.sp,moistureCorrectedFiber.sp,moistureCorrectedAsh.sp,yieldPerAc.sp,GDDToAnthesis.sp,GDDToSilk.sp,kernelsPerRow.sp,kernelRows.sp,moistureCorrectedKernelMass.sp,moistureCorrectedHundredKernelWt.sp,ASI.GDD.sp,daysToAnthesis.sp,daysToSilk.sp,ASI.sp
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT977$ROW1$RANGE31$PHK56 X LH145,North Platte2,977,Partial Irrigation,High,Partial,1,1,31,PHK56 X LH145,Hybrid,2022-07-22,2022-07-26,,NA,110,290,NA,2022-10-26 05:00:00,20.736015,12.216125,60.547302,NA,16.6,3.5,18.1,2,19.9,514.2,127,yellow,N,40,14.5,NA,69.62,8.44,2.58,1.15,1.07,0.04,NA,NA,191.502799990107,30500,0,0,2022-05-17 05:00:00,61,17.5,66,70,132.291666666667,26.25,NA,NA,225,4,1324.76,1419.11,94.3500000000001,NA,117.541362544217,286.34147979919,NA,12.9487272607426,60.0848735416138,NA,15.8929117212089,3.7800443753419,2.29613560041362,20.1057375814231,17.41698307703,495.218618548222,69.9299062137674,8.60714095364966,3.08066840815881,0.977944857582362,0.993292943378195,187.227516016319,1339.5630054827,1416.03663970734,37.4106741695512,14.9106209205529,134.28666393835,27.6226744926394,80.5682525617477,66.57264504063,69.859507374388,3.37901296166686
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT852$ROW4$RANGE22$LH198 X PHB47,North Platte2,852,Partial Irrigation,Medium,Partial,1,4,22,LH198 X PHB47,Hybrid,2022-07-27,2022-07-22,,NA,120,270,NA,2022-10-26 05:00:00,21.482166,12.945291,60.2132,NA,14.9,4.1,15.8,2.8,20.6,451,131.2,yellow,N,34.5,13.5,NA,70.09,10.25,4.27,1.38,0.98,0.06,NA,NA,196.745776596416,33000,0,0,2022-05-17 05:00:00,66,17.5,71,66,139.574468085106,29.3617021276596,NA,NA,150,-5,1443.31,1324.76,118.55,NA,121.37292541794,273.893051782646,NA,13.2173224168355,60.0109915250879,NA,15.272766948683,4.16330316383536,2.74262147659618,20.7646742138111,16.4640421618245,477.271291857992,70.092614922364,9.80269423134455,3.99210192702274,1.1955227725024,0.989730195424309,194.367439528664,1411.16306182473,1319.6426225879,34.7025597179145,14.5901735469415,147.077497502435,29.7174874893974,89.7342260561386,69.6402387001534,65.6977800324508,-3.90707663601663
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT989$ROW13$RANGE31$PHP02 X PHN46,North Platte2,989,Partial Irrigation,High,Partial,2,13,31,PHP02 X PHN46,Hybrid,2022-07-25,2022-07-28,,NA,140,290,NA,2022-10-28 05:00:00,26.222769,17.684088,56.790302,NA,15.5,4.2,16.8,2.4,21.7,468,153.2,yellow,N,36.2,15.2,NA,70.8,9.26,4.57,0.67,1.01,0.05,NA,NA,227.089694224462,33500,0,0,2022-05-17 05:00:00,67,17.5,69,72,161.263157894737,34.8421052631579,NA,NA,225,3,1400.36,1464.21,63.8499999999999,NA,133.853622682306,286.909297176898,NA,16.0725812073624,57.8580679726949,NA,15.4987650765235,4.1937917441385,2.54287748419978,21.7977311163192,16.9223067520654,476.269706182088,70.6079711760456,9.14776846041866,4.18577166851343,0.723177120542624,0.972452858034897,209.972452871638,1367.33298220654,1432.01245447813,35.3582011929009,15.4955364719509,155.698656459455,32.8442217745075,67.2661752229307,67.6229384748768,70.5811996892766,3.06161451986282
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT978$ROW2$RANGE31$PHW52 X LH185,North Platte2,978,Partial Irrigation,High,Partial,1,2,31,PHW52 X LH185,Hybrid,2022-07-24,2022-07-27,,NA,110,270,NA,2022-10-26 05:00:00,22.0783,14.58225,59.135502,NA,17.5,4.2,18.2,2.5,21,485.2,162.1,yellow,N,37.8,14,NA,70.57,7.9,3.1,0.8,0.89,0.05,NA,NA,198.403276415836,30500,0,0,2022-05-17 05:00:00,61,17.5,68,71,170.631578947368,35.2631578947368,NA,NA,225,3,1377.81,1443.31,65.5,NA,117.650715753304,276.389016723471,NA,14.1875449767639,59.3503444224561,NA,16.365032008813,4.13535673284844,2.55003221882746,20.7217360334857,17.4909273759756,480.046032769926,70.4090309388218,8.3479562936694,3.34990283653184,0.801329231018927,0.904457111861282,189.571346455707,1365.25223782086,1427.58915264811,36.2758287388049,14.6801966845692,154.037211485255,32.2063783015677,66.3051899434156,67.5351757511898,70.3363317970859,2.89419712161485
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT677$ROW5$RANGE10$PHP02 X PHG47,North Platte2,677,Partial Irrigation,Low,Partial,1,5,10,PHP02 X PHG47,Hybrid,2022-07-17,2022-07-15,,NA,90,260,NA,2022-10-27 05:00:00,14.347792,12.415192,60.680698,NA,14.8,3.6,17,2.8,16.2,507.8,113.9,yellow,N,32.5,16.5,NA,69.84,10.67,4.85,0.5,1.05,0.06,NA,NA,132.205321445753,32500,0,0,2022-05-17 05:00:00,65,17.5,61,59,121.170212765957,23.2978723404255,NA,NA,75,-2,1211.51,1161.96,49.55,NA,104.835149511613,265.71430133322,NA,12.7578791526699,60.3781724194946,NA,14.9346622810475,3.87029028173029,2.7399938572355,17.8041762515986,16.9481821639705,494.771099529161,69.8164317056838,10.5217611989952,4.34057281927528,0.789128228962821,1.05274451551545,149.540406375907,1292.14193357145,1242.66951760427,32.9918415923208,15.9459943529235,128.48134264691,25.91533580347,54.272945805433,64.4989847762719,62.3778768106019,-2.32875145758328
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT552$ROW8$RANGE2$PHP02 X LH185,North Platte2,552,Partial Irrigation,Low,Partial,1,8,2,PHP02 X LH185,Hybrid,2022-07-19,2022-07-17,,NA,100,260,NA,2022-10-27 05:00:00,22.503428,16.125999,58.008598,NA,14.8,4.4,15.4,2.6,16,392.2,128.2,yellow,N,29,14.8,NA,70.43,9.73,4.34,1.17,1.21,0.07,NA,NA,198.568850995256,32500,0,0,2022-05-17 05:00:00,65,17.5,63,61,137.849462365591,34.3010752688172,NA,NA,75,-2,1260.11,1211.51,48.6000000000001,NA,109.048874711457,265.082098430789,NA,15.458137147001,58.4495174410201,NA,14.6129292220918,4.15633980538575,2.60580717115672,16.9638255783147,15.7271201639365,420.275620850511,69.75652041306,10.1712993261104,4.16006510268673,1.11543043181111,1.14242917045773,165.282161164954,1311.23457148801,1240.36825767591,30.5030096327937,15.0738671329576,131.118083681897,30.8023801486751,75.224947454129,65.2427633405531,62.248388854711,-3.09482978898516
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT555$ROW11$RANGE2$B84 X 3IIH6,North Platte2,555,Partial Irrigation,Low,Partial,2,11,2,B84 X 3IIH6,Hybrid,2022-07-24,2022-07-22,,NA,140,280,NA,2022-10-27 05:00:00,12.533733,12.303624,60.525002,NA,14.8,4.1,16.9,2.5,19.7,485.5,125.6,yellow,N,30.8,16.8,NA,68.28,10.38,3.91,1.75,1.32,0.07,NA,NA,115.637093631822,31000,0,3.2258064516129,2022-05-17 05:00:00,62,17.5,68,66,135.05376344086,28.0645161290323,NA,NA,75,-2,1377.81,1324.76,53.05,NA,131.271914152715,278.660787462325,NA,13.0010617993264,60.0386126708928,NA,14.5299824831988,4.02337735528341,2.55625661935463,18.8098494863581,16.4325726216488,467.960160349133,68.5879318280214,10.5379447802528,3.9566231247083,1.435769273491,1.20413237818425,127.838857805679,1374.26789597934,1299.38286884245,31.2932907745208,16.0726153965686,130.302504731944,27.8243040518849,77.9783864679583,67.9235831495971,64.8536160589695,-3.14293488824394
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT550$ROW6$RANGE2$B73 X PHN82,North Platte2,550,Partial Irrigation,Low,Partial,1,6,2,B73 X PHN82,Hybrid,2022-07-26,2022-07-22,,NA,130,280,NA,2022-10-27 05:00:00,16.313467,15.24,58.741901,NA,13,4,15.4,2.5,20.2,493.2,126.9,yellow,N,30.5,16.5,NA,69.55,9.67,4.15,0.86,1.09,0.07,NA,NA,145.469618173639,32500,0,0,2022-05-17 05:00:00,65,17.5,70,66,136.451612903226,26.1290322580645,NA,NA,75,-4,1419.11,1324.76,94.3500000000001,NA,122.792679164459,274.091452250886,NA,14.8269741061734,58.9834237392928,NA,13.6642078262847,3.94494353042942,2.55550704961649,18.9953650798167,15.6962613411951,469.687649043646,69.3817958644457,10.1135012433844,4.06517578547609,0.929729314421176,1.0768847178596,137.255574321379,1387.91503038982,1295.39172836706,31.1392497857602,15.9601111089232,129.234156354749,26.5739568750987,97.7539287093214,68.6199896413675,64.6778480612686,-4.06277687293121
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT556$ROW12$RANGE2$PHP02 X PHJ89,North Platte2,556,Partial Irrigation,Low,Partial,2,12,2,PHP02 X PHJ89,Hybrid,2022-07-19,2022-07-16,,NA,110,280,NA,2022-10-27 05:00:00,18.129118,12.052233,60.626598,NA,13.9,3.9,16.4,2.5,14.2,474.2,109.4,yellow,N,32.8,15,NA,70.28,10.28,4.99,0.56,1.22,0.07,NA,NA,167.739975409142,30500,0,0,2022-05-17 05:00:00,61,17.5,63,60,117.634408602151,25.1612903225806,NA,NA,75,-3,1260.11,1185.51,74.6000000000001,NA,116.920401251096,279.603060829724,NA,12.8885936605814,60.0409954470523,NA,14.0135109905,3.92904582598455,2.55640634256455,16.0358455336403,16.1357115353268,461.257726808907,69.5573018646251,10.5018271219112,4.50198638557223,0.847850149171734,1.15585706150509,155.644388247342,1316.78294521942,1230.5505654973,32.1937064453582,15.1749682715961,121.476714587147,26.4120934889114,88.9313535237371,65.4823263784491,61.8885158877964,-3.65897389188487
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT557$ROW13$RANGE2$PHW52 X PHM49,North Platte2,557,Partial Irrigation,Low,Partial,2,13,2,PHW52 X PHM49,Hybrid,2022-07-27,2022-07-21,,NA,150,300,NA,2022-10-28 05:00:00,11.92115,16.153198,57.646202,NA,15.4,4,17.4,2.5,19.2,539.5,153.1,yellow,N,38,15.5,NA,68.87,11.08,3.51,1.56,1.21,0.07,NA,NA,105.157375262721,28500,0,0,2022-05-17 05:00:00,57,17.5,71,65,164.623655913978,28.9247311827957,NA,NA,75,-6,1443.31,1301.61,141.7,NA,137.392032565801,290.095305834524,NA,15.0061653892197,58.440668828085,NA,14.6821752318216,3.9847121520228,2.55655615137224,18.5062934652134,16.5750710554121,491.922404113541,68.8218009526379,10.9157153307893,3.76780817810409,1.35396499304413,1.15234813988132,126.24668709714,1409.73259986158,1289.39055427298,34.6682413374824,15.4254295825469,144.737707352093,28.3343505528541,122.660284127478,69.5403493396301,64.423291637984,-5.17501642804317
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT551$ROW7$RANGE2$B37 X MO17,North Platte2,551,Partial Irrigation,Low,Partial,1,7,2,B37 X MO17,Hybrid,2022-07-28,2022-07-24,,NA,150,290,NA,2022-10-27 05:00:00,9.918703,16.782,57.594601,NA,13.1,4,14.2,2.5,15.4,285.8,93.2,yellow,N,33,12.5,NA,67.92,11.61,4.19,1.42,1.12,0.07,NA,NA,86.8374860998049,32500,0,1.53846153846154,2022-05-17 05:00:00,65,17.5,72,68,100.215053763441,32.0430107526882,NA,NA,75,-4,1464.21,1377.81,86.4000000000001,NA,133.397649357817,279.387641862512,NA,15.7973030876341,58.2614308934629,NA,13.7485798477977,3.95064511509049,2.5556571280173,16.6370993932687,15.1161840900621,366.398814051339,68.53377722969,11.0974061412299,4.08408719835351,1.22622082387065,1.09473895907235,108.553389341141,1411.87181039187,1322.71835420819,32.4664595030476,13.9368372943743,111.775850060547,29.6079386204265,93.9510808399977,69.6813376588694,65.7131586532675,-4.07880019962418
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT545$ROW1$RANGE2$LH82 X W606S,North Platte2,545,Partial Irrigation,Low,Partial,1,1,2,LH82 X W606S,Hybrid,2022-07-24,2022-07-18,,NA,100,250,NA,2022-10-26 05:00:00,17.007505,13.8927,59.449398,NA,14.6,3.9,17,2.6,16.4,496.2,98.2,orange,N,29,17.5,NA,69.79,9.83,4.26,0.52,1.13,0.07,NA,NA,154.069140937278,32500,0,0,2022-05-17 05:00:00,65,17.5,68,62,105.591397849462,21.505376344086,NA,NA,75,-6,1377.81,1235.16,142.65,NA,105.28008634686,257.627616115534,NA,14.2437341438868,59.2641704881397,NA,14.1061307695702,3.86641461927056,2.60475907894205,16.7391384899253,16.3043751698005,472.174855254281,69.6773671390463,10.123765714937,4.15057036691476,0.655643600828973,1.08159096199092,141.329689350727,1360.63010238225,1246.57184274329,29.6274449833905,16.7097601696833,109.708474036741,23.7810980035129,121.071924989016,67.3288318252364,62.5006902810402,-4.98279277258286
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT559$ROW15$RANGE2$2369 X PHZ51,North Platte2,559,Partial Irrigation,Low,Partial,2,15,2,2369 X PHZ51,Hybrid,2022-07-24,2022-07-18,,NA,150,290,NA,2022-10-28 05:00:00,13.112879,12.550433,59.915001,NA,13.4,3.4,14.5,2.4,16.2,382.5,98.2,yellow,N,30.2,13,NA,69.07,11.18,3.6,1.19,1.03,0.07,NA,NA,120.639852988125,33000,0,3.03030303030303,2022-05-17 05:00:00,66,17.5,68,62,105.591397849462,26.2365591397849,NA,NA,75,-6,1377.81,1235.16,142.65,NA,137.76074151201,284.726120219546,NA,13.40519160999,59.3211506511301,NA,13.4938936471018,3.69604422581661,2.5068562670689,16.9464554378226,14.9854947056085,407.33222221456,68.8613904295426,10.9935085703027,3.82575362083216,1.17915175089153,1.06480694309068,138.051770311265,1379.64110725315,1257.73685016171,30.4716994790274,14.1698000915557,114.562030830629,27.0795783906108,123.495822279673,68.1545783059858,62.9924466005233,-5.20711392957548
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT548$ROW4$RANGE2$PHW52 X PHM49,North Platte2,548,Partial Irrigation,Low,Partial,1,4,2,PHW52 X PHM49,Hybrid,2022-07-26,2022-07-22,,NA,120,270,NA,2022-10-26 05:00:00,19.195858,15.302,58.397999,NA,9.1,3.6,13.4,2.2,11.5,357.2,94.3,yellow,N,23.5,14.5,NA,70.42,10.53,3.69,0.54,1.02,0.07,NA,NA,171.047119950023,31500,0,0,2022-05-17 05:00:00,63,17.5,70,66,101.397849462366,27.5268817204301,NA,NA,75,-4,1419.11,1324.76,94.3500000000001,NA,116.682057990335,269.003691505311,NA,14.2854798074816,59.1548644717449,NA,11.5960244897869,3.73352934516848,2.40520721102101,14.5231356767881,14.6348866360269,401.721976711192,69.8852527558399,10.5156464654442,3.8437187257548,0.730917536866139,1.03588650505212,149.517213440299,1385.16650211031,1293.78431121282,27.3814311363254,15.0390948310269,110.124993522392,27.0914415319712,97.4158870758259,68.4996575467498,64.6070251518293,-4.03075747850022
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT836$ROW4$RANGE21$LH123HT X PHB47,North Platte2,836,Partial Irrigation,Medium,Partial,1,4,21,LH123HT X PHB47,Hybrid,2022-07-27,2022-07-24,,NA,130,300,NA,2022-10-26 05:00:00,18.599257,12.908832,60.103798,NA,16.1,3.9,17.5,2.6,22.1,478.8,128.8,yellow,N,36,13.2,NA,69.5,11.41,3.58,1.75,0.82,0.05,NA,NA,170.413812485614,33500,0,1.49253731343284,2022-05-17 05:00:00,67,17.5,71,68,135.578947368421,27.4736842105263,NA,NA,150,-3,1443.31,1377.81,65.5,NA,126.43568067473,289.383110612313,NA,13.2765186368102,59.91971913402,NA,15.7233392198221,4.04834839756574,2.67403948991301,21.3843651907973,17.2749322616785,488.799586005351,69.7493567968575,10.440849238826,3.66923890288035,1.38160615348153,0.910281270210674,178.845195606045,1412.3413564904,1348.3025995514,35.2962237917125,14.43620850178,143.23038097277,28.6080320426692,64.7397971171829,69.6875431651818,66.7921691053843,-2.91266779549121
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT546$ROW2$RANGE2$PHJ40 X LH82,North Platte2,546,Partial Irrigation,Low,Partial,1,2,2,PHJ40 X LH82,Hybrid,2022-07-16,2022-07-18,,NA,100,230,NA,2022-10-26 05:00:00,12.205748,12.827742,60.222599,NA,11.8,3.2,14.2,2.4,13.9,435,79.8,yellow,N,26.2,16,NA,70.04,11.82,4.6,0.95,1.23,0.07,NA,NA,111.938060269219,33500,0,0,2022-05-17 05:00:00,67,17.5,60,62,85.8064516129032,19.5698924731183,NA,NA,75,2,1185.51,1235.16,49.6500000000001,NA,105.738554071197,248.319608750692,NA,13.1759816590873,59.9775672026005,NA,12.7901985830834,3.5221172671446,2.50490826807958,15.5712456193405,14.9516827687607,441.210324765128,69.7663052367266,11.1327350376109,4.3127987014863,0.892794028095789,1.1347118419518,120.083198267488,1265.75031528662,1247.37568150541,28.4025225250635,15.8995026409032,100.647762188694,22.9144008089754,74.7354825782609,63.3847092130636,62.5361249565957,-0.998775070174968
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT687$ROW15$RANGE10$LH82 X W606S,North Platte2,687,Partial Irrigation,Low,Partial,2,15,10,LH82 X W606S,Hybrid,2022-07-23,2022-07-20,,NA,100,260,NA,2022-10-28 05:00:00,17.582384,12.37734,60.1745,NA,14.6,4,17.6,3.2,18.2,489.8,107.5,orange,N,30.5,18,NA,70.08,11.05,4.84,0.34,1.07,0.05,NA,NA,162.079943285704,33500,0,0,2022-05-17 05:00:00,67,17.5,67,64,113.157894736842,22.1052631578947,NA,NA,75,-3,1348.66,1282.71,65.95,NA,109.531981952301,266.901661603203,NA,12.4974808380648,60.06091909454,NA,14.637181206542,4.01499719056576,2.90501754867065,18.3794861075799,17.2631349993057,472.250891880868,69.8212971581366,10.8088239196946,4.37525543516804,0.789740716320056,1.09832036435225,159.997323470402,1356.31213936164,1290.59714115145,31.1457334521546,16.619240503664,120.262292374612,24.791494457411,67.0275393311541,67.3094383191517,64.3507293048161,-3.01416520953232
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT676$ROW4$RANGE10$F42 X MO17,North Platte2,676,Partial Irrigation,Low,Partial,1,4,10,F42 X MO17,Hybrid,2022-07-27,2022-07-25,,NA,130,290,NA,2022-10-26 05:00:00,13.897978,13.928975,59.3685,NA,13.5,3.8,15.6,2.4,14.7,451.5,103.6,yellow,N,31.5,14.5,NA,66.32,12.13,3.82,1.77,1.24,0.06,NA,NA,125.847234657209,33000,0,0,2022-05-17 05:00:00,66,17.5,71,69,110.212765957447,23.5106382978723,NA,NA,75,-2,1443.31,1400.36,42.9499999999998,NA,125.528378888655,282.049380351352,NA,13.7412572349384,59.5683683714486,NA,14.2482436602656,3.97576739622883,2.5434890707771,17.0209759055015,16.2185815574853,464.987870610127,68.0658285209816,11.2421238506616,3.8209149142984,1.41512793131569,1.1428870122355,147.182459711823,1408.70032916001,1363.13315095879,32.3844107182026,14.9487172914252,123.020201915875,26.0668581025135,50.5208263255855,69.5277550764414,67.4314110780756,-2.31023197332722
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT843$ROW11$RANGE21$PHB47 X LH185,North Platte2,843,Partial Irrigation,Medium,Partial,2,11,21,PHB47 X LH185,Hybrid,2022-07-23,2022-07-20,,NA,110,280,NA,2022-10-27 05:00:00,19.545828,13.117842,60.1707,NA,14.6,3.6,15.4,2.1,15.3,432.5,122.5,yellow,N,32.5,13.5,NA,68.04,10.4,2.99,1.75,0.97,0.05,NA,NA,178.656883691207,31500,0,0,2022-05-17 05:00:00,63,17.5,67,64,128.947368421053,29.6842105263158,NA,NA,150,-3,1348.66,1282.71,65.95,NA,117.874221365653,282.123916975311,NA,13.5475765236421,59.8378497144153,NA,14.9432265252451,3.88786930489181,2.35723368867105,18.1729719735072,16.1022889326656,467.550089563364,68.916996086624,9.9948192976828,3.38401177259646,1.40505874312901,1.01290265686493,182.376020624595,1369.21695555113,1302.04454220944,33.7023895097678,14.5628364985971,141.720440804643,30.1506474506726,65.4684464656762,67.873893278834,64.8519837688213,-2.95348481408882
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT685$ROW13$RANGE10$LH82 X PHB47,North Platte2,685,Partial Irrigation,Low,Partial,2,13,10,LH82 X PHB47,Hybrid,2022-07-27,2022-07-24,,NA,120,280,NA,2022-10-28 05:00:00,20.75716,12.308382,60.3605,NA,14.5,4,16.4,2.2,17.3,494.8,139.2,yellow,N,34.8,14.5,NA,70.55,9.44,3.36,1.9,1.35,0.05,NA,NA,191.496613610244,33000,0,0,2022-05-17 05:00:00,66,17.5,71,68,146.526315789474,27.7894736842105,NA,NA,75,-3,1443.31,1377.81,65.5,NA,119.325610080212,276.864880415624,NA,12.393282736724,60.2984177112457,NA,14.6927822140782,4.02613741142878,2.41201719204589,18.124067598589,16.6696362342999,480.842900635172,70.0786196067992,9.98428807280018,3.62967329026514,1.55343376615837,1.23258394108758,175.637269876672,1404.27201070958,1340.61904509274,33.6897400528107,14.8996955320892,138.671755084852,27.7599353583895,65.8864265547215,69.3364812532127,66.4553928759522,-2.97705118773512
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT675$ROW3$RANGE10$2369 X PHP02,North Platte2,675,Partial Irrigation,Low,Partial,1,3,10,2369 X PHP02,Hybrid,2022-07-26,2022-07-20,,NA,120,270,NA,2022-10-26 05:00:00,18.500181,13.587299,59.6376,NA,15.6,4.1,17.1,3.1,20.6,451.2,133.3,yellow,N,33.2,15,NA,70.32,9.98,4.23,0.89,1,0.05,NA,NA,168.185534444399,32500,0,1.53846153846154,2022-05-17 05:00:00,65,17.5,70,64,140.315789473684,30,NA,NA,75,-6,1419.11,1282.71,136.4,NA,121.446214614358,274.007896504559,NA,13.8127775085024,59.53164532073,NA,15.2596697847159,4.13124255129706,2.89698412923487,19.9319726198699,16.9336750308383,463.013141122456,70.0749586667413,10.1574785644581,4.02125725525001,0.966022491852658,1.01787123532013,169.27658378258,1397.29742226849,1305.57641526122,33.114342686836,15.2033776161449,138.129257506481,29.359347234982,96.7937960270228,69.0582772364076,64.9851473117251,-4.2917135943553
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT839$ROW7$RANGE21$PHP02 X PHN46,North Platte2,839,Partial Irrigation,Medium,Partial,1,7,21,PHP02 X PHN46,Hybrid,2022-07-22,2022-07-20,,NA,100,270,NA,2022-10-27 05:00:00,19.720106,14.725851,58.962502,NA,14.6,4.2,16.2,2.8,23.8,551.2,157.6,yellow,N,32.8,17.5,NA,68.22,9.73,3.62,1.46,1.17,0.05,NA,NA,176.913804153415,29000,0,0,2022-05-17 05:00:00,58,17.5,66,64,165.894736842105,30.6315789473684,NA,NA,150,-2,1324.76,1282.71,42.05,NA,112.079319707963,275.580092193181,NA,14.4224895750185,59.1372497315866,NA,14.9604195070266,4.19346382880345,2.74183929566888,22.3151748004561,16.5723674459535,528.37819825009,69.0654879483092,9.62334673910425,3.69342727643098,1.25681438153973,1.11366193470656,181.787114572056,1361.49770388995,1308.90313791799,33.9555505066914,16.573104495496,159.169664457298,30.3743288468988,53.2294008043456,67.5526411758817,65.12643123255,-2.43016094642664
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT673$ROW1$RANGE10$PHG39 X PHN82,North Platte2,673,Partial Irrigation,Low,Partial,1,1,10,PHG39 X PHN82,Hybrid,2022-07-22,2022-07-20,,NA,130,290,NA,2022-10-26 05:00:00,23.81782,14.96995,58.7332,NA,17,4,19,3,21.9,554,151.2,yellow,N,36.8,15.5,NA,70.47,9.91,4.22,0.56,0.98,0.06,NA,NA,213.063729825837,34000,0,0,2022-05-17 05:00:00,68,17.5,66,64,160.851063829787,27.9787234042553,NA,NA,75,-2,1324.76,1282.71,42.05,NA,128.761070646623,289.153043181881,NA,14.9391096545038,58.7608846816071,NA,15.8760937249881,4.09218852220885,2.85397375083037,20.4886394259315,17.7975297208156,510.512115821613,70.1672369033203,10.1031679320398,4.0072226038387,0.782855869528843,0.997658629108185,193.74767017608,1351.57889704343,1308.1225220656,34.6561336857714,15.4687361133666,148.51715451135,28.4453384113847,48.7143164714237,67.1221370899459,65.0930380255314,-2.25467557911071
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT686$ROW14$RANGE10$LH74 X PHN82,North Platte2,686,Partial Irrigation,Low,Partial,2,14,10,LH74 X PHN82,Hybrid,2022-07-22,2022-07-19,,NA,100,270,NA,2022-10-28 05:00:00,17.458166,11.141575,60.971401,NA,14.8,3.4,17.6,2.4,15.2,485.8,100.5,yellow,N,32.2,15,NA,68.02,11.62,4.49,1.31,1.11,0.05,NA,NA,163.204568635457,30500,0,0,2022-05-17 05:00:00,61,17.5,66,63,105.789473684211,20.7368421052632,NA,NA,75,-3,1324.76,1260.11,64.6499999999999,NA,109.392299506397,271.816574340288,NA,11.6616929916358,60.6385705780459,NA,14.7903028933567,3.72056941686839,2.50851752502353,16.9782290611694,17.2657855615905,473.366465317246,68.8022828982829,11.08405174914,4.19795824563981,1.2663080849817,1.11546569233367,161.064837754763,1344.66797588061,1280.53237462481,32.1958372301805,15.1351782037504,117.457820463034,24.1701127244321,65.9192393126414,66.8224607864409,63.9030287589002,-2.99560686559012
