qr	loc	plot	field	nLvl	irrigation	rep	row	range	genotype	population	anthesisDate	silkDate	notes	leafDimHtDate	earHt	flagLeafHt	tasselTipHt	harvestDate	combineYield	combineMoisture	combineTestWt	harvestSeq	earFillLen	earWidth	shelledCobLen	shelledCobWidth	shelledCobWt	kernelsPerEar	kernelMass	kernelColor	kernelStriping	kernelsPerRow	kernelRows	hundredKernelWt	moistureCorrectedStarch	moistureCorrectedProtein	moistureCorrectedOil	moistureCorrectedFiber	moistureCorrectedAsh	pctMoistureNIR	latitude	longitude	yieldPerAc	plantDensity	pctRootLodge	pctStalkLodge	plantDate	totalStandCt	plotLen	daysToAnthesis	daysToSilk	moistureCorrectedKernelMass	moistureCorrectedHundredKernelWt	earLen	earWt	lbsNPerAc	ASI	GDDToAnthesis	GDDToSilk	ASI.GDD	exp
22-A-1593429	Ames	1593429	E1	Low	Non-Irrigated	2	12	47	38-11	Inbred	NA	NA	collect;	NA	107	186	NA	NA	NA	NA	NA	NA	NA	3.84766666666667	NA	NA	NA	NA	NA	NA	NA	NA	16.3333333333333	NA	NA	NA	NA	NA	NA	NA	42.01209	-93.735747	NA	28000	NA	NA	2022-05-23	28	7.5	NA	NA	NA	NA	17.632	100.35	75	NA	NA	NA	NA	LC_2233
22-A-1593430	Ames	1593430	E1	Low	Non-Irrigated	2	7	47	CML92	Inbred	NA	NA	collect;	NA	89	198	NA	NA	NA	NA	NA	NA	NA	4.4275	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	42.012144	-93.735745	NA	29000	NA	NA	2022-05-23	29	7.5	NA	NA	NA	NA	17.1648333333333	141.9	75	NA	NA	NA	NA	LC_2233
22-A-1593431	Ames	1593431	E1	Low	Non-Irrigated	2	13	48	CI.7	Inbred	NA	NA		NA	97	204	NA	NA	NA	NA	NA	NA	NA	4.589	NA	NA	NA	NA	NA	NA	NA	NA	16.5	NA	NA	NA	NA	NA	NA	NA	42.012062	-93.735681	NA	19000	NA	NA	2022-05-23	19	7.5	NA	NA	NA	NA	15.198	127.5	75	NA	NA	NA	NA	LC_2233
22-A-1593432	Ames	1593432	E1	Low	Non-Irrigated	2	3	47	4226	Inbred	NA	NA	collect;	NA	88	171	NA	NA	NA	NA	NA	NA	NA	4.28233333333333	NA	NA	NA	NA	NA	NA	NA	NA	14.5	NA	NA	NA	NA	NA	NA	NA	42.012199	-93.735746	NA	30000	NA	NA	2022-05-23	30	7.5	NA	NA	NA	NA	17.4655	158.4	75	NA	NA	NA	NA	LC_2233
22-A-1593433	Ames	1593433	E1	Low	Non-Irrigated	2	2	47	A441-5	Inbred	NA	NA		NA	128	202	NA	NA	NA	NA	NA	NA	NA	4.35533333333333	NA	NA	NA	NA	NA	NA	NA	NA	12.6666666666667	NA	NA	NA	NA	NA	NA	NA	42.012227	-93.735717	NA	30000	NA	NA	2022-05-23	30	7.5	NA	NA	NA	NA	16.7966666666667	154.083333333333	75	NA	NA	NA	NA	LC_2233
22-A-1593434	Ames	1593434	E1	Low	Non-Irrigated	2	7	48	CML10	Inbred	NA	NA		NA	130	199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.012144	-93.735709	NA	18000	NA	NA	2022-05-23	18	7.5	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	LC_2233
22-A-1593435	Ames	1593435	E1	Low	Non-Irrigated	2	17	47	CML321	Inbred	NA	NA		NA	92	183	NA	NA	NA	NA	NA	NA	NA	3.60766666666667	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	42.012007	-93.735717	NA	24000	NA	NA	2022-05-23	24	7.5	NA	NA	NA	NA	14.5895	38.2	75	NA	NA	NA	NA	LC_2233
22-A-1593436	Ames	1593436	E1	Low	Non-Irrigated	2	6	47	KY226	Inbred	NA	NA	collect;	NA	79	146	NA	NA	NA	NA	NA	NA	NA	3.94766666666667	NA	NA	NA	NA	NA	NA	NA	NA	13.5	NA	NA	NA	NA	NA	NA	NA	42.012172	-93.735717	NA	26000	NA	NA	2022-05-23	26	7.5	NA	NA	NA	NA	12.4828333333333	86.0833333333333	75	NA	NA	NA	NA	LC_2233
22-A-1593437	Ames	1593437	E1	Low	Non-Irrigated	2	2	48	SG18	Inbred	NA	NA		NA	108	192	NA	NA	NA	NA	NA	NA	NA	3.98816666666667	NA	NA	NA	NA	NA	NA	NA	NA	15.6666666666667	NA	NA	NA	NA	NA	NA	NA	42.012227	-93.735681	NA	30000	NA	NA	2022-05-23	30	7.5	NA	NA	NA	NA	16.4948333333333	141.525	75	NA	NA	NA	NA	LC_2233
22-A-1593438	Ames	1593438	E1	Low	Non-Irrigated	2	9	48	R109B	Inbred	NA	NA		NA	80	179	NA	NA	NA	NA	NA	NA	NA	4.467	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	42.012117	-93.735681	NA	29000	NA	NA	2022-05-23	29	7.5	NA	NA	NA	NA	15.9006666666667	153.966666666667	75	NA	NA	NA	NA	LC_2233
22-A-1593439	Ames	1593439	E1	Low	Non-Irrigated	2	3	48	CML52	Inbred	NA	NA	set aside;	NA	130	215	NA	NA	NA	NA	NA	NA	NA	2.9951	NA	NA	NA	NA	NA	NA	NA	NA	10.2	NA	NA	NA	NA	NA	NA	NA	42.012199	-93.735709	NA	31000	NA	NA	2022-05-23	31	7.5	NA	NA	NA	NA	13.5661	28.24	75	NA	NA	NA	NA	LC_2233
22-A-1593440	Ames	1593440	E1	Low	Non-Irrigated	2	14	47	CML287	Inbred	NA	NA	set aside;	NA	146	254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.012062	-93.735717	NA	9000	NA	NA	2022-05-23	9	7.5	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	LC_2233
22-A-1593441	Ames	1593441	E1	Low	Non-Irrigated	2	10	48	B75	Inbred	NA	NA		NA	87	204	NA	NA	NA	NA	NA	NA	NA	4.416	NA	NA	NA	NA	NA	NA	NA	NA	13.6666666666667	NA	NA	NA	NA	NA	NA	NA	42.012117	-93.735681	NA	30000	NA	NA	2022-05-23	30	7.5	NA	NA	NA	NA	18.3058333333333	179.85	75	NA	NA	NA	NA	LC_2233
22-A-1593442	Ames	1593442	E1	Low	Non-Irrigated	2	10	47	TX601	Inbred	NA	NA	collect;	NA	102	212	NA	NA	NA	NA	NA	NA	NA	5.212	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	42.012117	-93.735717	NA	4000	NA	NA	2022-05-23	4	7.5	NA	NA	NA	NA	24.576	176	75	NA	NA	NA	NA	LC_2233
22-A-1593443	Ames	1593443	E1	Low	Non-Irrigated	2	9	47	CML261	Inbred	NA	NA		NA	127	207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.012117	-93.735717	NA	19000	NA	NA	2022-05-23	19	7.5	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	LC_2233
22-A-1593444	Ames	1593444	E1	Low	Non-Irrigated	2	8	47	CML331	Inbred	NA	NA	set aside;Severe bend in ear. String used to measure ear length;	NA	119	216	NA	NA	NA	NA	NA	NA	NA	3.633	NA	NA	NA	NA	NA	NA	NA	NA	14.4	NA	NA	NA	NA	NA	NA	NA	42.012144	-93.735745	NA	25000	NA	NA	2022-05-23	25	7.5	NA	NA	NA	NA	15.6584	54.4	75	NA	NA	NA	NA	LC_2233
22-A-1593445	Ames	1593445	E1	Low	Non-Irrigated	2	5	47	NC318	Inbred	NA	NA		NA	85	155	NA	NA	NA	NA	NA	NA	NA	3.4385	NA	NA	NA	NA	NA	NA	NA	NA	12.3333333333333	NA	NA	NA	NA	NA	NA	NA	42.012172	-93.735717	NA	26000	NA	NA	2022-05-23	26	7.5	NA	NA	NA	NA	13.7833333333333	73.9333333333333	75	NA	NA	NA	NA	LC_2233
22-A-1593446	Ames	1593446	E1	Low	Non-Irrigated	2	15	47	L317	Inbred	NA	NA	collect;	NA	103	188	NA	NA	NA	NA	NA	NA	NA	3.8298	NA	NA	NA	NA	NA	NA	NA	NA	12.4	NA	NA	NA	NA	NA	NA	NA	42.012035	-93.735745	NA	27000	NA	NA	2022-05-23	27	7.5	NA	NA	NA	NA	17.625	87.08	75	NA	NA	NA	NA	LC_2233
22-A-1593447	Ames	1593447	E1	Low	Non-Irrigated	2	16	47	TZI18	Inbred	NA	NA		NA	88	175	NA	NA	NA	NA	NA	NA	NA	4.19933333333333	NA	NA	NA	NA	NA	NA	NA	NA	12.3333333333333	NA	NA	NA	NA	NA	NA	NA	42.012035	-93.735745	NA	28000	NA	NA	2022-05-23	28	7.5	NA	NA	NA	NA	14.2876666666667	83.6666666666667	75	NA	NA	NA	NA	LC_2233
22-A-1593448	Ames	1593448	E1	Low	Non-Irrigated	2	6	48	KUI2021	Inbred	NA	NA	set aside;	NA	136	226	NA	NA	NA	NA	NA	NA	NA	4.27066666666667	NA	NA	NA	NA	NA	NA	NA	NA	18.3333333333333	NA	NA	NA	NA	NA	NA	NA	42.012172	-93.735681	NA	27000	NA	NA	2022-05-23	27	7.5	NA	NA	NA	NA	14.85	55.5333333333333	75	NA	NA	NA	NA	LC_2233
22-A-1593449	Ames	1593449	E1	Low	Non-Irrigated	2	4	48	L578	Inbred	NA	NA	set aside;	NA	99	202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.012199	-93.735709	NA	28000	NA	NA	2022-05-23	28	7.5	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	LC_2233
22-A-1593450	Ames	1593450	E1	Low	Non-Irrigated	2	12	48	A641	Inbred	NA	NA	collect;	NA	39	111	NA	NA	NA	NA	NA	NA	NA	3.50933333333333	NA	NA	NA	NA	NA	NA	NA	NA	13.8333333333333	NA	NA	NA	NA	NA	NA	NA	42.01209	-93.735709	NA	30000	NA	NA	2022-05-23	30	7.5	NA	NA	NA	NA	12.4988333333333	49.1166666666667	75	NA	NA	NA	NA	LC_2233
22-A-1593451	Ames	1593451	E1	Low	Non-Irrigated	2	13	47	TX303	Inbred	NA	NA		NA	134	211	NA	NA	NA	NA	NA	NA	NA	4.47183333333333	NA	NA	NA	NA	NA	NA	NA	NA	13.6666666666667	NA	NA	NA	NA	NA	NA	NA	42.012062	-93.735717	NA	28000	NA	NA	2022-05-23	28	7.5	NA	NA	NA	NA	14.7325	113.416666666667	75	NA	NA	NA	NA	LC_2233
22-A-1593452	Ames	1593452	E1	Low	Non-Irrigated	2	4	47	F2834T	Inbred	NA	NA	collect;	NA	72	145	NA	NA	NA	NA	NA	NA	NA	3.76071428571429	NA	NA	NA	NA	NA	NA	NA	NA	11.6666666666667	NA	NA	NA	NA	NA	NA	NA	42.012199	-93.735746	NA	28000	NA	NA	2022-05-23	28	7.5	NA	NA	NA	NA	14.3604285714286	83.5857142857143	75	NA	NA	NA	NA	LC_2233
22-A-1593453	Ames	1593453	E1	Low	Non-Irrigated	2	11	47	NC33	Inbred	NA	NA	set aside;	NA	90	191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.01209	-93.735747	NA	28000	NA	NA	2022-05-23	28	7.5	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	LC_2233
22-A-1593454	Ames	1593454	E1	Low	Non-Irrigated	2	14	48	PHR36	Inbred	NA	NA	collect;	NA	72	149	NA	NA	NA	NA	NA	NA	NA	3.40933333333333	NA	NA	NA	NA	NA	NA	NA	NA	12.8333333333333	NA	NA	NA	NA	NA	NA	NA	42.012062	-93.735681	NA	31000	NA	NA	2022-05-23	31	7.5	NA	NA	NA	NA	13.215	76.35	75	NA	NA	NA	NA	LC_2233
22-A-1593455	Ames	1593455	E1	Low	Non-Irrigated	2	11	48	B73	Inbred	NA	NA	collect;Check	NA	68	165	NA	NA	NA	NA	NA	NA	NA	4.4355	NA	NA	NA	NA	NA	NA	NA	NA	15.3333333333333	NA	NA	NA	NA	NA	NA	NA	42.01209	-93.735709	NA	28000	NA	NA	2022-05-23	28	7.5	NA	NA	NA	NA	13.3236666666667	118.85	75	NA	NA	NA	NA	LC_2233
22-A-1593456	Ames	1593456	E1	Low	Non-Irrigated	2	8	48	B73	Inbred	NA	NA	collect;Check	NA	76	174	NA	NA	NA	NA	NA	NA	NA	4.5315	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	42.012144	-93.735709	NA	30000	NA	NA	2022-05-23	30	7.5	NA	NA	NA	NA	13.501	123.5	75	NA	NA	NA	NA	LC_2233
22-A-1593457	Ames	1593457	E1	Low	Non-Irrigated	2	5	48	B73	Inbred	NA	NA	collect;Check	NA	76	179	NA	NA	NA	NA	NA	NA	NA	4.57166666666667	NA	NA	NA	NA	NA	NA	NA	NA	16.3333333333333	NA	NA	NA	NA	NA	NA	NA	42.012172	-93.735681	NA	33000	NA	NA	2022-05-23	33	7.5	NA	NA	NA	NA	14.2985	134.366666666667	75	NA	NA	NA	NA	LC_2233
22-A-1593466	Ames	1593466	E1	Low	Non-Irrigated	2	16	48	B73 OR MO17 FILLER	Inbred	NA	NA	collect;was intended to be AK-58 but had to replace with filler due to seed amounts	NA	53	139	NA	NA	NA	NA	NA	NA	NA	3.60266666666667	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	42.012035	-93.735708	NA	16000	NA	NA	2022-05-23	16	7.5	NA	NA	NA	NA	17.582	87.6666666666667	75	NA	NA	NA	NA	LC_2233
22-A-1593467	Ames	1593467	E1	Low	Non-Irrigated	2	15	48	B73 OR MO17 FILLER	Inbred	NA	NA	collect;was intended to be AK-61 but had to replace with filler due to seed amounts	NA	57	130	NA	NA	NA	NA	NA	NA	NA	3.60283333333333	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	42.012035	-93.735708	NA	17000	NA	NA	2022-05-23	17	7.5	NA	NA	NA	NA	17.348	86.6	75	NA	NA	NA	NA	LC_2233
22-A-1593468	Ames	1593468	E1	Low	Non-Irrigated	2	13	49	B73 OR MO17 FILLER	Inbred	NA	NA	collect;was intended to be AK-63 but had to replace with filler due to seed amounts	NA	54	143	NA	NA	NA	NA	NA	NA	NA	3.8325	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	42.012062	-93.735643	NA	9000	NA	NA	2022-05-23	9	7.5	NA	NA	NA	NA	20.179	108.35	75	NA	NA	NA	NA	LC_2233
22-C-1581761	Crawfordsville	1581761	A	High	Non-Irrigated	1	20	2	29MIBZ2	Inbred	NA	NA		NA	67	149	NA	NA	NA	NA	NA	NA	NA	3.61242857142857	14.05525	2.2705	15.4	NA	NA	NA	NA	NA	13.3333333333333	NA	NA	NA	NA	NA	NA	NA	41.201554	-91.487031	NA	24000	NA	NA	2022-05-11	24	7.5	NA	NA	NA	NA	13.6888571428571	76.7142857142857	225	NA	NA	NA	NA	LC_2351
22-C-1581762	Crawfordsville	1581762	A	High	Non-Irrigated	1	19	2	F42	Inbred	NA	NA		NA	64	159	NA	NA	NA	NA	NA	NA	NA	3.6748	13.083	2.465	18.5	NA	NA	NA	NA	NA	16.6666666666667	NA	NA	NA	NA	NA	NA	NA	41.201554	-91.487031	NA	38000	NA	NA	2022-05-11	38	7.5	NA	NA	NA	NA	11.9896	71.62	225	NA	NA	NA	NA	LC_2351
22-C-1581763	Crawfordsville	1581763	A	High	Non-Irrigated	1	10	5	LH54	Inbred	NA	NA		NA	56	129	NA	NA	NA	NA	NA	NA	NA	3.77966666666667	16.831	2.2172	16.7	267.4	91.96	NA	NA	NA	10.3333333333333	34.3904263275991	NA	NA	NA	NA	NA	NA	41.201493	-91.48685	NA	33000	NA	NA	2022-05-11	33	7.5	NA	NA	97.3306692221442	36.39890397238	17.0593333333333	113.183333333333	225	NA	NA	NA	NA	LC_2351
22-C-1581764	Crawfordsville	1581764	A	High	Non-Irrigated	1	11	4	NC230	Inbred	NA	NA	partly green;collect;	NA	73	135	NA	NA	NA	NA	NA	NA	NA	4.03966666666667	9.2942	2.695	14.14	NA	NA	NA	NA	NA	13.6666666666667	NA	NA	NA	NA	NA	NA	NA	41.201498	-91.486886	NA	38000	NA	NA	2022-05-11	38	7.5	NA	NA	NA	NA	9.89283333333333	60.2	225	NA	NA	NA	NA	LC_2351
22-C-1581765	Crawfordsville	1581765	A	High	Non-Irrigated	1	19	4	A188	Inbred	NA	NA		NA	57	146	NA	NA	NA	NA	NA	NA	NA	3.219375	10.621	2.07833333333333	6.96666666666667	NA	NA	NA	NA	NA	12.6666666666667	NA	NA	NA	NA	NA	NA	NA	41.201499	-91.487032	NA	32000	NA	NA	2022-05-11	32	7.5	NA	NA	NA	NA	11.18	49.25	225	NA	NA	NA	NA	LC_2351
22-C-1581766	Crawfordsville	1581766	A	High	Non-Irrigated	1	19	6	CI187-2	Inbred	NA	NA	collect;Severe bend in ear. String used to measure ear length;	NA	68	128	NA	NA	NA	NA	NA	NA	NA	3.200625	12.5953333333333	2.165	10.8	NA	NA	NA	NA	NA	13.8333333333333	NA	NA	NA	NA	NA	NA	NA	41.201444	-91.487032	NA	35000	NA	NA	2022-05-11	35	7.5	NA	NA	NA	NA	13.000875	46.0125	225	NA	NA	NA	NA	LC_2351
22-C-1581767	Crawfordsville	1581767	A	High	Non-Irrigated	1	17	2	NC290A	Inbred	NA	NA	set aside;	NA	77	133	NA	NA	NA	NA	NA	NA	NA	4.0368	10.74525	2.72725	14.675	226.25	56.2	NA	NA	NA	16	24.8397790055249	NA	NA	NA	NA	NA	NA	41.201576	-91.486995	NA	39000	NA	NA	2022-05-11	39	7.5	NA	NA	59.4822054184918	26.290477533035	10.7708	78.32	225	NA	NA	NA	NA	LC_2351
22-C-1581768	Crawfordsville	1581768	A	High	Non-Irrigated	1	19	3	NC364	Inbred	NA	NA		NA	65	167	NA	NA	NA	NA	NA	NA	NA	3.56228571428571	9.3655	2.2285	7.65	NA	NA	NA	NA	NA	16.3333333333333	NA	NA	NA	NA	NA	NA	NA	41.201526	-91.487032	NA	33000	NA	NA	2022-05-11	33	7.5	NA	NA	NA	NA	10.1191428571429	50.5714285714286	225	NA	NA	NA	NA	LC_2351
22-C-1581769	Crawfordsville	1581769	A	High	Non-Irrigated	1	13	3	W22	Inbred	NA	NA	collect;	NA	46	128	NA	NA	NA	NA	NA	NA	NA	2.89345454545455	NA	NA	NA	NA	NA	NA	NA	NA	15.3333333333333	NA	NA	NA	NA	NA	NA	NA	41.201548	-91.486923	NA	34000	NA	NA	2022-05-11	34	7.5	NA	NA	NA	NA	12.6405454545455	40.1181818181818	225	NA	NA	NA	NA	LC_2351
22-C-1581770	Crawfordsville	1581770	A	High	Non-Irrigated	1	17	3	NC262	Inbred	NA	NA	collect;	NA	46	133	NA	NA	NA	NA	NA	NA	NA	3.837375	9.9035	2.746	14.075	261.2	70.26	NA	NA	NA	16.6666666666667	26.8989280245023	NA	NA	NA	NA	NA	NA	41.201548	-91.486995	NA	34000	NA	NA	2022-05-11	34	7.5	NA	NA	74.3633407954312	28.4698854500119	10.754375	71.325	225	NA	NA	NA	NA	LC_2351
22-C-1581771	Crawfordsville	1581771	A	High	Non-Irrigated	1	17	6	RS 710	Inbred	NA	NA	collect;	NA	50	120	NA	NA	NA	NA	NA	NA	NA	3.80033333333333	12.3426	2.6522	13.04	233.4	47.86	NA	NA	NA	14.3333333333333	20.5055698371894	NA	NA	NA	NA	NA	NA	41.201465	-91.486996	NA	39000	NA	NA	2022-05-11	39	7.5	NA	NA	50.6551308065661	21.7031408768492	12.4183333333333	66.85	225	NA	NA	NA	NA	LC_2351
22-C-1581772	Crawfordsville	1581772	A	High	Non-Irrigated	1	14	2	MO47	Inbred	NA	NA	collect;	NA	56	147	NA	NA	NA	NA	NA	NA	NA	3.53333333333333	12.0556	2.3272	12.2	NA	NA	NA	NA	NA	14.3333333333333	NA	NA	NA	NA	NA	NA	NA	41.201576	-91.486922	NA	38000	NA	NA	2022-05-11	38	7.5	NA	NA	NA	NA	12.2071666666667	60.8833333333333	225	NA	NA	NA	NA	LC_2351
22-C-1581773	Crawfordsville	1581773	A	High	Non-Irrigated	1	17	4	78010	Inbred	NA	NA	collect;	NA	69	158	NA	NA	NA	NA	NA	NA	NA	3.83475	12.9798	2.795	16.94	202.4	63	NA	NA	NA	15.6666666666667	31.1264822134387	NA	NA	NA	NA	NA	NA	41.201521	-91.486995	NA	39000	NA	NA	2022-05-11	39	7.5	NA	NA	66.679340593683	32.9443382379856	12.829625	71.95	225	NA	NA	NA	NA	LC_2351
22-C-1581774	Crawfordsville	1581774	A	High	Non-Irrigated	1	13	2	LH57	Inbred	NA	NA	collect;	NA	36	135	NA	NA	NA	NA	NA	NA	NA	2.6715	10.21	1.328	3.9	NA	NA	NA	NA	NA	10.3333333333333	NA	NA	NA	NA	NA	NA	NA	41.201576	-91.486922	NA	35000	NA	NA	2022-05-11	35	7.5	NA	NA	NA	NA	11.7579	35.91	225	NA	NA	NA	NA	LC_2351
22-C-1581775	Crawfordsville	1581775	A	High	Non-Irrigated	1	17	5	PHG47	Inbred	NA	NA	collect;	NA	50	136	NA	NA	NA	NA	NA	NA	NA	3.17577777777778	12.0756666666667	2.26133333333333	9.9	280.6	59.74	NA	NA	NA	16.3333333333333	21.2900926585887	NA	NA	NA	NA	NA	NA	41.201493	-91.486995	NA	40000	NA	NA	2022-05-11	40	7.5	NA	NA	63.2289493185178	22.5334815817954	11.676	51.3222222222222	225	NA	NA	NA	NA	LC_2351
22-C-1581776	Crawfordsville	1581776	A	High	Non-Irrigated	1	16	6	778	Inbred	NA	NA	collect;Severe bend in ear. String used to measure ear length;	NA	76	164	NA	NA	NA	NA	NA	NA	NA	4.09883333333333	12.389	2.4462	12.7	243.6	76.36	NA	NA	NA	15.3333333333333	31.3464696223317	NA	NA	NA	NA	NA	NA	41.201444	-91.48696	NA	35000	NA	NA	2022-05-11	35	7.5	NA	NA	80.8195944084703	33.1771734024919	13.1541666666667	94.6833333333333	225	NA	NA	NA	NA	LC_2351
22-C-1581777	Crawfordsville	1581777	A	High	Non-Irrigated	1	11	2	WIL500	Inbred	NA	NA	set aside;	NA	67	137	NA	NA	NA	NA	NA	NA	NA	3.88733333333333	14.181	2.8165	24	92	23.25	NA	NA	NA	16	25.2717391304348	NA	NA	NA	NA	NA	NA	41.201553	-91.486886	NA	34000	NA	NA	2022-05-11	34	7.5	NA	NA	24.6078518857639	26.7476650932217	13.803	50.9333333333333	225	NA	NA	NA	NA	LC_2351
22-C-1581778	Crawfordsville	1581778	A	High	Non-Irrigated	1	13	6	L127	Inbred	NA	NA	collect;	NA	54	151	NA	NA	NA	NA	NA	NA	NA	3.53636363636364	NA	NA	NA	312.6	78.32	NA	NA	NA	14	25.0543825975688	NA	NA	NA	NA	NA	NA	41.201465	-91.486923	NA	33000	NA	NA	2022-05-11	33	7.5	NA	NA	82.894062782496	26.5176144537735	14.6306363636364	63.9727272727273	225	NA	NA	NA	NA	LC_2351
22-C-1581779	Crawfordsville	1581779	A	High	Non-Irrigated	1	12	3	NC360	Inbred	NA	NA	partly green;set aside;	NA	76	106	NA	NA	NA	NA	NA	NA	NA	3.532	11.685	2.38966666666667	13.2	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	41.201526	-91.486886	NA	33000	NA	NA	2022-05-11	33	7.5	NA	NA	NA	NA	11.95975	51.1	225	NA	NA	NA	NA	LC_2351
22-C-1581780	Crawfordsville	1581780	A	High	Non-Irrigated	1	15	2	W117HT	Inbred	NA	NA	collect;	NA	44	100	NA	NA	NA	NA	NA	NA	NA	3.60216666666667	9.5902	2.2108	7.72	110.4	27.38	NA	NA	NA	13	24.8007246376812	NA	NA	NA	NA	NA	NA	41.201553	-91.486959	NA	32000	NA	NA	2022-05-11	32	7.5	NA	NA	28.9790531024609	26.2491423029538	9.8635	40.3666666666667	225	NA	NA	NA	NA	LC_2351
22-C-1581781	Crawfordsville	1581781	A	High	Non-Irrigated	1	13	5	MT42	Inbred	NA	NA		NA	51	146	NA	NA	NA	NA	NA	NA	NA	2.90554545454545	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	41.201493	-91.486923	NA	42000	NA	NA	2022-05-11	42	7.5	NA	NA	NA	NA	9.73063636363636	28.4090909090909	225	NA	NA	NA	NA	LC_2351
22-C-1581782	Crawfordsville	1581782	A	High	Non-Irrigated	1	15	3	CM37	Inbred	NA	NA		NA	35	115	NA	NA	NA	NA	NA	NA	NA	3.0562	9.5525	2.08975	6.075	46.5	11.85	NA	NA	NA	11.6	25.4838709677419	NA	NA	NA	NA	NA	NA	41.201526	-91.486959	NA	38000	NA	NA	2022-05-11	38	7.5	NA	NA	12.5420664450023	26.9721859032307	10.5148	20.24	225	NA	NA	NA	NA	LC_2351
22-C-1581783	Crawfordsville	1581783	A	High	Non-Irrigated	1	20	4	IDS69	Inbred	NA	NA		NA	58	108	NA	NA	NA	NA	NA	NA	NA	2.528	12.2052	1.895	7.7	NA	NA	NA	NA	NA	12.6666666666667	NA	NA	NA	NA	NA	NA	NA	41.201499	-91.487032	NA	34000	NA	NA	2022-05-11	34	7.5	NA	NA	NA	NA	12.4801666666667	32.9166666666667	225	NA	NA	NA	NA	LC_2351
22-C-1581784	Crawfordsville	1581784	A	High	Non-Irrigated	1	10	4	CML220	Inbred	NA	NA	partly green;set aside;	NA	60	122	NA	NA	NA	NA	NA	NA	NA	3.65	10.8483333333333	2.749	14.7333333333333	83.6666666666667	24.9666666666667	NA	NA	NA	14.5	29.8406374501992	NA	NA	NA	NA	NA	NA	41.20152	-91.48685	NA	42000	NA	NA	2022-05-11	42	7.5	NA	NA	26.4247757167558	31.5833972710229	10.9295	43.575	225	NA	NA	NA	NA	LC_2351
22-C-1581785	Crawfordsville	1581785	A	High	Non-Irrigated	1	15	4	EP1	Inbred	NA	NA	collect;	NA	52	136	NA	NA	NA	NA	NA	NA	NA	3.23983333333333	10.5032	2.3462	8.36	123	24.18	NA	NA	NA	12	19.6585365853659	NA	NA	NA	NA	NA	NA	41.201499	-91.486959	NA	36000	NA	NA	2022-05-11	36	7.5	NA	NA	25.5921659611945	20.8066389928411	10.5193333333333	34.25	225	NA	NA	NA	NA	LC_2351
22-C-1581786	Crawfordsville	1581786	A	High	Non-Irrigated	1	18	6	I29	Inbred	NA	NA		NA	51	126	NA	NA	NA	NA	NA	NA	NA	2.62811111111111	7.874	2.14	6.9	119.4	18.55	NA	NA	NA	16.3333333333333	15.536013400335	NA	NA	NA	NA	NA	NA	41.201465	-91.486996	NA	42000	NA	NA	2022-05-11	42	7.5	NA	NA	19.6333613970289	16.443351253793	9.21766666666667	19.8333333333333	225	NA	NA	NA	NA	LC_2351
22-C-1581787	Crawfordsville	1581787	A	High	Non-Irrigated	1	18	2	NC302	Inbred	NA	NA	collect;	NA	65	124	NA	NA	NA	NA	NA	NA	NA	3.252	12.1662	2.2904	10.46	116.2	36.218	NA	NA	NA	10.5	31.1686746987952	NA	NA	NA	NA	NA	NA	41.201576	-91.486995	NA	34000	NA	NA	2022-05-11	34	7.5	NA	NA	38.3332120257462	32.9889948586456	10.956	39.9625	225	NA	NA	NA	NA	LC_2351
