qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,pedigreeID,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1209ROW2$RANGE15$@S8326,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,28,1,2,15,1209,S8326,1715495,5/9/2023,7/28/2023,8/2/2023,80,85,5,1771.87,1896.82,124.95,76.2,170.69,6000,13.9,9.92,3.4,2.28,16.67,12,146.33,23.23,33.69,12.58,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1210ROW3$RANGE15$@PHWG5,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,30,1,3,15,1210,PHWG5,1715691,5/9/2023,8/1/2023,8/5/2023,84,88,4,1870.32,1975.97,105.65,86.87,149.35,6428.57,13.54,9.45,3.81,2.52,19.17,12.83,215,24.21,52.99,18.09,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1211ROW4$RANGE15$@CI64,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,30,1,4,15,1211,CI64,1715481,5/9/2023,8/2/2023,8/5/2023,85,88,3,1896.82,1975.97,79.15,60.96,129.54,6428.57,10.78,7.14,3.75,2.62,14.33,15,127.5,21.68,27.36,11.04,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,plot damged due to wild animals
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1212ROW5$RANGE15$@NQ508,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,26,1,5,15,1212,NQ508,1715666,5/9/2023,7/19/2023,7/23/2023,71,75,4,1535.82,1627.12,91.3,80.77,156.97,5571.43,9.71,8.38,3.62,2.18,17.67,12.33,180.83,24.76,42.89,7.82,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1213ROW6$RANGE15$@NC336,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,27,1,6,15,1213,NC336,1715602,5/9/2023,8/9/2023,8/14/2023,92,97,5,2068.82,2177.62,108.8,99.06,155.45,5785.71,11.78,NA,NA,2.04,NA,NA,24.33,NA,5.48,6.77,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1214ROW7$RANGE15$@LP1 NR HT,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,29,1,7,15,1214,LP1 NR HT,1715613,5/9/2023,7/20/2023,7/25/2023,72,77,5,1558.87,1683.07,124.2,70.1,156.97,6214.29,14.3,10.7,3.34,2.53,17.5,14,159.5,19.74,30.91,12.16,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1215ROW8$RANGE15$@FR19,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,26,1,8,15,1215,FR19,1715482,5/9/2023,7/20/2023,7/27/2023,72,79,7,1558.87,1742.42,183.55,59.44,138.68,5571.43,11.47,9.51,3.5,2.07,21,16.33,280.5,15.24,40.74,10.62,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1216ROW9$RANGE15$@PHH93,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,29,1,9,15,1216,PHH93,1715471,5/9/2023,7/20/2023,7/21/2023,72,73,1,1558.87,1580.07,21.2,88.39,144.78,6214.29,13.97,11.93,3.87,2.55,25.5,13.83,272.5,21.22,56.32,16.95,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1217ROW10$RANGE15$@E2558W,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,25,1,10,15,1217,E2558W,1715461,5/9/2023,7/16/2023,7/16/2023,68,68,0,1471.97,1471.97,NA,91.44,184.4,5357.14,12.28,8.67,2.78,1.9,8.67,9.33,36.67,NA,9.79,10.83,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1218ROW11$RANGE15$@B109,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,20,1,11,15,1218,B109,1715466,5/9/2023,7/23/2023,7/26/2023,75,78,3,1627.12,1710.72,83.6,79.25,156.97,4285.71,7.01,5.21,2.95,1.74,12.33,11.67,115.5,19.1,20.22,3.78,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1219ROW12$RANGE15$@HY,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,12,15,1219,HY,1715669,5/9/2023,7/25/2023,8/20/2023,77,103,26,1683.07,2311.77,628.7,89.92,158.5,6857.14,7.67,7.94,3.6,2.34,15.5,12.5,123.6,24.92,30.04,7.38,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1220ROW13$RANGE15$@B73,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,31,1,13,15,1220,B73,1715457,5/9/2023,7/27/2023,8/5/2023,79,88,9,1742.42,1975.97,233.55,82.3,164.59,6642.86,9.86,7.23,3.65,2.56,16.67,15,179.83,15.95,28.85,9.56,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1221ROW14$RANGE15$@B73,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,35,1,14,15,1221,B73,1715457,5/9/2023,7/27/2023,7/30/2023,79,82,3,1742.42,1823.12,80.7,91.44,163.07,7500,11.59,9.4,3.8,2.76,20,15.5,233.33,19.05,43.67,13.79,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1222ROW15$RANGE15$@B73,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,6,1,15,15,1222,B73,1715457,5/9/2023,7/27/2023,7/30/2023,79,82,3,1742.42,1823.12,80.7,86.87,167.64,1285.71,11.28,9.62,3.93,2.63,24,15.33,321.5,17.97,56.37,13.9,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1223ROW16$RANGE15$@HBA1,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,16,15,1223,HBA1,1715494,5/9/2023,7/28/2023,8/9/2023,80,92,12,1771.87,2068.82,296.95,57.91,147.83,6857.14,10.12,7.34,3.38,2.41,13.83,14.33,152.83,17.17,25.01,10.08,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1224ROW17$RANGE15$@POP-N-EAT,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,34,1,17,15,1224,POP-N-EAT,1715625,5/9/2023,7/16/2023,7/17/2023,68,69,1,1471.97,1492.77,20.8,79.25,164.59,7285.71,9.59,7.43,2.72,1.95,17.83,13,172.67,13.3,22.27,4.91,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1225ROW2$RANGE16$@B52,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,2,16,1225,B52,1715462,5/9/2023,8/6/2023,8/9/2023,89,92,3,2000.17,2068.82,68.65,76.2,140.21,6857.14,12.55,NA,3.18,2.18,7,11,17.33,NA,4.16,10.33,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1226ROW3$RANGE16$@B2,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,31,1,3,16,1226,B2,1715635,5/9/2023,7/22/2023,7/26/2023,74,78,4,1602.97,1710.72,107.75,79.25,160.02,6642.86,13.11,11.33,3.14,1.9,24,9.67,194.17,20.2,43.33,8.47,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1227ROW4$RANGE16$@B76,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,28,1,4,16,1227,B76,1715630,5/9/2023,7/21/2023,7/26/2023,73,78,5,1580.07,1710.72,130.65,54.86,149.35,6000,12.37,10.61,3.78,2.5,19,12.17,206.33,25.15,57.98,15.7,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1228ROW5$RANGE16$@B73,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,33,1,5,16,1228,B73,1715457,5/9/2023,7/28/2023,8/2/2023,80,85,5,1771.87,1896.82,124.95,82.3,175.26,7071.43,9.15,7.03,3.71,2.64,15.5,16.5,166,17.8,27.71,10.37,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1229ROW6$RANGE16$@LH39,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,6,16,1229,LH39,1715641,5/9/2023,7/20/2023,7/23/2023,72,75,3,1558.87,1627.12,68.25,47.24,146.3,6857.14,13.04,11.08,3.52,2.45,25.67,13.67,308.83,13.69,41.18,10.99,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1230ROW7$RANGE16$@CML322,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,31,1,7,16,1230,CML322,1715634,5/9/2023,8/7/2023,8/14/2023,90,97,7,2023.12,2177.62,154.5,96.01,141.73,6642.86,8.91,8.04,3.31,2.45,12,14.33,84.83,20,16.4,11.42,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1231ROW8$RANGE16$@MO1W,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,8,16,1231,MO1W,1715607,5/9/2023,7/27/2023,8/3/2023,79,86,7,1742.42,1922.77,180.35,65.53,164.59,6857.14,11.54,8.35,3.89,2.5,19,14,234.5,19.7,49.07,12.81,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,top leaves & Tassels are dried(Burnt) due to high temp
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1232ROW9$RANGE16$@HP301,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,25,1,9,16,1232,HP301,1715484,5/9/2023,7/20/2023,7/26/2023,72,78,6,1558.87,1710.72,151.85,80.77,146.3,5357.14,12.02,10.48,2.47,1.9,19.17,12.67,193.33,7.87,15.15,8.01,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,Tassels bent; may be due to anthers load on it
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1233ROW10$RANGE16$@PHW43,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,27,1,10,16,1233,PHW43,1715649,5/9/2023,7/23/2023,7/27/2023,75,79,4,1627.12,1742.42,115.3,30.48,137.16,5785.71,11.49,8.01,3.33,2.46,13,13,111,16.05,16.09,13.79,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1234ROW11$RANGE16$@T232,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,30,1,11,16,1234,T232,1715499,5/9/2023,7/27/2023,8/3/2023,79,86,7,1742.42,1922.77,180.35,74.68,146.3,6428.57,11.87,10.94,3.67,2.2,17.5,14.5,136.17,20.23,27.05,10.07,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,top leaves & Tassels are dried(Burnt) due to high temp
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1235ROW12$RANGE16$@B73,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,34,1,12,16,1235,B73,1715457,5/9/2023,7/27/2023,8/2/2023,79,85,6,1742.42,1896.82,154.4,89.92,NA,7285.71,8.63,5.6,3.34,2.44,15,14.17,163.17,15.1,24.58,7.08,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,top leaves & Tassels are dried(Burnt) due to high temp
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1236ROW13$RANGE16$@B68,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,29,1,13,16,1236,B68,1715673,5/9/2023,7/27/2023,8/3/2023,79,86,7,1742.42,1922.77,180.35,74.68,161.54,6214.29,14.85,10.35,3.23,2.3,13.8,13,108,24.73,29.66,12.62,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1237ROW14$RANGE16$@N7A,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,33,1,14,16,1237,N7A,1715485,5/9/2023,7/28/2023,7/30/2023,80,82,2,1771.87,1823.12,51.25,54.86,156.97,7071.43,9.25,6.23,3.66,2.34,10,13.2,93.17,32.25,28.85,7.74,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1238ROW15$RANGE16$@R4,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,33,1,15,16,1238,R4,1715616,5/9/2023,7/27/2023,8/3/2023,79,86,7,1742.42,1922.77,180.35,59.44,147.83,7071.43,13.32,11.26,3.07,2.23,20.33,13.17,215.67,13.96,30.81,10.67,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1239ROW16$RANGE16$@R177,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,11,1,16,16,1239,R177,1715659,5/9/2023,7/20/2023,7/30/2023,72,82,10,1558.87,1823.12,264.25,53.34,160.02,2357.14,12.38,6.64,3.16,2.27,13,12,129.83,21.37,28.16,12.3,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1240ROW17$RANGE16$@DE811,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,26,1,17,16,1240,DE811,1715664,5/9/2023,7/29/2023,8/1/2023,81,84,3,1798.42,1870.32,71.9,79.25,169.16,5571.43,9.37,8.58,3.28,1.84,20.5,14.67,213.33,15.72,34.73,5.58,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1241ROW2$RANGE17$@CH701-30,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,30,1,2,17,1241,CH701-30,1715487,5/9/2023,7/23/2023,7/27/2023,75,79,4,1627.12,1742.42,115.3,65.53,146.3,6428.57,11.28,6.89,3.1,1.76,15,9,73.5,23.74,15.75,7.16,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1242ROW3$RANGE17$@B73,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,34,1,3,17,1242,B73,1715457,5/9/2023,7/29/2023,7/31/2023,81,83,2,1798.42,1847.17,48.75,82.3,175.26,7285.71,11.01,8.9,4.14,2.8,19.17,16,273.67,20.98,57.38,15.02,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1243ROW4$RANGE17$@NC366,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,4,17,1243,NC366,1715657,5/9/2023,8/6/2023,8/9/2023,89,92,3,2000.17,2068.82,68.65,76.2,152.4,6857.14,10.82,6.23,3.29,2.38,13.17,13,125.33,28.24,35.41,11.93,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1244ROW5$RANGE17$@LH146HT,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,29,1,5,17,1244,LH146HT,1715622,5/9/2023,7/16/2023,7/19/2023,68,71,3,1471.97,1535.82,63.85,54.86,123.44,6214.29,10.67,6.1,2.9,2.18,14.17,10.83,163,10.48,17.25,6.73,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1245ROW6$RANGE17$@[WHITE VARIEGATED (ISO. FROM BM4 AC3252) (B73-1)],2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,27,1,6,17,1245,[WHITE VARIEGATED (ISO. FROM BM4 AC3252) (B73-1)],1715610,5/9/2023,7/23/2023,7/27/2023,75,79,4,1627.12,1742.42,115.3,77.72,158.5,5785.71,12.6,4.59,2.89,2.11,9,10,34,NA,5.87,6.23,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1246ROW7$RANGE17$@NC298,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,33,1,7,17,1246,NC298,1715489,5/9/2023,8/3/2023,8/4/2023,86,87,1,1922.77,1949.07,26.3,82.3,153.92,7071.43,10.62,6.24,2.77,2.1,9.67,9.83,77,24.28,17.2,7.82,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,Silking is getting damged due to insect infestation
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1247ROW8$RANGE17$@MO17,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,27,1,8,17,1247,MO17,1715648,5/9/2023,7/23/2023,7/30/2023,75,82,7,1627.12,1823.12,196,57.91,149.35,5785.71,12.46,10.98,3.12,1.83,20,10,193,19.57,36.79,6.33,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1248ROW9$RANGE17$@A682,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,29,1,9,17,1248,A682,1715633,5/9/2023,7/18/2023,7/22/2023,70,74,4,1513.67,1602.97,89.3,59.44,175.26,6214.29,13.21,10.78,3.32,2.04,25.17,10.33,218.5,24.1,53.15,7.31,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1249ROW10$RANGE17$@VA26,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,26,1,10,17,1249,VA26,1715611,5/9/2023,7/23/2023,7/28/2023,75,80,5,1627.12,1771.87,144.75,62.48,175.26,5571.43,11.5,9.52,3.81,2.59,19.67,13.67,257.83,22.17,51.72,13.68,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1250ROW11$RANGE17$@B73,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,26,1,11,17,1250,B73,1715457,5/9/2023,7/27/2023,8/3/2023,79,86,7,1742.42,1922.77,180.35,77.72,150.88,5571.43,8.51,6.89,3.19,2.19,14.33,14,163.17,16.58,25.06,7.01,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,top leaves & Tassels are dried(Burnt) due to high temp
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1251ROW12$RANGE17$@MOG,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,27,1,12,17,1251,MOG,1715629,5/9/2023,7/29/2023,8/19/2023,81,102,21,1798.42,2282.72,484.3,97.54,161.54,5785.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/2023,top leaves & Tassels are dried(Burnt) due to high temp: cobs are at just emerging stage
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1252ROW13$RANGE17$@H91,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,13,17,1252,H91,1715679,5/9/2023,7/21/2023,7/27/2023,73,79,6,1580.07,1742.42,162.35,60.96,153.92,6857.14,12.47,10.43,2.98,2.07,15.33,12.8,157.33,16.94,26.53,9.87,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1253ROW14$RANGE17$@M162W,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,30,1,14,17,1253,M162W,1715650,5/9/2023,8/7/2023,8/9/2023,90,92,2,2023.12,2068.82,45.7,108.2,172.21,6428.57,9.13,6.35,3.33,2.04,10.33,10.33,83.83,27.2,23.88,8.45,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1254ROW15$RANGE17$@LH74,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,28,1,15,17,1254,LH74,1715603,5/9/2023,7/16/2023,7/18/2023,68,70,2,1471.97,1513.67,41.7,65.53,160.02,6000,15.27,12.48,3.57,2.28,29.67,14,357.5,17.15,61.53,13.45,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1255ROW16$RANGE17$@B77,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,29,1,16,17,1255,B77,1715493,5/9/2023,7/16/2023,7/30/2023,68,82,14,1471.97,1823.12,351.15,71.63,135.64,6214.29,12.25,10.74,3.08,1.94,15.8,11.2,125.33,21.65,26.58,6.87,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,top leaves & Tassels are dried(Burnt) due to high temp
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1256ROW17$RANGE17$@SA24,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,33,1,17,17,1256,SA24,1715643,5/9/2023,8/3/2023,8/9/2023,86,92,6,1922.77,2068.82,146.05,88.39,149.35,7071.43,12.77,9.56,2.44,1.75,17.33,12,144.67,12.08,18.8,8.17,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1257ROW2$RANGE18$@NC234,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,21,1,2,18,1257,NC234,1715665,5/9/2023,8/2/2023,8/20/2023,85,103,18,1896.82,2311.77,414.95,59.44,147.83,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1258ROW3$RANGE18$@KY21,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,28,1,3,18,1258,KY21,1715617,5/9/2023,8/6/2023,8/20/2023,89,103,14,2000.17,2311.77,311.6,80.77,155.45,6000,10.59,9.76,3.35,2.23,16,10,39.5,24.05,8.89,9.94,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1259ROW4$RANGE18$@B73,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,4,18,1259,B73,1715457,5/9/2023,7/28/2023,8/1/2023,80,84,4,1771.87,1870.32,98.45,85.34,152.4,6857.14,7.97,5.98,3.22,2.18,12.67,13.33,146.83,17.53,24.49,6.94,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1260ROW5$RANGE18$@NC344,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,30,1,5,18,1260,NC344,1715488,5/9/2023,8/6/2023,8/23/2023,89,106,17,2000.17,2403.97,403.8,60.96,144.78,6428.57,7.39,6.21,2.7,1.98,11,10,68.5,14.25,9.88,5.72,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,top leaves dried(Burnt) due to high temp and tiny cobs
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1261ROW6$RANGE18$@BLACK JEWELL 85,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,30,1,6,18,1261,BLACK JEWELL 85,1715640,5/9/2023,8/3/2023,8/9/2023,86,92,6,1922.77,2068.82,146.05,102.11,137.16,6428.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/2023,top leaves dried(Burnt) due to high temp and tiny cobs
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1262ROW7$RANGE18$@E8501,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,33,1,7,18,1262,E8501,1715684,5/9/2023,7/26/2023,7/30/2023,78,82,4,1710.72,1823.12,112.4,39.62,141.73,7071.43,11.21,9.16,3.22,2.12,20.67,10.33,192.33,18.36,33.22,10.62,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1263ROW8$RANGE18$@OQ403,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,30,1,8,18,1263,OQ403,1715478,5/9/2023,7/12/2023,7/13/2023,64,65,1,1376.92,1401.57,24.65,50.29,118.87,6428.57,12.22,8.64,3.04,1.81,21.67,12.67,231,12.42,29.24,4.88,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1264ROW9$RANGE18$@NC328,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,24,1,9,18,1264,NC328,1715468,5/9/2023,7/26/2023,8/2/2023,78,85,7,1710.72,1896.82,186.1,73.15,163.07,5142.86,8.61,6.62,3.22,2.4,12,12.67,98.67,19.05,17.2,10.32,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1265ROW10$RANGE18$@B73,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,27,1,10,18,1265,B73,1715457,5/9/2023,7/28/2023,8/3/2023,80,86,6,1771.87,1922.77,150.9,94.49,170.69,5785.71,8.64,6.66,3.56,2.52,13.5,14.67,145,18.55,25.3,10.48,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1266ROW11$RANGE18$@TZI10,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,17,1,11,18,1266,TZI10,1715464,5/9/2023,8/23/2023,12/30/2023,106,235,129,2403.97,NA,934.75,NA,121.92,3642.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/2023,only two plant formed the tassel and no cobs; top leaves dried(Burnt) due to high temp
