qr	loc	plot	field	nLvl	irrigation	rep	row	range	genotype	population	anthesisDate	silkDate	notes	leafDimHtNotes	leafDimHtDate	earHt	flagLeafHt	tasselTipHt	harvestDate	combineYield	combineMoisture	combineTestWt	harvestSeq	combineNotes	earFillLen	earWidth	shelledCobLen	shelledCobWidth	shelledCobWt	kernelsPerEar	kernelMass	kernelColor	kernelStriping	kernelsPerRow	kernelRows	hundredKernelWt	moistureCorrectedStarch	moistureCorrectedProtein	moistureCorrectedOil	moistureCorrectedFiber	moistureCorrectedAsh	pctMoistureNIR	latitude	longitude	yieldPerAc	plantDensity	pctRootLodge	pctStalkLodge	plantDate	totalStandCt	block	plotLen	daysToAnthesis	daysToSilk	moistureCorrectedKernelMass	moistureCorrectedHundredKernelWt	earLen	earWt	lbsNPerAc	ASI
22-A-1594155	Ames	1594155	B1	High	Non-Irrigated	2	23	47	R177	Inbred	NA	NA	set aside;	NA	NA	60	167	NA	NA	NA	NA	NA	NA	NA	NA	3.504	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	42.014189	93.732369	NA	23000	NA	NA	2022-05-22 00:00:00	23	3	7.5	NA	NA	NA	NA	13.85	48.5	250	NA
22-A-1594156	Ames	1594156	B1	High	Non-Irrigated	2	29	46	B52	Inbred	NA	NA	set aside;	NA	NA	74	154	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8056666666667	2.43466666666667	14.0666666666667	183	24.7666666666667	NA	NA	NA	14	13.5336976320583	NA	NA	NA	NA	NA	NA	42.014194	93.732479	NA	25000	NA	NA	2022-05-22 00:00:00	25	3	7.5	NA	NA	26.2130952704267	14.3240957761894	NA	NA	250	NA
22-A-1594157	Ames	1594157	B1	High	Non-Irrigated	2	21	52	B37	Inbred	NA	NA		NA	NA	78	184	NA	NA	NA	NA	NA	NA	NA	NA	4.1858	15.923	2.6635	32.325	300	76.865	NA	NA	NA	15.6	25.6216666666667	NA	NA	NA	NA	NA	NA	42.01403	93.732333	NA	25000	NA	NA	2022-05-22 00:00:00	25	3	7.5	NA	NA	81.3540875354514	27.1180291784838	18.142	110.54	250	NA
22-A-1594158	Ames	1594158	B1	High	Non-Irrigated	2	25	48	MO46	Inbred	NA	NA		NA	NA	71	176	NA	NA	NA	NA	NA	NA	NA	NA	4.22316666666667	10.4712	2.6892	17.98	214.6	64.234	NA	NA	NA	14.3333333333333	29.9319664492078	NA	NA	NA	NA	NA	NA	42.01414	93.732406	NA	26000	NA	NA	2022-05-22 00:00:00	26	3	7.5	NA	NA	67.9854089475338	31.6800600873876	11.0223333333333	89.1	250	NA
22-A-1594159	Ames	1594159	B1	High	Non-Irrigated	2	27	46	LH39	Inbred	NA	NA	collect;	NA	NA	45	119	NA	NA	NA	NA	NA	NA	NA	NA	3.53116666666667	13.4442	2.5594	16.6	182.6	26.816	NA	NA	NA	14	14.6856516976999	NA	NA	NA	NA	NA	NA	42.014216	93.732443	NA	31000	NA	NA	2022-05-22 00:00:00	31	3	7.5	NA	NA	28.3821142438127	15.5433265300179	13.7693333333333	55.5	250	NA
22-A-1594160	Ames	1594160	B1	High	Non-Irrigated	2	17	49	PHZ51	Inbred	NA	NA	set aside;Severe bend in ear. String used to measure ear length;	NA	NA	71	173	NA	NA	NA	NA	NA	NA	NA	NA	3.5334	10.846	2.574	15.875	157.25	29.025	NA	NA	NA	13.2	18.4578696343402	NA	NA	NA	NA	NA	NA	42.014113	93.732259	NA	17000	NA	NA	2022-05-22 00:00:00	17	3	7.5	NA	NA	30.7201247735182	19.5358504124122	11.8752	53.14	250	NA
22-A-1594161	Ames	1594161	B1	High	Non-Irrigated	2	29	49	B73	Inbred	NA	NA	Check	NA	NA	92	175	NA	NA	NA	NA	NA	NA	NA	NA	4.613	14.104	2.787	23.4	384	88.9	NA	NA	NA	17	23.1510416666667	NA	NA	NA	NA	NA	NA	42.014112	93.73248	NA	19000	NA	NA	2022-05-22 00:00:00	19	NA	7.5	NA	NA	94.0919583933082	24.503114164924	14.1695	125.95	250	NA
22-A-1594162	Ames	1594162	B1	High	Non-Irrigated	2	21	45	B73	Inbred	NA	NA	Check	NA	NA	92	163	NA	NA	NA	NA	NA	NA	NA	NA	4.39233333333333	13.828	2.7244	23.24	NA	NA	NA	NA	NA	15.6666666666667	NA	NA	NA	NA	NA	NA	NA	42.014223	93.732332	NA	26000	NA	NA	2022-05-22 00:00:00	26	NA	7.5	NA	NA	NA	NA	13.744	128.716666666667	250	NA
22-A-1594163	Ames	1594163	B1	High	Non-Irrigated	2	28	45	B73	Inbred	NA	NA	collect;Check	NA	NA	90	162	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.4338	2.521	16.56	254.6	55.88	NA	NA	NA	15.6666666666667	21.9481539670071	NA	NA	NA	NA	NA	NA	42.014244	93.732443	NA	23000	NA	NA	2022-05-22 00:00:00	23	NA	7.5	NA	NA	59.1435167043651	23.2299751391851	NA	NA	250	NA
22-A-1594164	Ames	1594164	B1	High	Non-Irrigated	2	26	47	B73	Inbred	NA	NA	collect;Check	NA	NA	86	157	NA	NA	NA	NA	NA	NA	NA	NA	4.26966666666667	12.1366	2.6818	18.1	263	60.22	NA	NA	NA	16.6666666666667	22.8973384030418	NA	NA	NA	NA	NA	NA	42.014167	93.732406	NA	20000	NA	NA	2022-05-22 00:00:00	20	NA	7.5	NA	NA	63.7369823897077	24.2345940645277	12.3218333333333	81.8833333333333	250	NA
22-A-1594165	Ames	1594165	B1	High	Non-Irrigated	2	22	48	B73	Inbred	NA	NA	collect;Check	NA	NA	75	165	NA	NA	NA	NA	NA	NA	NA	NA	4.5626	14.11975	2.795	23.975	393	89.125	NA	NA	NA	16.8	22.6781170483461	NA	NA	NA	NA	NA	NA	42.01414	93.732333	NA	25000	NA	NA	2022-05-22 00:00:00	25	NA	7.5	NA	NA	94.3300988954285	24.0025696934932	13.9134	117	250	NA
22-A-1594166	Ames	1594166	B1	High	Non-Irrigated	2	20	48	B73	Inbred	NA	NA	collect;Check	NA	NA	88	173	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.4598	2.4704	16.86	231.8	55.78	NA	NA	NA	15	24.0638481449525	NA	NA	NA	NA	NA	NA	42.014161	93.732296	NA	28000	NA	NA	2022-05-22 00:00:00	28	NA	7.5	NA	NA	59.0376764812006	25.4692305786025	NA	NA	250	NA
22-A-1594167	Ames	1594167	B1	High	Non-Irrigated	2	21	47	B73	Inbred	NA	NA	collect;Check	NA	NA	95	168	NA	NA	NA	NA	NA	NA	NA	NA	4.05816666666667	11.2056	2.5284	14.48	248.6	55.22	NA	NA	NA	16.6666666666667	22.212389380531	NA	NA	NA	NA	NA	NA	42.014168	93.732332	NA	24000	NA	NA	2022-05-22 00:00:00	24	NA	7.5	NA	NA	58.4449712314789	23.5096424905386	11.5166666666667	75.4333333333333	250	NA
22-A-1594168	Ames	1594168	B1	High	Non-Irrigated	2	24	47	B73	Inbred	NA	NA	collect;Check	NA	NA	94	174	NA	NA	NA	NA	NA	NA	NA	NA	4.265	13.1798	2.616	20.6	266.2	57.68	NA	NA	NA	16	21.6679188580015	NA	NA	NA	NA	NA	NA	42.014189	93.732369	NA	28000	NA	NA	2022-05-22 00:00:00	28	NA	7.5	NA	NA	61.0486407213275	22.9333736744281	13.2706666666667	89.6166666666667	250	NA
22-A-1594169	Ames	1594169	B1	High	Non-Irrigated	2	23	52	B73	Inbred	NA	NA	collect;Check	NA	NA	96	217	NA	NA	NA	NA	NA	NA	NA	NA	4.71616666666667	14.2792	2.759	25.32	461.6	113.66	NA	NA	NA	16.6666666666667	24.6230502599653	NA	NA	NA	NA	NA	NA	42.014052	93.732369	NA	23000	NA	NA	2022-05-22 00:00:00	23	NA	7.5	NA	NA	120.297997648857	26.0610913450731	14.5535	140.95	250	NA
22-A-1594170	Ames	1594170	B1	High	Non-Irrigated	2	18	50	B73	Inbred	NA	NA	collect;Check	NA	NA	105	183	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.94	2.7458	20.96	379	85.9	NA	NA	NA	15.6666666666667	22.664907651715	NA	NA	NA	NA	NA	NA	42.014086	93.732259	NA	27000	NA	NA	2022-05-22 00:00:00	27	NA	7.5	NA	NA	90.9167516983709	23.9885888386203	NA	NA	250	NA
22-A-1594171	Ames	1594171	B1	High	Non-Irrigated	2	25	46	B73	Inbred	NA	NA	collect;Check	NA	NA	91	172	NA	NA	NA	NA	NA	NA	NA	NA	4.0175	13.3366	2.6528	18.92	244.8	50.88	NA	NA	NA	15.6666666666667	20.7843137254902	NA	NA	NA	NA	NA	NA	42.014195	93.732405	NA	26000	NA	NA	2022-05-22 00:00:00	26	NA	7.5	NA	NA	53.8515055461363	21.9981640302844	13.0871666666667	76.9666666666667	250	NA
22-A-1594172	Ames	1594172	B1	High	Non-Irrigated	2	29	51	B73	Inbred	NA	NA	collect;Check	NA	NA	90	170	NA	NA	NA	NA	NA	NA	NA	NA	4.55683333333333	14.6004	2.8448	23.76	391.4	95.22	NA	NA	NA	16.6666666666667	24.3280531425651	NA	NA	NA	NA	NA	NA	42.014057	93.732479	NA	18000	NA	NA	2022-05-22 00:00:00	18	NA	7.5	NA	NA	100.781060497309	25.7488657376876	14.8261666666667	131.083333333333	250	NA
22-A-1594173	Ames	1594173	B1	High	Non-Irrigated	2	18	49	B73	Inbred	NA	NA	collect;Check	NA	NA	100	190	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.1078	2.7676	23.98	409.4	92.02	NA	NA	NA	16.6666666666667	22.4767953102101	NA	NA	NA	NA	NA	NA	42.014113	93.732259	NA	28000	NA	NA	2022-05-22 00:00:00	28	NA	7.5	NA	NA	97.3941733560429	23.7894903165713	NA	NA	250	NA
22-A-1594174	Ames	1594174	B1	High	Non-Irrigated	2	29	44	B73	Inbred	NA	NA	collect;Check	NA	NA	77	168	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.9784	2.8366	21.88	252.4	55.46	NA	NA	NA	16.3333333333333	21.973058637084	NA	NA	NA	NA	NA	NA	42.01425	93.732479	NA	23000	NA	NA	2022-05-22 00:00:00	23	NA	7.5	NA	NA	58.6989877670739	23.2563342975729	NA	NA	250	NA
22-A-1594175	Ames	1594175	B1	High	Non-Irrigated	2	23	57	33-16	Inbred	NA	NA	collect;	NA	NA	87	172	NA	NA	NA	NA	NA	NA	NA	NA	3.786	11.387	2.14466666666667	9.83333333333333	136	36.5466666666667	NA	NA	NA	16	26.8725490196078	NA	NA	NA	NA	NA	NA	42.013914	93.732369	NA	12000	NA	NA	2022-05-22 00:00:00	12	4	7.5	NA	NA	38.6810735592138	28.441965852363	11.972	59.675	250	NA
22-A-1594176	Ames	1594176	B1	High	Non-Irrigated	2	17	56	NC320	Inbred	NA	NA	collect;	NA	NA	96	189	NA	NA	NA	NA	NA	NA	NA	NA	4.22083333333333	12.02	2.434	12.14	346.8	84.12	NA	NA	NA	14	24.2560553633218	NA	NA	NA	NA	NA	NA	42.013921	93.732259	NA	26000	NA	NA	2022-05-22 00:00:00	26	4	7.5	NA	NA	89.0327957260414	25.6726631274629	12.6303333333333	100.533333333333	250	NA
22-A-1594177	Ames	1594177	B1	High	Non-Irrigated	2	23	55	SC357	Inbred	NA	NA		NA	NA	105	216	NA	NA	NA	NA	NA	NA	NA	NA	4.06066666666667	14.52	2.4056	18.76	334.8	81.898	NA	NA	NA	13.3333333333333	24.4617682198327	NA	NA	NA	NA	NA	NA	42.013969	93.732369	NA	24000	NA	NA	2022-05-22 00:00:00	24	4	7.5	NA	NA	86.6810259673245	25.8903900738723	14.8541666666667	106.566666666667	250	NA
22-A-1594178	Ames	1594178	B1	High	Non-Irrigated	2	22	56	TZI16	Inbred	NA	NA	set aside;	NA	NA	122	219	NA	NA	NA	NA	NA	NA	NA	NA	3.3975	12.839	1.973	8.9	45	8.5	NA	NA	NA	16	18.8888888888889	NA	NA	NA	NA	NA	NA	42.013921	93.732332	NA	23000	NA	NA	2022-05-22 00:00:00	23	4	7.5	NA	NA	8.99641896898897	19.9920421533088	12.8905	41.3	250	NA
22-A-1594179	Ames	1594179	B1	High	Non-Irrigated	2	25	56	LH208	Inbred	NA	NA	collect;	NA	NA	91	191	NA	NA	NA	NA	NA	NA	NA	NA	4.3125	18.6645	2.59575	26.6	463	143.175	NA	NA	NA	14	30.9233261339093	NA	NA	NA	NA	NA	NA	42.01392	93.732406	NA	29000	NA	NA	2022-05-22 00:00:00	29	4	7.5	NA	NA	151.536739515882	32.7293173900393	18.9363333333333	182.766666666667	250	NA
22-A-1594180	Ames	1594180	B1	High	Non-Irrigated	2	17	55	MO24W	Inbred	NA	NA	set aside;Severe bend in ear. String used to measure ear length;	NA	NA	85	182	NA	NA	NA	NA	NA	NA	NA	NA	4.40525	13.4143333333333	2.979	30.7333333333333	244.333333333333	43.2	NA	NA	NA	15.5	17.6807639836289	NA	NA	NA	NA	NA	NA	42.013948	93.732258	NA	29000	NA	NA	2022-05-22 00:00:00	29	4	7.5	NA	NA	45.7229764070969	18.7133600574748	15.13825	82.025	250	NA
22-A-1594181	Ames	1594181	B1	High	Non-Irrigated	2	21	57	OH7B	Inbred	NA	NA	collect;	NA	NA	98	183	NA	NA	NA	NA	NA	NA	NA	NA	3.2005	11.731	1.648	7.8	162	26.3	NA	NA	NA	15	16.2345679012346	NA	NA	NA	NA	NA	NA	42.013893	93.732333	NA	26000	NA	NA	2022-05-22 00:00:00	26	4	7.5	NA	NA	27.8359786922835	17.1827028964713	13.7205	54.15	250	NA
22-A-1594182	Ames	1594182	B1	High	Non-Irrigated	2	28	55	R168	Inbred	NA	NA		NA	NA	64	168	NA	NA	NA	NA	NA	NA	NA	NA	4.38833333333333	16.6966	2.7014	23.92	506.8	110.68	NA	NA	NA	16.6666666666667	21.8389897395422	NA	NA	NA	NA	NA	NA	42.013969	93.732442	NA	23000	NA	NA	2022-05-22 00:00:00	23	4	7.5	NA	NA	117.143958998553	23.1144354772204	17.1871666666667	149.283333333333	250	NA
22-A-1594183	Ames	1594183	B1	High	Non-Irrigated	2	21	56	CI3A	Inbred	NA	NA	collect;	NA	NA	84	188	NA	NA	NA	NA	NA	NA	NA	NA	3.952	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	42.013921	93.732332	NA	28000	NA	NA	2022-05-22 00:00:00	28	4	7.5	NA	NA	NA	NA	9.158	30.1	250	NA
22-A-1594184	Ames	1594184	B1	High	Non-Irrigated	2	21	58	B73HTRHM	Inbred	NA	NA		NA	NA	67	183	NA	NA	NA	NA	NA	NA	NA	NA	4.56166666666667	17.3694	2.6248	25.32	611.4	154.36	NA	NA	NA	15.6666666666667	25.2469741576709	NA	NA	NA	NA	NA	NA	42.013866	93.732333	NA	27000	NA	NA	2022-05-22 00:00:00	27	4	7.5	NA	NA	163.37496847684	26.7214537907818	18.2518333333333	185.733333333333	250	NA
22-A-1594185	Ames	1594185	B1	High	Non-Irrigated	2	22	55	CML108	Inbred	NA	NA	collect;	NA	NA	67	163	NA	NA	NA	NA	NA	NA	NA	NA	4.045	12.888	2.599	16.8	159	31.2	NA	NA	NA	16	19.622641509434	NA	NA	NA	NA	NA	NA	42.013948	93.732332	NA	24000	NA	NA	2022-05-22 00:00:00	24	4	7.5	NA	NA	33.0221496273477	20.7686475643697	13.001	48.5	250	NA
22-A-1594186	Ames	1594186	B1	High	Non-Irrigated	2	17	57	NC356	Inbred	NA	NA		NA	NA	77	147	NA	NA	NA	NA	NA	NA	NA	NA	3.59366666666667	9.839	2.4696	10.1	161	40	NA	NA	NA	11.6666666666667	24.8447204968944	NA	NA	NA	NA	NA	NA	42.013893	93.732259	NA	24000	NA	NA	2022-05-22 00:00:00	24	4	7.5	NA	NA	42.3360892658304	26.2957076185282	10.3056666666667	55.0666666666667	250	NA
22-A-1594187	Ames	1594187	B1	High	Non-Irrigated	2	19	58	MO44	Inbred	NA	NA	collect;	NA	NA	93	189	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.46275	2.22325	19.575	273.2	56.46	NA	NA	NA	15.3333333333333	20.6661786237189	NA	NA	NA	NA	NA	NA	42.013887	93.732296	NA	24000	NA	NA	2022-05-22 00:00:00	24	4	7.5	NA	NA	59.7573899987197	21.873129574934	NA	NA	250	NA
22-A-1594188	Ames	1594188	B1	High	Non-Irrigated	2	25	57	K4	Inbred	NA	NA		NA	NA	107	188	NA	NA	NA	NA	NA	NA	NA	NA	3.38233333333333	15.5116	2.1888	17.14	187.4	37.82	NA	NA	NA	12.6666666666667	20.1814300960512	NA	NA	NA	NA	NA	NA	42.013893	93.732406	NA	22000	NA	NA	2022-05-22 00:00:00	22	4	7.5	NA	NA	40.0287724008427	21.3600706514635	16.2838333333333	62.5833333333333	250	NA
22-A-1594189	Ames	1594189	B1	High	Non-Irrigated	2	29	57	TZI25	Inbred	NA	NA		NA	NA	90	159	NA	NA	NA	NA	NA	NA	NA	NA	4.042	9.224	2.753	10.7	165	32.2	NA	NA	NA	14	19.5151515151515	NA	NA	NA	NA	NA	NA	42.013893	93.73248	NA	27000	NA	NA	2022-05-22 00:00:00	27	4	7.5	NA	NA	34.0805518589935	20.6548799145415	12.85	74.35	250	NA
22-A-1594190	Ames	1594190	B1	High	Non-Irrigated	2	18	55	T8	Inbred	NA	NA		NA	NA	115	207	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.288	2.5528	22.88	480.8	133.32	NA	NA	NA	13.3333333333333	27.7287853577371	NA	NA	NA	NA	NA	NA	42.013948	93.732258	NA	26000	NA	NA	2022-05-22 00:00:00	26	4	7.5	NA	NA	141.106185523013	29.3482083034553	NA	NA	250	NA
22-A-1594191	Ames	1594191	B1	High	Non-Irrigated	2	26	57	MO45	Inbred	NA	NA	collect;	NA	NA	81	162	NA	NA	NA	NA	NA	NA	NA	NA	3.805	14.2286	2.6894	18.06	227	41.22	NA	NA	NA	15.6666666666667	18.15859030837	NA	NA	NA	NA	NA	NA	42.013893	93.732406	NA	27000	NA	NA	2022-05-22 00:00:00	27	4	7.5	NA	NA	43.6273399884383	19.2190925059199	14.9673333333333	66.4833333333333	250	NA
22-A-1594192	Ames	1594192	B1	High	Non-Irrigated	2	19	55	MS71	Inbred	NA	NA	collect;	NA	NA	63	158	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.556	2.386	17.06	360.6	79.84	NA	NA	NA	14.6666666666667	22.140876317249	NA	NA	NA	NA	NA	NA	42.013969	93.732296	NA	32000	NA	NA	2022-05-22 00:00:00	32	4	7.5	NA	NA	84.5028341745976	23.4339529047692	NA	NA	250	NA
22-A-1594193	Ames	1594193	B1	High	Non-Irrigated	2	23	58	PA91	Inbred	NA	NA	collect;	NA	NA	97	195	NA	NA	NA	NA	NA	NA	NA	NA	4.2855	15.7572	2.4636	18.54	319.2	91.67	NA	NA	NA	14.3333333333333	28.718671679198	NA	NA	NA	NA	NA	NA	42.013886	93.732369	NA	16000	NA	NA	2022-05-22 00:00:00	16	4	7.5	NA	NA	97.0237325749669	30.3959061951651	15.7706666666667	114.433333333333	250	NA
22-A-1594194	Ames	1594194	B1	High	Non-Irrigated	2	21	55	4676A	Inbred	NA	NA	collect;sweetcorn;	NA	NA	91	190	NA	NA	NA	NA	NA	NA	NA	NA	4.48583333333333	14.8734	2.5962	19.32	364.4	103.76	NA	NA	NA	15	28.4742041712404	NA	NA	NA	NA	NA	NA	42.013948	93.732332	NA	26000	NA	NA	2022-05-22 00:00:00	26	4	7.5	NA	NA	109.819815555564	30.1371612391779	16.2016666666667	140.483333333333	250	NA
22-A-1594195	Ames	1594195	B1	High	Non-Irrigated	2	19	57	CML103	Inbred	NA	NA	collect;	NA	NA	86	129	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.5488	2.3862	8.62	107.6	20.5	NA	NA	NA	11.6666666666667	19.0520446096654	NA	NA	NA	NA	NA	NA	42.013914	93.732296	NA	22000	NA	NA	2022-05-22 00:00:00	22	4	7.5	NA	NA	21.6972457487381	20.1647265322845	NA	NA	250	NA
22-A-1594196	Ames	1594196	B1	High	Non-Irrigated	2	26	56	CML281	Inbred	NA	NA		NA	NA	125	203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.01392	93.732406	NA	5000	NA	NA	2022-05-22 00:00:00	5	4	7.5	NA	NA	NA	NA	NA	NA	250	NA
22-A-1594197	Ames	1594197	B1	High	Non-Irrigated	2	28	57	CML333	Inbred	NA	NA	set aside;	NA	NA	113	184	NA	NA	NA	NA	NA	NA	NA	NA	3.44975	10.4343333333333	2.59633333333333	15.4666666666667	131	26.5	NA	NA	NA	11	20.2290076335878	NA	NA	NA	NA	NA	NA	42.013914	93.732443	NA	25000	NA	NA	2022-05-22 00:00:00	25	4	7.5	NA	NA	28.0476591386127	21.4104268233685	11.309	47.8	250	NA
22-A-1594198	Ames	1594198	B1	High	Non-Irrigated	2	25	55	D940Y	Inbred	NA	NA	set aside;	NA	NA	103	192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.013948	93.732406	NA	4000	NA	NA	2022-05-22 00:00:00	4	4	7.5	NA	NA	NA	NA	NA	NA	250	NA
22-A-1594199	Ames	1594199	B1	High	Non-Irrigated	2	22	57	M37W	Inbred	NA	NA	set aside;	NA	NA	69	168	NA	NA	NA	NA	NA	NA	NA	NA	3.777	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	42.013893	93.732333	NA	22000	NA	NA	2022-05-22 00:00:00	22	4	7.5	NA	NA	NA	NA	13.534	49.3	250	NA
22-A-1594200	Ames	1594200	B1	High	Non-Irrigated	2	20	55	NC294	Inbred	NA	NA	collect;	NA	NA	91	198	NA	NA	NA	NA	NA	NA	NA	NA	4.25466666666667	14.6066	2.4436	19.44	462.8	109.6	NA	NA	NA	16	23.6819360414866	NA	NA	NA	NA	NA	NA	42.013969	93.732296	NA	27000	NA	NA	2022-05-22 00:00:00	27	4	7.5	NA	NA	116.000884588375	25.0650139560016	14.7526666666667	129.8	250	NA
22-A-1594201	Ames	1594201	B1	High	Non-Irrigated	2	24	56	SC55	Inbred	NA	NA	set aside;	NA	NA	127	198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.013942	93.732369	NA	9000	NA	NA	2022-05-22 00:00:00	9	4	7.5	NA	NA	NA	NA	NA	NA	250	NA
22-A-1594202	Ames	1594202	B1	High	Non-Irrigated	2	20	57	OS420	Inbred	NA	NA	collect;	NA	NA	88	199	NA	NA	NA	NA	NA	NA	NA	NA	4.49333333333333	18.6734	2.6136	26.72	568.2	131.18	NA	NA	NA	17	23.086941217881	NA	NA	NA	NA	NA	NA	42.013914	93.732296	NA	31000	NA	NA	2022-05-22 00:00:00	31	4	7.5	NA	NA	138.841204747291	24.4352701068798	18.618	171.383333333333	250	NA
22-A-1594203	Ames	1594203	B1	High	Non-Irrigated	2	17	58	LH213	Inbred	NA	NA	collect;Severe bend in ear. String used to measure ear length;	NA	NA	63	146	NA	NA	NA	NA	NA	NA	NA	NA	4.25016666666667	15.0714	2.6756	17.74	378.8	83.8	NA	NA	NA	15	22.1224920802534	NA	NA	NA	NA	NA	NA	42.013866	93.732259	NA	26000	NA	NA	2022-05-22 00:00:00	26	4	7.5	NA	NA	88.6941070119148	23.4144949873059	16.1366666666667	112.133333333333	250	NA
22-A-1594204	Ames	1594204	B1	High	Non-Irrigated	2	27	57	NC250	Inbred	NA	NA	set aside;	NA	NA	74	185	NA	NA	NA	NA	NA	NA	NA	NA	3.9728	12.693	2.57925	18.125	254.75	77.325	NA	NA	NA	14.4	30.3532875368008	NA	NA	NA	NA	NA	NA	42.013914	93.732443	NA	27000	NA	NA	2022-05-22 00:00:00	27	4	7.5	NA	NA	81.8409525620085	32.1259872667354	13.7372	105.56	250	NA
22-A-1594205	Ames	1594205	B1	High	Non-Irrigated	2	18	58	CML254	Inbred	NA	NA		NA	NA	127	203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.013866	93.732259	NA	13000	NA	NA	2022-05-22 00:00:00	13	4	7.5	NA	NA	NA	NA	NA	NA	250	NA
22-A-1594206	Ames	1594206	B1	High	Non-Irrigated	2	27	56	CML277	Inbred	NA	NA	set aside;	NA	NA	109	192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.013942	93.732443	NA	18000	NA	NA	2022-05-22 00:00:00	18	4	7.5	NA	NA	NA	NA	NA	NA	250	NA
22-A-1594207	Ames	1594207	B1	High	Non-Irrigated	2	29	56	LH150	Inbred	NA	NA	set aside;	NA	NA	72	183	NA	NA	NA	NA	NA	NA	NA	NA	4.435	NA	NA	NA	NA	NA	NA	NA	NA	19	NA	NA	NA	NA	NA	NA	NA	42.01392	93.73248	NA	23000	NA	NA	2022-05-22 00:00:00	23	4	7.5	NA	NA	NA	NA	13.1815	91.35	250	NA
22-A-1594208	Ames	1594208	B1	High	Non-Irrigated	2	24	55	5707	Inbred	NA	NA		NA	NA	107	183	NA	NA	NA	NA	NA	NA	NA	NA	3.896	17.7512	2.4976	28.58	423.2	103.82	NA	NA	NA	12.6666666666667	24.5321361058601	NA	NA	NA	NA	NA	NA	42.013969	93.732369	NA	25000	NA	NA	2022-05-22 00:00:00	25	4	7.5	NA	NA	109.883319689463	25.9648676014799	17.8478333333333	130.383333333333	250	NA
22-A-1594209	Ames	1594209	B1	High	Non-Irrigated	2	28	56	NC300	Inbred	NA	NA	set aside;	NA	NA	75	162	NA	NA	NA	NA	NA	NA	NA	NA	3.5104	15.92625	2.421	12.125	122.75	35	NA	NA	NA	10.8	28.5132382892057	NA	NA	NA	NA	NA	NA	42.013942	93.732443	NA	28000	NA	NA	2022-05-22 00:00:00	28	4	7.5	NA	NA	37.0440781076016	30.1784750367427	15.9068	53.16	250	NA
22-A-1594210	Ames	1594210	B1	High	Non-Irrigated	2	26	55	KI14	Inbred	NA	NA		NA	NA	135	217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.013948	93.732406	NA	24000	NA	NA	2022-05-22 00:00:00	24	4	7.5	NA	NA	NA	NA	NA	NA	250	NA
22-A-1594211	Ames	1594211	B1	High	Non-Irrigated	2	19	56	CML69	Inbred	NA	NA		NA	NA	NA	158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.013941	93.732295	NA	25000	NA	NA	2022-05-22 00:00:00	25	4	7.5	NA	NA	NA	NA	NA	NA	250	NA
22-A-1594212	Ames	1594212	B1	High	Non-Irrigated	2	27	55	NC258	Inbred	NA	NA	collect;	NA	NA	89	179	NA	NA	NA	NA	NA	NA	NA	NA	3.89716666666667	11.8252	2.742	16.8	195	42.8	NA	NA	NA	15.3333333333333	21.9487179487179	NA	NA	NA	NA	NA	NA	42.013969	93.732442	NA	27000	NA	NA	2022-05-22 00:00:00	27	4	7.5	NA	NA	45.2996155144386	23.2305720586864	12.281	64.1833333333333	250	NA
