qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT650$ROW10$RANGE8$WF9 X H95,North Platte2,North Platte2,4.3,Low,75,,17.5,65,2,10,8,650,WF9 X H95,2022-05-17,2022-07-28,2022-07-24,72,68,-4,1464.21,1377.81,-86.4,120,280,32500,6.04,53.68,15.5,58.5,12.9,12.1,3.5,2.2,27.8,19,444,19.4,85.1,15.3,3.42,68.04,13.34,3.99,1.16,0.9,yellow,1.54,10/27/2022 15:7:31,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT651$ROW11$RANGE8$PHP02 X PHN46,North Platte2,North Platte2,4.3,Low,75,,17.5,57,2,11,8,651,PHP02 X PHN46,2022-05-17,2022-07-21,2022-07-18,65,62,-3,1301.61,1235.16,-66.45,130,260,28500,16.21,146.95,13.9,59.5,16.6,14.6,3.8,2.8,29.2,16,454,26.2,126,19.3,3.56,68.94,10.36,3.25,1.1,1.02,yellow,0,10/27/2022 15:46:1,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT652$ROW12$RANGE8$PIONEER P0589 AMXT,North Platte2,North Platte2,4.3,Low,75,,17.5,57,2,12,8,652,PIONEER P0589 AMXT,2022-05-17,2022-07-22,2022-07-19,66,63,-3,1324.76,1260.11,-64.65,120,270,28500,20.49,188.09,12.8,60.2,16.8,14.8,4.5,2.9,33.2,15,457,32.5,148.9,22.2,2.69,69.4,10.13,3.02,0.96,0.97,yellow,0,10/27/2022 16:19:46,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT653$ROW13$RANGE8$2369 X PHP02,North Platte2,North Platte2,4.3,Low,75,,17.5,64,2,13,8,653,2369 X PHP02,2022-05-17,2022-07-27,2022-07-23,71,67,-4,1443.31,1348.66,-94.65,140,300,32000,15.05,136.75,13.6,59.4,16.9,15.8,4,2.5,34,13.5,403,26.9,109.5,18.7,2.58,68.09,12.13,4.02,1.36,0.74,yellow,0,10/28/2022 15:16:24,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT654$ROW14$RANGE8$PHK76 X 3IIH6,North Platte2,North Platte2,4.3,Low,75,,17.5,65,2,14,8,654,PHK76 X 3IIH6,2022-05-17,2022-07-20,2022-07-19,64,63,-1,1282.71,1260.11,-22.6,100,260,32500,16.37,152.45,11.5,60.6,14.4,12.5,4.2,3,25.2,17,324,25.5,81.6,15,2.97,67.91,10.75,4.54,0.91,1.13,yellow,0,10/28/2022 15:40:34,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT655$ROW15$RANGE8$SYNGENTA NK0760-3111,North Platte2,North Platte2,4.3,Low,75,,17.5,64,2,15,8,655,SYNGENTA NK0760-3111,2022-05-17,2022-07-25,2022-07-23,69,67,-2,1400.36,1348.66,-51.7,120,280,32000,16.76,154,12.7,59.8,15.5,13.5,3.9,2.5,29.5,15,406,24.5,106.2,16.1,2.55,67.97,10.39,3.78,1.34,1.08,yellow,1.56,10/28/2022 16:14:52,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT656$ROW16$RANGE8$PHP02 X PHK76,North Platte2,North Platte2,4.3,Low,75,,17.5,62,2,16,8,656,PHP02 X PHK76,2022-05-17,2022-07-18,2022-07-16,62,60,-2,1235.16,1185.51,-49.65,120,270,31000,15.82,144.12,13.4,59.4,17.2,15.4,4.1,3,31.5,14,385,29.8,113.8,19.2,3.38,70.46,10.82,4.15,0.88,0.83,yellow,0,10/28/2022 16:37:18,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT665$ROW9$RANGE9$LH82 X PHJ89,North Platte2,North Platte2,4.3,Low,75,,17.5,61,2,9,9,665,LH82 X PHJ89,2022-05-17,2022-07-18,2022-07-17,62,61,-1,1235.16,1211.51,-23.65,100,250,30500,9.07,83.23,12.8,60.2,17.5,15.2,3.9,2.8,35.2,17.8,574,20.9,122.7,16.9,4.53,71.2,10.43,4.56,0.2,0.99,yellow,14.75,10/27/2022 14:29:18,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT666$ROW10$RANGE9$PHB47 X LH185,North Platte2,North Platte2,4.3,Low,75,,17.5,62,2,10,9,666,PHB47 X LH185,2022-05-17,2022-07-22,2022-07-18,66,62,-4,1324.76,1235.16,-89.6,90,270,31000,13.3,119.28,14.8,58.9,18.5,16.1,4.6,2.9,37.5,14.5,480,33.5,162.4,23.4,4.13,66.36,11.54,3.64,1.42,1.05,yellow,0,10/27/2022 15:8:4,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT667$ROW11$RANGE9$LH145 X LH162,North Platte2,North Platte2,4.3,Low,75,,17.5,61,2,11,9,667,LH145 X LH162,2022-05-17,2022-07-18,2022-07-16,62,60,-2,1235.16,1185.51,-49.65,80,260,30500,11.88,108.95,12.9,60.2,18.1,15.1,3.9,2.5,35.2,13.5,432,22.3,93.3,17,4.46,69.9,11.67,3.77,0.74,0.93,yellow,3.28,10/27/2022 15:46:34,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT668$ROW12$RANGE9$4N506 X 3IIH6,North Platte2,North Platte2,4.3,Low,75,,17.5,63,2,12,9,668,4N506 X 3IIH6,2022-05-17,2022-07-21,2022-07-18,65,62,-3,1301.61,1235.16,-66.45,150,300,31500,17.68,162.16,12.8,60.2,16.6,14.1,4,2.6,29.5,15.5,401,26.8,108.6,17,4.12,67.31,9.6,4.33,0.76,1.13,yellow,4.76,10/27/2022 16:20:23,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT669$ROW13$RANGE9$LH123HT X PHB47,North Platte2,North Platte2,4.3,Low,75,,17.5,65,2,13,9,669,LH123HT X PHB47,2022-05-17,2022-07-21,2022-07-19,65,63,-2,1301.61,1260.11,-41.5,110,250,32500,13.86,127.98,12.2,60.4,14.8,12.2,4,2.6,29,16.5,409,21.7,87.2,15.1,4.57,68.73,11.58,4.61,0.48,0.94,yellow,15.38,10/28/2022 15:16:57,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT670$ROW14$RANGE9$PHB47 X 3IIH6,North Platte2,North Platte2,4.3,Low,75,,17.5,66,2,14,9,670,PHB47 X 3IIH6,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,130,280,33000,13.91,129.85,11.3,60.9,17.1,16,3.5,2.5,32,15.2,441,23.4,104.4,17.7,4.38,70.17,10.13,4.78,0.36,0.93,yellow,9.09,10/28/2022 15:40:57,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT671$ROW15$RANGE9$PHW52 X PHZ51,North Platte2,North Platte2,4.3,Low,75,,17.5,62,2,15,9,671,PHW52 X PHZ51,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,120,280,31000,17.33,159.59,12.5,60.1,16.8,14.9,4,2.8,32.5,14,401,30.3,120.7,16.6,4.53,71.83,9.91,3.85,0.48,0.92,yellow,4.84,10/28/2022 16:15:18,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT672$ROW16$RANGE9$B37 X MO17,North Platte2,North Platte2,4.3,Low,75,,17.5,67,2,16,9,672,B37 X MO17,2022-05-17,2022-07-28,2022-07-22,72,66,-6,1464.21,1324.76,-139.45,150,280,33500,6.83,60.36,16,57.8,18.5,16.6,3.9,2.6,29.2,12,291,34.5,105.9,24,4.14,67.44,12.54,3.66,1.79,0.96,yellow,4.48,10/28/2022 16:37:42,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT681$ROW9$RANGE10$LH195 X PHM49,North Platte2,North Platte2,4.3,Low,75,,17.5,64,2,9,10,681,LH195 X PHM49,2022-05-17,2022-07-27,2022-07-25,71,69,-2,1443.31,1400.36,-42.95,140,280,32000,17.83,155.62,17,57.6,16.1,15,4.5,3,34,16,516,29.6,159.6,23,5.6,71.61,9.91,3.71,0.99,0.93,yellow,0,10/27/2022 14:30:5,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT682$ROW10$RANGE10$LH123HT X 3IIH6,North Platte2,North Platte2,4.3,Low,75,,17.5,65,2,10,10,682,LH123HT X 3IIH6,2022-05-17,2022-07-27,2022-07-22,71,66,-5,1443.31,1324.76,-118.55,150,310,32500,15.97,146.41,12.8,60.1,17.9,16.9,4.1,3,35.5,16.5,551,24.7,144,22.9,4.77,67.9,9.95,3.24,1.34,1.04,yellow,0,10/27/2022 15:8:39,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT683$ROW11$RANGE10$PHK56 X PHJ89,North Platte2,North Platte2,4.3,Low,75,,17.5,67,2,11,10,683,PHK56 X PHJ89,2022-05-17,2022-07-26,2022-07-21,70,65,-5,1419.11,1301.61,-117.5,130,280,33500,16.19,144.92,14.9,58.9,15.1,14.1,4,3,29.8,16.5,390,29.1,115.4,19.9,5.13,69.34,10.86,4.56,0.56,1.03,yellow,0,10/27/2022 15:47:13,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT684$ROW12$RANGE10$PHK76 X LH198,North Platte2,North Platte2,4.3,Low,75,,17.5,66,2,12,10,684,PHK76 X LH198,2022-05-17,2022-07-21,2022-07-18,65,62,-3,1301.61,1235.16,-66.45,110,280,33000,21.41,196.12,12.9,60.3,15.1,13.9,4,2.9,30,13.5,376,31.3,121,19.6,5.37,70.8,9.89,3.99,0.94,0.94,yellow,0,10/27/2022 16:21:4,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT685$ROW13$RANGE10$LH82 X PHB47,North Platte2,North Platte2,4.3,Low,75,,17.5,66,2,13,10,685,LH82 X PHB47,2022-05-17,2022-07-27,2022-07-24,71,68,-3,1443.31,1377.81,-65.5,120,280,33000,20.76,191.5,12.3,60.4,16.4,14.5,4,2.2,34.8,14.5,495,26.4,139.2,17.3,5.23,70.55,9.44,3.36,1.9,1.35,yellow,0,10/28/2022 15:17:32,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT686$ROW14$RANGE10$LH74 X PHN82,North Platte2,North Platte2,4.3,Low,75,,17.5,61,2,14,10,686,LH74 X PHN82,2022-05-17,2022-07-22,2022-07-19,66,63,-3,1324.76,1260.11,-64.65,100,270,30500,17.46,163.2,11.1,61,17.6,14.8,3.4,2.4,32.2,15,486,19.7,100.5,15.2,5.36,68.02,11.62,4.49,1.31,1.11,yellow,0,10/28/2022 15:41:23,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT687$ROW15$RANGE10$LH82 X W606S,North Platte2,North Platte2,4.3,Low,75,,17.5,67,2,15,10,687,LH82 X W606S,2022-05-17,2022-07-23,2022-07-20,67,64,-3,1348.66,1282.71,-65.95,100,260,33500,17.58,162.08,12.4,60.2,17.6,14.6,4,3.2,30.5,18,490,21,107.5,18.2,5.26,70.08,11.05,4.84,0.34,1.07,orange,0,10/28/2022 16:15:43,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT688$ROW16$RANGE10$SYNGENTA NK0760-3111,North Platte2,North Platte2,4.3,Low,75,,17.5,67,2,16,10,688,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-24,70,68,-2,1419.11,1377.81,-41.3,120,270,33500,15.62,143.41,12.7,59.8,16.2,13,3.6,2.1,32,15,435,21.4,97.3,15.3,5.33,67.38,11.34,3.57,1.37,1.27,yellow,1.49,10/28/2022 16:38:5,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT697$ROW9$RANGE11$SYNGENTA NK0760-3111,North Platte2,North Platte2,4.3,Low,75,,17.5,66,2,9,11,697,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-24,70,68,-2,1419.11,1377.81,-41.3,130,260,33000,20.59,187.3,13.5,59.6,18.1,17.1,4.5,2.6,39.8,15,557,27.2,154.3,22.9,3.81,71.01,8.91,3.86,2,1.33,yellow,0,10/27/2022 14:30:42,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT698$ROW10$RANGE11$SYNGENTA NK0760-3111,North Platte2,North Platte2,4.3,Low,75,,17.5,64,2,10,11,698,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-24,70,68,-2,1419.11,1377.81,-41.3,120,280,32000,21.43,195.98,13.1,60,17.4,15.8,3.9,2.8,33.8,13.5,408,29.6,117.6,20.8,4.39,71.39,10.37,3.7,1.98,1.35,yellow,0,10/27/2022 15:9:19,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT699$ROW11$RANGE11$SYNGENTA NK0760-3111,North Platte2,North Platte2,4.3,Low,75,,17.5,64,2,11,11,699,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-24,70,68,-2,1419.11,1377.81,-41.3,130,270,32000,22.75,205.97,13.9,59.5,17.5,15.8,4,2.5,37.2,14.5,520,24.6,135.6,18.2,4.46,67.24,10.6,3.71,1.42,1.27,yellow,0,10/27/2022 15:47:50,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT700$ROW12$RANGE11$SYNGENTA NK0760-3111,North Platte2,North Platte2,4.3,Low,75,,17.5,62,2,12,11,700,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-24,70,68,-2,1419.11,1377.81,-41.3,120,280,31000,24.24,221.4,13.2,60,17.9,16.5,4.9,2.8,37,15.5,558,28.5,159.3,20.2,4.08,71.13,10.13,3.8,1.98,1.42,yellow,0,10/27/2022 16:21:48,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT701$ROW13$RANGE11$SYNGENTA NK0760-3111,North Platte2,North Platte2,4.3,Low,75,,17.5,60,2,13,11,701,SYNGENTA NK0760-3111,2022-05-17,2022-07-27,2022-07-22,71,66,-5,1443.31,1324.76,-118.55,130,270,30000,25.92,235.69,13.6,59.3,17.6,15.1,4.5,2.5,34.5,17,599,30.9,191.6,24.3,4.04,68.1,10.39,4.34,1.48,1.27,yellow,0,10/28/2022 15:17:58,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT702$ROW14$RANGE11$SYNGENTA NK0760-3111,North Platte2,North Platte2,4.3,Low,75,,17.5,64,2,14,11,702,SYNGENTA NK0760-3111,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,110,260,32000,21.2,195.43,12.4,60.1,17.1,14.5,4.5,2.8,30,15,459,28.5,127.3,19.3,4.58,70.7,9.98,4.28,0.76,0.87,yellow,0,10/28/2022 15:41:50,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT703$ROW15$RANGE11$SYNGENTA NK0760-3111,North Platte2,North Platte2,4.3,Low,75,,17.5,66,2,15,11,703,SYNGENTA NK0760-3111,2022-05-17,2022-07-23,2022-07-19,67,63,-4,1348.66,1260.11,-88.55,110,280,33000,22.25,204.99,12.4,60.1,17,14.8,4,2.5,35.2,15,515,24.3,133.9,17,4.54,69.13,9.66,3.44,1.91,1.3,yellow,0,10/28/2022 16:16:12,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT704$ROW16$RANGE11$SYNGENTA NK0760-3111,North Platte2,North Platte2,4.3,Low,75,,17.5,67,2,16,11,704,SYNGENTA NK0760-3111,2022-05-17,2022-07-25,2022-07-19,69,63,-6,1400.36,1260.11,-140.25,120,280,33500,20.16,186.13,12.3,60.1,17.5,15.6,4,2.4,33,15.5,503,25.9,135.8,17.5,4.37,71.32,9.94,3.32,1.59,1.23,yellow,0,10/28/2022 16:38:31,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT705$ROW1$RANGE13$PHK76 X LH145,North Platte2,North Platte2,4.3,Medium,150,,17.5,65,3,1,13,705,PHK76 X LH145,2022-05-17,2022-07-21,2022-07-18,65,62,-3,1301.61,1235.16,-66.45,120,260,32500,16.53,151.01,13.2,60,15.5,13.5,3.8,2.2,31,14.5,374,28.7,109,18.9,4.67,69.5,11.06,4.57,0.99,0.95,orange,0,10/26/2022 15:19:57,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT706$ROW2$RANGE13$LH198 X PHZ51,North Platte2,North Platte2,4.3,Medium,150,,17.5,67,3,2,13,706,LH198 X PHZ51,2022-05-17,2022-07-27,2022-07-23,71,67,-4,1443.31,1348.66,-94.65,130,300,33500,13.35,120.22,14.4,59.4,15.2,14.8,3.5,2.5,33,14,394,28.4,113.5,20.1,4.61,70.26,10.4,3.97,0.79,1,yellow,2.99,10/26/2022 16:34:13,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT707$ROW3$RANGE13$B73 X PHN82,North Platte2,North Platte2,4.3,Medium,150,,17.5,65,3,3,13,707,B73 X PHN82,2022-05-17,2022-07-27,2022-07-25,71,69,-2,1443.31,1400.36,-42.95,130,300,32500,21.78,193.94,15.4,58.6,15.8,14.4,4.1,2.4,34,16.5,528,28.2,150.7,22.9,5.04,71.95,8.57,4.31,0.31,0.86,yellow,0,10/26/2022 17:14:24,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT708$ROW4$RANGE13$B37 X H95,North Platte2,North Platte2,4.3,Medium,150,,17.5,67,3,4,13,708,B37 X H95,2022-05-17,2022-07-28,2022-07-25,72,69,-3,1464.21,1400.36,-63.85,140,300,33500,9.87,87.51,15.7,58.3,12.6,11.8,3.8,2.4,28.5,18.5,426,18.8,79.2,13.2,4.86,67.74,12.16,4.36,0.95,0.9,yellow,0,10/26/2022 17:39:21,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT709$ROW5$RANGE13$SYNGENTA NK0760-3111,North Platte2,North Platte2,4.3,Medium,150,,17.5,65,3,5,13,709,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-24,70,68,-2,1419.11,1377.81,-41.3,120,270,32500,19.45,176.39,13.8,59.7,18.2,16.6,4.5,3,40,15,502,28.9,153.3,20.2,4.46,69.68,9.57,4.08,2.02,1.43,yellow,1.54,10/27/2022 11:47:43,Solar Panel
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT710$ROW6$RANGE13$2FACC X 3IIH6,North Platte2,North Platte2,4.3,Medium,150,,17.5,62,3,6,13,710,2FACC X 3IIH6,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,110,260,31000,22.53,205.09,13.5,59.8,15.5,13.8,4.2,2.5,30.8,18,497,28.6,140.5,19.6,4.51,68.59,8.76,3.67,1.41,1.18,yellow,0,10/27/2022 12:22:17,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT711$ROW7$RANGE13$N209 X 3IIH6,North Platte2,North Platte2,4.3,Medium,150,,17.5,66,3,7,13,711,N209 X 3IIH6,2022-05-17,2022-07-27,2022-07-23,71,67,-4,1443.31,1348.66,-94.65,130,290,33000,19.99,183.13,12.9,60,17.4,16.5,4.2,3,34,18.5,582,24.6,149.1,19.2,4.53,67.13,9.8,4.7,1.22,1.17,yellow,0,10/27/2022 12:59:36,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT712$ROW8$RANGE13$PHW52 X PHN82,North Platte2,North Platte2,4.3,Medium,150,,17.5,64,3,8,13,712,PHW52 X PHN82,2022-05-17,2022-07-27,2022-07-22,71,66,-5,1443.31,1324.76,-118.55,110,270,32000,24.91,217.2,17.1,57.4,16.9,14.8,4.2,2.5,32.5,16,485,33.3,164.9,21.1,4.77,71.35,8.99,4.8,0,0.93,yellow,0,10/27/2022 13:49:29,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT721$ROW1$RANGE14$PIONEER P0589 AMXT,North Platte2,North Platte2,4.3,Medium,150,,17.5,61,3,1,14,721,PIONEER P0589 AMXT,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,120,270,30500,24.07,220.27,13,60.2,17.8,14.5,4.2,3,31.2,16,398,25.9,106,17.6,3.24,70.17,10.33,3.45,0.59,0.92,yellow,0,10/26/2022 15:20:31,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT722$ROW2$RANGE14$F42 X OH43,North Platte2,North Platte2,4.3,Medium,150,,17.5,63,3,2,14,722,F42 X OH43,2022-05-17,2022-07-21,2022-07-18,65,62,-3,1301.61,1235.16,-66.45,110,280,31500,10.56,91.88,17.3,57.6,15.8,12.6,3.6,2.2,26.8,16.5,469,18.7,94.2,15.6,4.95,68,12.25,4.43,0.89,1.03,yellow,0,10/26/2022 16:34:54,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT723$ROW3$RANGE14$PHG39 X PHM49,North Platte2,North Platte2,4.3,Medium,150,,17.5,67,3,3,14,723,PHG39 X PHM49,2022-05-17,2022-07-27,2022-07-25,71,69,-2,1443.31,1400.36,-42.95,130,300,33500,20.71,183.77,15.7,58.4,15.4,12.9,3.4,2.1,30,14.5,435,17,80.1,13.3,4.96,66.55,11.85,3.75,1.57,1.36,yellow,0,10/26/2022 17:14:54,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT724$ROW4$RANGE14$PHZ51 X LH145,North Platte2,North Platte2,4.3,Medium,150,,17.5,62,3,4,14,724,PHZ51 X LH145,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,130,300,31000,16.66,151.69,13.5,59.7,18.8,16.9,3.4,2.4,34.5,15,380,26,99.3,17.2,4.87,69.05,10.99,3.52,1.35,0.95,yellow,0,10/26/2022 17:39:49,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT725$ROW5$RANGE14$SYNGENTA NK0760-3111,North Platte2,North Platte2,4.3,Medium,150,,17.5,65,3,5,14,725,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-24,70,68,-2,1419.11,1377.81,-41.3,130,270,32500,18.23,166.16,13.4,60.1,16.9,14.6,4.1,2.9,31.8,15,366,29.8,111.6,20.3,4.71,69.16,11.18,4.42,1.02,1.1,yellow,0,10/27/2022 11:48:26,Solar Panel
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT726$ROW6$RANGE14$2369 X PHZ51,North Platte2,North Platte2,4.3,Medium,150,,17.5,65,3,6,14,726,2369 X PHZ51,2022-05-17,2022-07-27,2022-07-22,71,66,-5,1443.31,1324.76,-118.55,160,310,32500,15.09,137.62,13.3,60,15.6,13,3.8,2.6,25,14.2,320,29.4,97.1,14.9,4.4,67.6,11.59,4.02,1.4,0.98,yellow,0,10/27/2022 12:22:56,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT727$ROW7$RANGE14$B73 X PHZ51,North Platte2,North Platte2,4.3,Medium,150,,17.5,57,3,7,14,727,B73 X PHZ51,2022-05-17,2022-07-27,2022-07-24,71,68,-3,1443.31,1377.81,-65.5,140,300,28500,13.25,121.51,12.8,60.2,16.4,14.5,3.9,2.6,30.5,15,311,25.7,78,15.5,4.37,69.48,11.68,4,0.74,0.93,orange,0,10/27/2022 13:0:14,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT728$ROW8$RANGE14$LH195 X PHZ51,North Platte2,North Platte2,4.3,Medium,150,,17.5,63,3,8,14,728,LH195 X PHZ51,2022-05-17,2022-07-27,2022-07-21,71,65,-6,1443.31,1301.61,-141.7,140,290,31500,19.25,171.07,15.5,58.5,14.9,12.8,3.8,2.6,28.5,17.5,369,24.3,90.3,13.5,4.8,70.52,10.6,4.37,0.82,1.05,yellow,0,10/27/2022 13:50:4,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT737$ROW1$RANGE15$PHJ40 X LH82,North Platte2,North Platte2,4.3,Medium,150,,17.5,64,3,1,15,737,PHJ40 X LH82,2022-05-17,2022-07-18,2022-07-17,62,61,-1,1235.16,1211.51,-23.65,90,260,32000,18.35,168.45,12.7,60.3,16.1,13,4,2.9,27,15.5,396,24.2,92,15.6,4.89,70.72,11.46,4.52,0.85,1.03,,0,10/26/2022 15:21:6,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT738$ROW2$RANGE15$PHT69 X 3IIH6,North Platte2,North Platte2,4.3,Medium,150,,17.5,63,3,2,15,738,PHT69 X 3IIH6,2022-05-17,2022-07-17,2022-07-16,61,60,-1,1211.51,1185.51,-26,110,280,31500,19.15,175.34,13,59.9,18.1,17,4.4,3,35.2,15.2,496,27,131,17.7,5.02,67.88,9.56,3.97,1.32,1.27,yellow,0,10/26/2022 16:35:31,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT739$ROW3$RANGE15$B73 X 3IIH6,North Platte2,North Platte2,4.3,Medium,150,,17.5,66,3,3,15,739,B73 X 3IIH6,2022-05-17,2022-07-21,2022-07-19,65,63,-2,1301.61,1260.11,-41.5,120,280,33000,19.25,175.13,13.5,59.7,18.8,16.9,5,3.1,36.8,20.5,664,27.9,178.1,25,5.12,68.81,8.46,3.82,1.1,1.25,yellow,0,10/26/2022 17:15:21,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT740$ROW4$RANGE15$LH145 X LH162,North Platte2,North Platte2,4.3,Medium,150,,17.5,67,3,4,15,740,LH145 X LH162,2022-05-17,2022-07-17,2022-07-15,61,59,-2,1211.51,1161.96,-49.55,90,250,33500,16.24,149.12,12.7,60.2,17.2,13.9,3.4,2.4,32,14,466,20.4,94,15.4,4.83,70.31,10.8,4,0.64,1.01,yellow,0,10/26/2022 17:40:17,
