qr,loc,plot,field,nLvl,irrigation,rep,row,range,genotype,population,anthesisDate,anthesisCollector,silkingDate,silkingCollector,notes,leafDimHtNotes,leafDimHtCollector,leafDimHtDate,earHt,flagLeafHt,plantHt,harvestDate,combineYield,combineMoisture,combineTestWt,harvestSeq,combineNotes,earLen,earFillLen,earWidth,shelledCobWidth,shelledCobWt,kernelsPerEar,kernelMass,kernelColor,kernelStriping,hundredKernelWt,pctMoistureEarPhenotyping,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1071$ROW17$RANGE1$PHP02 X PHG47,North Platte3,1071,Hybrid HIPS,Low,Dryland,2,17,1,PHP02 X PHG47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,13.9,3.9,2.6,15.2,15.2,88.7,yellow,N,21.6,6.5,70.13,10.16,4.84,0.6,1.05
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1091$ROW17$RANGE2$PHP02 X PHK76,North Platte3,1091,Hybrid HIPS,Low,Dryland,2,17,2,PHP02 X PHK76,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13.1,4,2.5,13.3,13.3,78.8,yellow,N,22.6,NA,69.19,9.2,3.57,1.19,1.16
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1111$ROW17$RANGE3$2369 X PHP02,North Platte3,1111,Hybrid HIPS,Low,Dryland,2,17,3,2369 X PHP02,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13.2,4,2.8,15.3,15.3,84.7,yellow,N,20.6,NA,67,10.74,3.9,1.27,1.21
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1131$ROW17$RANGE4$PHN46 X PHB47,North Platte3,1131,Hybrid HIPS,Low,Dryland,2,17,4,PHN46 X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,11.8,3.9,2.8,16.8,16.8,76.8,yellow,N,24.8,NA,70.84,10,3.68,1.54,0.95
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1151$ROW17$RANGE5$PHK76 X W606S,North Platte3,1151,Hybrid HIPS,Low,Dryland,2,17,5,PHK76 X W606S,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,12,3.5,2.5,12.5,12.5,62.8,orange,N,18.8,8.4,69.35,9.69,3.72,0.65,0.99
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1171$ROW17$RANGE6$F42 X MO17,North Platte3,1171,Hybrid HIPS,Low,Dryland,2,17,6,F42 X MO17,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,13.2,3.4,2.1,13.4,13.4,74.1,yellow,N,17.4,NA,70.6,10.53,3.77,1.82,1.31
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1191$ROW17$RANGE7$PHZ51 X LH145,North Platte3,1191,Hybrid HIPS,Low,Dryland,2,17,7,PHZ51 X LH145,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,12.9,3.4,2.2,17.2,17.2,68.6,yellow,N,19.6,7.1,69.96,9.78,3.5,1.01,0.98
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1211$ROW17$RANGE8$PHP02 X LH185,North Platte3,1211,Hybrid HIPS,Low,Dryland,2,17,8,PHP02 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,13.6,3.6,2.1,14.3,14.3,92.7,yellow,N,65.2,NA,70.8,10.05,3.96,1.54,1.3
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1231$ROW17$RANGE9$SYNGENTA NK0760-3111,North Platte3,1231,Hybrid HIPS,Low,Dryland,2,17,9,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,12.6,3.9,2.4,15,15,84.1,yellow,N,15.9,NA,68.59,10.43,3.92,3.2,1.72
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1251$ROW17$RANGE11$4N506 X 3IIH6,North Platte3,1251,Hybrid HIPS,High,Dryland,2,17,11,4N506 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12.8,3.9,2.4,16.3,16.3,94.3,yellow,N,21.2,7.1,67.01,10.23,4.35,2.11,1.54
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1271$ROW17$RANGE12$F42 X OH43,North Platte3,1271,Hybrid HIPS,High,Dryland,2,17,12,F42 X OH43,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,10.6,3.4,2.4,11.5,11.5,68.9,yellow,N,18.9,NA,69.69,11.05,4.4,1.21,1.19
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1291$ROW17$RANGE13$PHK76 X 3IIH6,North Platte3,1291,Hybrid HIPS,High,Dryland,2,17,13,PHK76 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,16.5,3.5,2.5,18.6,18.6,109.5,yellow,N,22,NA,67.27,10.05,4.14,1,1.2
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1311$ROW17$RANGE14$2FACC X 3IIH6,North Platte3,1311,Hybrid HIPS,High,Dryland,2,17,14,2FACC X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,12.6,3.8,2.5,15.8,15.8,87.7,yellow,N,21.8,7,70.72,9.5,3.69,1.76,1.38
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1331$ROW17$RANGE15$PHP02 X PHK79,North Platte3,1331,Hybrid HIPS,High,Dryland,2,17,15,PHP02 X PHK76,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.25,14.875,3.5,2.875,17.025,17.025,86.95,yellow,N,20.875,NA,68.33,11.01,4.06,1.42,1.24
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1351$ROW17$RANGE16$PHZ51 X LH145,North Platte3,1351,Hybrid HIPS,High,Dryland,2,17,16,PHZ51 X LH145,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,10.8,2.8,2,19.8,19.8,60.4,yellow,N,18.4,8,70.97,11.48,3.79,0.68,0.87
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1371$ROW17$RANGE17$PHP02 X W606S,North Platte3,1371,Hybrid HIPS,High,Dryland,2,17,17,PHP02 X W606S,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,12.4,4.2,3,15.1,15.1,71.2,yellow,N,18.5,NA,68.87,11.42,4.65,0.79,1.13
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1391$ROW17$RANGE18$PHP02 X PHG47,North Platte3,1391,Hybrid HIPS,High,Dryland,2,17,18,PHP02 X PHG47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,11,3.6,2.5,15.4,15.4,66.6,yellow,N,16.7,NA,69.19,11.82,5.08,0.59,1.15
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1411$ROW17$RANGE19$SYNGENTA NK0760-3111,North Platte3,1411,Hybrid HIPS,High,Dryland,2,17,19,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,11.2,3.5,2.5,11.8,11.8,57.9,yellow,N,15.7,11.1,70.12,12.23,4.08,2.16,1.61
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1431$ROW17$RANGE21$2369 X PHP02,North Platte3,1431,Hybrid HIPS,Medium,Dryland,2,17,21,2369 X PHP02,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,13.4,3.6,2.5,13.2,13.2,59.9,yellow,N,23.9,NA,67.79,11.86,3.47,1.42,1.17
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1451$ROW17$RANGE22$PHW52 X PHN82,North Platte3,1451,Hybrid HIPS,Medium,Dryland,2,17,22,PHW52 X PHN82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,10.9,3.9,2.4,11.3,11.3,79.3,yellow,N,21.9,NA,70.04,10.67,4.16,0.77,1.11
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1471$ROW17$RANGE23$N209 X 3IIH6,North Platte3,1471,Hybrid HIPS,Medium,Dryland,2,17,23,N209 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,12.4,3.8,2.4,12.5,12.5,77.4,yellow,N,17.4,6.1,69.95,11.12,3.9,1.85,1.42
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1491$ROW17$RANGE24$LH198 X PHB47,North Platte3,1491,Hybrid HIPS,Medium,Dryland,2,17,24,LH198 X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,10.6,3.6,2.4,11.2,11.2,49.9,yellow,N,19.4,NA,67.77,11.88,4.29,1.43,1.01
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1511$ROW17$RANGE25$PHB47 X LH185,North Platte3,1511,Hybrid HIPS,Medium,Dryland,2,17,25,PHB47 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,11.5,3.8,2.2,13.9,13.9,58.6,yellow,N,20.6,8.9,63.72,12.52,3.79,1.73,1.12
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1531$ROW17$RANGE26$PHP02 X PHK56,North Platte3,1531,Hybrid HIPS,Medium,Dryland,2,17,26,PHP02 X PHK56,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,14.6,3.8,2.5,15.8,15.8,81,yellow,N,20.7,NA,68.47,10.86,3.94,1.39,1.21
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1551$ROW17$RANGE27$F42 X OH43,North Platte3,1551,Hybrid HIPS,Medium,Dryland,2,17,27,F42 X OH43,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,10.2,3.5,2.5,10.2,10.2,55.7,yellow,N,19.8,NA,69.19,11.22,4.54,1.32,1.25
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1571$ROW17$RANGE28$LH123HT X PHB47,North Platte3,1571,Hybrid HIPS,Medium,Dryland,2,17,28,LH123HT X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,13.8,3.9,2.8,17,17,80.9,yellow,N,20.5,7.5,67.74,12.04,4.2,1.9,1.02
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1591$ROW17$RANGE29$SYNGENTA NK0760-3111,North Platte3,1591,Hybrid HIPS,Medium,Dryland,2,17,29,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,13.2,3.6,2.1,15.1,15.1,80.9,yellow,N,16.9,6,68.34,12.03,3.8,2.59,1.73
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1072$ROW18$RANGE1$LH195 X LH185,North Platte3,1072,Hybrid HIPS,Low,Dryland,2,18,1,LH195 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,12.8,3.4,2.1,11.7,11.7,72.6,yellow,N,21.9,7.3,68.51,11.07,3.49,0.85,0.91
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1092$ROW18$RANGE2$2369 X 3IIH6,North Platte3,1092,Hybrid HIPS,Low,Dryland,2,18,2,2369 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,14.5,3.6,2.2,12,12,75.3,yellow,N,17.8,NA,67.69,10.05,4.66,1.17,1.44
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1112$ROW18$RANGE3$LH198 X PHZ51,North Platte3,1112,Hybrid HIPS,Low,Dryland,2,18,3,LH198 X PHZ51,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,13.4,3.6,2.5,13.4,13.4,70.5,yellow,N,20,NA,70.4,10.5,3.86,0.93,1.04
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1132$ROW18$RANGE4$LH195 X PHM49,North Platte3,1132,Hybrid HIPS,Low,Dryland,2,18,4,LH195 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,3.5,2,15.2,15.2,89.6,yellow,N,23.5,NA,71.78,9.88,3.84,0.92,1.01
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1152$ROW18$RANGE5$B105 X 3IIH6,North Platte3,1152,Hybrid HIPS,Low,Dryland,2,18,5,B105 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,12.9,3.5,2.5,16.2,16.2,87.7,yellow,N,21.6,7.1,68.05,8.38,3.77,0.92,1.05
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1172$ROW18$RANGE6$HOEGEMEYER 8065RR,North Platte3,1172,Hybrid HIPS,Low,Dryland,2,18,6,HOEGEMEYER 8065RR,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,14.5,3.8,2.5,15.6,15.6,108.4,yellow,N,22.9,NA,68.82,9.62,3.32,1.24,1.09
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1192$ROW18$RANGE7$PHP02 X LH82,North Platte3,1192,Hybrid HIPS,Low,Dryland,2,18,7,PHP02 X LH82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12,3.5,2.5,17,17,89.8,yellow,N,19.7,6.5,69.61,10.9,4.72,0.87,1.09
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1212$ROW18$RANGE8$PHT69 X 3IIH6,North Platte3,1212,Hybrid HIPS,Low,Dryland,2,18,8,PHT69 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,18.5,3.7,2.2,18.7,18.7,124.9,NA,N,22.6,NA,71.33,9.15,4.36,1.5,1.42
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1232$ROW18$RANGE9$SYNGENTA NK0760-3111,North Platte3,1232,Hybrid HIPS,Low,Dryland,2,18,9,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,13.2,4.1,2.5,14.9,14.9,72.5,yellow,N,17.2,NA,69.03,10.19,3.7,3.27,1.77
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1252$ROW18$RANGE11$PHP02 X PHJ89,North Platte3,1252,Hybrid HIPS,High,Dryland,2,18,11,PHP02 X PHJ89,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14.5,3.8,2.5,17,17,94.9,yellow,N,19.8,7,69.22,11.08,3.65,1.09,1.21
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1272$ROW18$RANGE12$2369 X 3IIH6,North Platte3,1272,Hybrid HIPS,High,Dryland,2,18,12,2369 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,14.4,3.9,2.4,13.9,13.9,101.2,yellow,N,24.5,NA,70.77,10.48,3.97,1.77,1.41
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1292$ROW18$RANGE13$PHN46 X PHB47,North Platte3,1292,Hybrid HIPS,High,Dryland,2,18,13,PHN46 X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11.2,3.9,2.5,16.2,16.2,78,yellow,N,23.3,NA,69.54,11.13,3.76,1.62,1.09
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1312$ROW18$RANGE14$LH123HT X 3IIH6,North Platte3,1312,Hybrid HIPS,High,Dryland,2,18,14,LH123HT X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,13.6,3.5,2.5,18.7,18.7,77.7,yellow,N,17.6,7.5,68.61,11.39,4.22,1.18,1.1
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1332$ROW18$RANGE15$LH74 X PHN82,North Platte3,1332,Hybrid HIPS,High,Dryland,2,18,15,LH74 X PHN82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,13.6,3.9,2.5,17.4,17.4,95.3,yellow,N,22.4,NA,68.29,11.08,3.65,1.25,1.18
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1352$ROW18$RANGE16$B73 X PHZ51,North Platte3,1352,Hybrid HIPS,High,Dryland,2,18,16,B73 X PHZ51,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,11.4,3.4,2.5,12.3,12.3,66.9,yellow,N,17.7,5.9,69.8,12.5,4.13,0.53,0.94
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1372$ROW18$RANGE17$LH123HT X PHB47,North Platte3,1372,Hybrid HIPS,High,Dryland,2,18,17,LH123HT X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,11,3.4,2.1,12.4,12.4,60,yellow,N,17.1,NA,66.88,12.49,4.15,1.81,1.05
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1392$ROW18$RANGE18$LH185 X LH82,North Platte3,1392,Hybrid HIPS,High,Dryland,2,18,18,LH185 X LH82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,12.1,3.9,2.9,18.5,18.5,75.9,yellow,N,17.9,NA,69.19,12.16,4.49,0.93,1.08
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1412$ROW18$RANGE19$SYNGENTA NK0760-3111,North Platte3,1412,Hybrid HIPS,High,Dryland,2,18,19,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,11,3.5,2.4,10.1,10.1,58.2,yellow,N,16.3,8.2,70.46,11.62,3.85,2.35,1.62
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1432$ROW18$RANGE21$PHB47 X 3IIH9,North Platte3,1432,Hybrid HIPS,Medium,Dryland,2,18,21,PHB47 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.125,12.875,3.75,2.625,14.675,14.675,73.2,yellow,N,18.175,NA,63.8,11.32,4.45,1.58,1.35
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1452$ROW18$RANGE22$PHK76 X 3IIH6,North Platte3,1452,Hybrid HIPS,Medium,Dryland,2,18,22,PHK76 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,13.6,3.1,2.1,13.5,13.5,68.1,yellow,N,15.5,NA,68.47,11.08,4.43,1.03,1.22
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1472$ROW18$RANGE23$PHJ40 X LH82,North Platte3,1472,Hybrid HIPS,Medium,Dryland,2,18,23,PHJ40 X LH82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,13.8,3.4,2.1,13.6,13.6,66.6,orange,N,18.3,6.5,68.24,12.37,4.44,1.03,1.14
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1492$ROW18$RANGE24$PIONEER P0589 AMXT,North Platte3,1492,Hybrid HIPS,Medium,Dryland,2,18,24,PIONEER P0589 AMXT,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,12.2,4,2.5,17,17,96,yellow,N,24.3,NA,69.87,10.63,3.88,1.14,1.07
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1512$ROW18$RANGE25$B37 X MO17,North Platte3,1512,Hybrid HIPS,Medium,Dryland,2,18,25,B37 X MO17,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,11.6,3.5,2,14,14,76.5,yellow,N,22.6,6.7,68.02,11.57,4.54,1.46,1.05
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1532$ROW18$RANGE26$LH195 X PHZ51,North Platte3,1532,Hybrid HIPS,Medium,Dryland,2,18,26,LH195 X PHZ51,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,11.9,3.6,2.5,12.9,12.9,63.7,yellow,N,18.9,NA,68.19,11.67,4.13,0.78,1.16
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1552$ROW18$RANGE27$PHN46 X PHB47,North Platte3,1552,Hybrid HIPS,Medium,Dryland,2,18,27,PHN46 X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,10.5,3.6,2.2,14.3,14.3,67.7,yellow,N,23,NA,68.81,11.18,3.69,1.49,1.03
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1572$ROW18$RANGE28$LH123HT X 3IIH6,North Platte3,1572,Hybrid HIPS,Medium,Dryland,2,18,28,LH123HT X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,13.9,3.9,3,15.5,15.5,74.7,yellow,N,17.4,9.2,66.51,11.68,4.06,1.42,1.21
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1592$ROW18$RANGE29$SYNGENTA NK0760-3111,North Platte3,1592,Hybrid HIPS,Medium,Dryland,2,18,29,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,11.2,3.5,2,12.8,12.8,64,yellow,N,16.9,6.7,67.49,12.06,3.67,2.93,1.74
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1073$ROW19$RANGE1$PHJ40 X LH82,North Platte3,1073,Hybrid HIPS,Low,Dryland,2,19,1,PHJ40 X LH82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,11.8,3.2,2.2,15.3,15.3,74.8,yellow,N,18.8,6.9,69.78,10.91,4.56,0.83,1.06
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1093$ROW19$RANGE2$N209 X 3IIH6,North Platte3,1093,Hybrid HIPS,Low,Dryland,2,19,2,N209 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,14.1,4,2.5,13.3,13.3,88.1,yellow,N,17.6,NA,69.57,10.06,4.21,1.6,1.49
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1113$ROW19$RANGE3$B73 X PHZ51,North Platte3,1113,Hybrid HIPS,Low,Dryland,2,19,3,B73 X PHZ51,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,14,3.9,2.8,17.5,17.5,83.1,yellow,N,16.6,NA,68.19,10.76,3.43,1.07,1.15
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1133$ROW19$RANGE4$PHG39 X PHM49,North Platte3,1133,Hybrid HIPS,Low,Dryland,2,19,4,PHG39 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,11.6,3.1,1.8,11.9,11.9,68.7,yellow,N,20,NA,70.62,9.94,3.99,1.38,0.93
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1153$ROW19$RANGE5$LH74 X PHN82,North Platte3,1153,Hybrid HIPS,Low,Dryland,2,19,5,LH74 X PHN82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,12.1,3.8,2.5,16.9,16.9,96,yellow,N,22.9,7.2,69.5,9.4,3.89,0.96,1.04
