qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,pedigreeID,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT985$ROW9$RANGE31$PHB47 X PHK56,2022,North Platte2,North Platte2,4.3,High,225,,17.5,66,6,9,31,985,PHB47 X PHK56,1739653,2022-05-17,2022-07-21,2022-07-23,65,67,2,1358.585,1411.635,53.0500000000002,120,280,33000,22.18,202.28,13.3,60,16.1,15.4,4,2.5,35.8,14.5,482,30.3,148.3,22.1,4.33,70.46,8.67,4.29,1,0.82,yellow,0,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT986$ROW10$RANGE31$LH195 X LH185,2022,North Platte2,North Platte2,4.3,High,225,,17.5,67,6,10,31,986,LH195 X LH185,1739607,2022-05-17,2022-07-25,2022-07-28,69,72,3,1452.935,1519.435,66.5000000000002,120,280,33500,19.17,170.63,15.4,58.5,17.1,16.6,4.2,2.6,37.2,15,504,32.7,162.4,21.6,3.9,69.46,8.67,3.04,1.08,0.98,yellow,0,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT987$ROW11$RANGE31$LH198 X PHZ51,2022,North Platte2,North Platte2,4.3,High,225,,17.5,67,6,11,31,987,LH198 X PHZ51,1739662,2022-05-17,2022-07-24,2022-07-26,68,70,2,1434.185,1477.135,42.95,140,300,33500,22.55,204.74,13.7,59.8,18,16.8,4.2,2.5,36.5,14,518,33,166.7,28.2,3.94,69.17,9.49,3.63,0.8,1.05,yellow,0,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT988$ROW12$RANGE31$LH123HT X 3IIH6,2022,North Platte2,North Platte2,4.3,High,225,,17.5,66,6,12,31,988,LH123HT X 3IIH6,1739659,2022-05-17,2022-07-25,2022-07-28,69,72,3,1452.935,1519.435,66.5000000000002,150,310,33000,19.79,179.95,13.6,59.6,17.6,15.9,4.2,2.5,33.2,16,462,28,126.6,19,4.83,71.2,8.96,4.36,0.99,0.96,yellow,0,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT989$ROW13$RANGE31$PHP02 X PHN46,2022,North Platte2,North Platte2,4.3,High,225,,17.5,67,6,13,31,989,PHP02 X PHN46,1739644,2022-05-17,2022-07-25,2022-07-28,69,72,3,1452.935,1519.435,66.5000000000002,140,290,33500,26.22,227.09,17.7,56.8,16.8,15.5,4.2,2.4,36.2,15.2,468,33.1,153.2,21.7,4.58,70.8,9.26,4.57,0.67,1.01,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT990$ROW14$RANGE31$2369 X PHP02,2022,North Platte2,North Platte2,4.3,High,225,,17.5,65,6,14,31,990,2369 X PHP02,1739615,2022-05-17,2022-07-24,2022-07-26,68,70,2,1434.185,1477.135,42.95,130,290,32500,24.58,223.11,13.7,59,18.5,16.6,4.4,2.6,37.5,17,580,29.5,164.7,21,4.62,70.33,8.1,3.49,0.63,1.05,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT991$ROW15$RANGE31$PHB47 X LH185,2022,North Platte2,North Platte2,4.3,High,225,,17.5,66,6,15,31,991,PHB47 X LH185,1716298,2022-05-17,2022-07-22,2022-07-27,66,71,5,1382.485,1498.035,115.55,120,290,33000,23.04,208.29,14.1,58.8,17.8,15.8,4.1,2.5,33.8,13,397,34.7,132.7,18.2,4.74,67.89,10.59,3.37,1.13,0.97,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT992$ROW16$RANGE31$PHP02 X W606S,2022,North Platte2,North Platte2,4.3,High,225,,17.5,67,6,16,31,992,PHP02 X W606S,1739647,2022-05-17,2022-07-20,2022-07-27,64,71,7,1335.435,1498.035,162.6,130,270,33500,22.44,204.52,13.4,59.4,18.2,16.1,4.4,3.2,34,16,390,31.7,123.7,23.1,4.82,70.46,9.71,4.16,0.97,1,orange,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1001$ROW9$RANGE32$F42 X MO17,2022,North Platte2,North Platte2,4.3,High,225,,17.5,62,6,9,32,1001,F42 X MO17,1739657,2022-05-17,2022-07-25,2022-07-27,69,71,2,1452.935,1498.035,45.1000000000001,150,300,31000,16.29,144.27,15.8,58.4,16.9,15.5,4.2,2.5,40.5,15.5,566,27.9,159.4,21.2,2.74,69,8.72,3.7,1.13,0.99,yellow,1.61,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1002$ROW10$RANGE32$WF9 X H95,2022,North Platte2,North Platte2,4.3,High,225,,17.5,64,6,10,32,1002,WF9 X H95,1739666,2022-05-17,2022-07-26,2022-07-28,70,72,2,1477.135,1519.435,42.3000000000002,130,290,32000,11.21,100.44,14.9,59,13.8,12.1,3.6,2.4,27,17.2,306,25.6,76.5,19.1,3.23,67.69,12.64,3.62,1.35,0.98,yellow,0,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1003$ROW11$RANGE32$PHK56 X 3IIH6,2022,North Platte2,North Platte2,4.3,High,225,,17.5,65,6,11,32,1003,PHK56 X 3IIH6,1739631,2022-05-17,2022-07-18,2022-07-22,62,66,4,1293.935,1382.485,88.5500000000002,130,290,32500,20.69,189.72,12.8,60.3,15.1,12.4,4,2.5,30.2,16,416,26.3,120,15.6,2.69,68.63,7.58,3.98,0.93,1.05,yellow,1.54,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1004$ROW12$RANGE32$B37 X MO17,2022,North Platte2,North Platte2,4.3,High,225,,17.5,66,6,12,32,1004,B37 X MO17,1739656,2022-05-17,2022-07-26,2022-07-28,70,72,2,1477.135,1519.435,42.3000000000002,150,300,33000,14.1,123.6,16.7,57.8,16.5,15.6,3.9,2.5,37.2,13.5,502,28.6,146.5,24.1,3.94,69.45,7.88,3.52,0.81,0.81,yellow,0,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1005$ROW13$RANGE32$LH195 X PHM49,2022,North Platte2,North Platte2,4.3,High,225,,17.5,64,6,13,32,1005,LH195 X PHM49,1739609,2022-05-17,2022-07-18,2022-07-20,62,64,2,1293.935,1335.435,41.5,140,290,32000,19.84,178.06,14.7,58.6,14.2,12.9,3.5,2.5,29,14,377,24.7,91.8,18.2,4.07,72.19,9.77,3.8,0.45,0.75,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1006$ROW14$RANGE32$LH74 X PHN82,2022,North Platte2,North Platte2,4.3,High,225,,17.5,62,6,14,32,1006,LH74 X PHN82,1739651,2022-05-17,2022-07-22,2022-07-26,66,70,4,1382.485,1477.135,94.6500000000001,140,290,31000,22.15,201.5,13.5,59.3,16.1,14.9,4.1,2.5,34.5,15.5,484,29.5,141.5,23.3,3.25,70.8,9.43,3.91,0.84,0.9,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1007$ROW15$RANGE32$2369 X PHZ51,2022,North Platte2,North Platte2,4.3,High,225,,17.5,64,6,15,32,1007,2369 X PHZ51,1739663,2022-05-17,2022-07-22,2022-07-26,66,70,4,1382.485,1477.135,94.6500000000001,160,320,32000,21.82,197.66,13.9,59,17.6,15.8,4,2.5,37,15,542,29,153.9,26.7,2.33,71.24,8.99,4.21,0.45,0.86,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1008$ROW16$RANGE32$F42 X OH43,2022,North Platte2,North Platte2,4.3,High,225,,17.5,63,6,16,32,1008,F42 X OH43,1739668,2022-05-17,2022-07-20,2022-07-23,64,67,3,1335.435,1411.635,76.2000000000003,130,300,31500,15.47,134.23,17.5,56.9,15.5,13.4,4,2.6,27.5,18,459,29,131.7,22.5,3.87,70.79,10.15,3.96,0.41,0.88,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1017$ROW9$RANGE33$PHP02 X PHG47,2022,North Platte2,North Platte2,4.3,High,225,,17.5,60,6,9,33,1017,PHP02 X PHG47,1739627,2022-05-17,2022-07-18,2022-07-20,62,64,2,1293.935,1335.435,41.5,170,270,30000,17.26,157.95,13,60.1,16.6,14.8,4,2.5,32.2,17,493,25.7,128.8,14.2,4.51,68.97,8.84,3.58,0.46,1.09,yellow,0,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1018$ROW10$RANGE33$PHN46 X PHB47,2022,North Platte2,North Platte2,4.3,High,225,,17.5,67,6,10,33,1018,PHN46 X PHB47,1739602,2022-05-17,2022-07-24,2022-07-27,68,71,3,1434.185,1498.035,63.8500000000001,110,290,33500,19.27,175.01,13.7,59.6,19.8,17.9,4.1,2.5,41,13,491,34,177.3,24.1,4.05,71.13,9.13,3.43,1.01,0.96,yellow,2.99,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1019$ROW11$RANGE33$PHJ40 X LH82,2022,North Platte2,North Platte2,4.3,High,225,,17.5,66,6,11,33,1019,PHJ40 X LH82,1739610,2022-05-17,2022-07-17,2022-07-20,61,64,3,1268.985,1335.435,66.45,110,260,33000,20.47,187.83,12.8,60.3,16.1,13.9,3.6,2.4,30,16,476,23.8,109.2,17.4,5.66,71.89,10.01,4.16,0.55,0.99,orange,1.52,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1020$ROW12$RANGE33$PHN46 X W606S,2022,North Platte2,North Platte2,4.3,High,225,,17.5,60,6,12,33,1020,PHN46 X W606S,1739601,2022-05-17,2022-07-23,2022-07-27,67,71,4,1411.635,1498.035,86.4000000000001,110,290,30000,23.87,213.44,15,58.7,17.5,15.5,4.4,3,35.8,16,538,30.5,163.2,22.9,5.28,73.3,7.74,3.99,0.49,0.86,yellow,0,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1021$ROW13$RANGE33$PHK76 X LH145,2022,North Platte2,North Platte2,4.3,High,225,,17.5,62,6,13,33,1021,PHK76 X LH145,1739636,2022-05-17,2022-07-21,2022-07-22,65,66,1,1358.585,1382.485,23.9000000000001,110,270,31000,22.79,202.64,15.5,58.1,17.2,16.8,4.2,2.5,38,14,498,32.1,164.4,19.4,4.69,69.26,7.98,3.47,0.79,1.03,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1022$ROW14$RANGE33$PHP02 X PHK56,2022,North Platte2,North Platte2,4.3,High,225,,17.5,57,6,14,33,1022,PHP02 X PHK56,1739649,2022-05-17,2022-07-24,2022-07-26,68,70,2,1434.185,1477.135,42.95,110,270,28500,22.99,206.81,14.5,58.8,15.2,13.1,4,2.5,29.2,16,430,30,127.9,18.1,5.06,70.63,9.09,4.09,0.88,0.91,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1023$ROW15$RANGE33$PHK56 X LH198,2022,North Platte2,North Platte2,4.3,High,225,,17.5,65,6,15,33,1023,PHK56 X LH198,1739632,2022-05-17,2022-07-23,2022-07-26,67,70,3,1411.635,1477.135,65.5,100,300,32500,26.11,237.67,13.5,59.4,15,14.6,4.5,3,33.8,16.5,526,30.4,164.2,23.5,5.51,69.13,8.36,3.78,0.95,1.03,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1024$ROW16$RANGE33$2369 X LH123HT,2022,North Platte2,North Platte2,4.3,High,225,,17.5,66,6,16,33,1024,2369 X LH123HT,1739654,2022-05-17,2022-07-25,2022-07-27,69,71,2,1452.935,1498.035,45.1000000000001,130,310,33000,24.66,213.91,17.5,56.9,18.4,18,4.2,2.6,41.8,15.5,575,32.5,193.4,29.5,4.52,70.39,9.89,3.71,1.26,0.96,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1033$ROW9$RANGE34$B84 X 3IIH6,2022,North Platte2,North Platte2,4.3,High,225,,17.5,62,6,9,34,1033,B84 X 3IIH6,1739621,2022-05-17,2022-07-22,2022-07-26,66,70,4,1382.485,1477.135,94.6500000000001,170,300,31000,14.57,134.09,12.5,60.5,17.9,16.1,4.2,2.5,36,16.5,570,28.6,168.1,27.2,4.94,68.79,8.15,3.83,1.16,1.12,yellow,1.61,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1034$ROW10$RANGE34$PHK56 X LH82,2022,North Platte2,North Platte2,4.3,High,225,,17.5,62,6,10,34,1034,PHK56 X LH82,1739629,2022-05-17,2022-07-20,2022-07-23,64,67,3,1335.435,1411.635,76.2000000000003,110,270,31000,21.58,196.57,13.4,59.9,15.9,14.4,4.1,2.4,33,17,547,27.2,147.8,22.8,4.52,71.21,8.6,4.33,0.56,0.91,yellow,0,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1035$ROW11$RANGE34$PHP02 X LH185,2022,North Platte2,North Platte2,4.3,High,225,,17.5,42,6,11,34,1035,PHP02 X LH185,1739643,2022-05-17,2022-07-21,2022-07-23,65,67,2,1358.585,1411.635,53.0500000000002,110,250,21000,22.58,203.31,14.4,59.1,20.6,19.9,4.6,2.9,42.5,16,624,37.6,234.4,34.1,3.88,66.75,10.58,4.22,1.64,1.21,,0,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1036$ROW12$RANGE34$LH82 X W606S,2022,North Platte2,North Platte2,4.3,High,225,,17.5,65,6,12,34,1036,LH82 X W606S,1716297,2022-05-17,2022-07-24,2022-07-26,68,70,2,1434.185,1477.135,42.95,110,260,32500,18.97,170.73,14.5,59.1,19,17.1,4,2.8,35.3,17,536,23.4,129.2,20.4,4.48,71.29,7.89,4.36,0.08,0.94,orange,0,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1037$ROW13$RANGE34$PHW52 X LH185,2022,North Platte2,North Platte2,4.3,High,225,,17.5,65,6,13,34,1037,PHW52 X LH185,1739611,2022-05-17,2022-07-20,2022-07-22,64,66,2,1335.435,1382.485,47.0500000000002,110,270,32500,22.69,206.65,13.4,59.2,18.1,16,3.9,2.4,41.2,15.5,591,36.1,166.7,23.2,4.87,72.48,8.34,3.73,1.62,1.24,yellow,3.08,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1038$ROW14$RANGE34$PHW52 X PHM49,2022,North Platte2,North Platte2,4.3,High,225,,17.5,65,6,14,34,1038,PHW52 X PHM49,1739613,2022-05-17,2022-07-19,2022-07-26,63,70,7,1316.535,1477.135,160.6,110,280,32500,23.61,216.06,13,59.6,16,15.1,4,2.6,33.2,15.5,472,27.6,130.5,18.6,4.51,67.31,9.5,3.73,1.04,1.08,yellow,1.54,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1039$ROW15$RANGE34$PHW52 X PHN82,2022,North Platte2,North Platte2,4.3,High,225,,17.5,60,6,15,34,1039,PHW52 X PHN82,1739661,2022-05-17,2022-07-22,2022-07-27,66,71,5,1382.485,1498.035,115.55,100,270,30000,24.91,215.17,17.9,56.7,17.8,15.9,4.2,2.5,34.5,15.5,531,32.8,178.1,23.9,5.07,71.81,9.02,4.07,0.59,0.9,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1040$ROW16$RANGE34$SYNGENTA NK0760-3111,2022,North Platte2,North Platte2,4.3,High,225,,17.5,64,6,16,34,1040,SYNGENTA NK0760-3111,1739673,2022-05-17,2022-07-24,2022-07-26,68,70,2,1434.185,1477.135,42.95,130,270,32000,19.91,179.16,14.5,58.7,17.6,16.2,4.5,2.6,38.5,15.5,582,29.9,178.9,22.2,4.2,71.96,8.3,4.03,1.53,1.29,yellow,10.94,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1049$ROW9$RANGE35$SYNGENTA NK0760-3111,2022,North Platte2,North Platte2,4.3,High,225,,17.5,36,6,9,35,1049,SYNGENTA NK0760-3111,1739673,2022-05-17,2022-07-24,2022-07-26,68,70,2,1434.185,1477.135,42.95,140,280,18000,15.67,143.65,12.8,60.2,16.5,15.5,4.2,2.4,36,15,504,29.4,142.3,21.2,3.81,71.55,8.45,3.79,2.08,1.37,yellow,0,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1050$ROW10$RANGE35$SYNGENTA NK0760-3111,2022,North Platte2,North Platte2,4.3,High,225,,17.5,32,6,10,35,1050,SYNGENTA NK0760-3111,1739673,2022-05-17,2022-07-24,2022-07-26,68,70,2,1434.185,1477.135,42.95,130,280,16000,16.39,149.36,13.4,59.9,18.2,16.6,4.6,2.5,40.8,16,630,29,179.7,23.3,4.49,71.37,8.79,3.81,2.2,1.4,yellow,3.12,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1051$ROW11$RANGE35$SYNGENTA NK0760-3111,2022,North Platte2,North Platte2,4.3,High,225,,17.5,37,6,11,35,1051,SYNGENTA NK0760-3111,1739673,2022-05-17,2022-07-24,2022-07-27,68,71,3,1434.185,1498.035,63.8500000000001,140,280,18500,19.32,175.57,13.6,59.6,16.8,15.5,4.1,2.5,39,16,572,27.4,154.8,21,4.5,71.26,8.83,4.13,1.95,1.41,yellow,0,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1052$ROW12$RANGE35$SYNGENTA NK0760-3111,2022,North Platte2,North Platte2,4.3,High,225,,17.5,33,6,12,35,1052,SYNGENTA NK0760-3111,1739673,2022-05-17,2022-07-24,2022-07-26,68,70,2,1434.185,1477.135,42.95,120,290,16500,18.87,171.63,13.6,59.7,18.1,17,4.4,2.5,40,15,578,26.4,159.5,20.3,4.47,71.34,9.63,4.29,1.71,1.39,yellow,0,2022-10-27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1053$ROW13$RANGE35$SYNGENTA NK0760-3111,2022,North Platte2,North Platte2,4.3,High,225,,17.5,35,6,13,35,1053,SYNGENTA NK0760-3111,1739673,2022-05-17,2022-07-24,2022-07-26,68,70,2,1434.185,1477.135,42.95,130,270,17500,10.73,98.11,13.1,59.5,17.8,16.1,4.4,2.6,38.5,16,573,29.1,171.4,23.4,4.87,71.46,9.8,3.4,1.86,1.31,yellow,11.43,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1054$ROW14$RANGE35$SYNGENTA NK0760-3111,2022,North Platte2,North Platte2,4.3,High,225,,17.5,33,6,14,35,1054,SYNGENTA NK0760-3111,1739673,2022-05-17,2022-07-25,2022-07-27,69,71,2,1452.935,1498.035,45.1000000000001,120,280,16500,11.2,99.79,15.3,58,17.1,13.9,4.4,2.5,28.8,16,455,31.5,146.3,18.9,4,71.34,9.52,3.76,0.86,0.92,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1055$ROW15$RANGE35$SYNGENTA NK0760-3111,2022,North Platte2,North Platte2,4.3,High,225,,17.5,28,6,15,35,1055,SYNGENTA NK0760-3111,1739673,2022-05-17,2022-07-24,2022-07-26,68,70,2,1434.185,1477.135,42.95,130,280,14000,13.58,122.08,14.6,58.6,18.4,17.4,4.4,2.5,42.2,16.5,633,32.2,190.4,23.9,4.62,68.12,8.85,3.9,1.39,1.33,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT1056$ROW16$RANGE35$SYNGENTA NK0760-3111,2022,North Platte2,North Platte2,4.3,High,225,,17.5,30,6,16,35,1056,SYNGENTA NK0760-3111,1739673,2022-05-17,2022-07-24,2022-07-26,68,70,2,1434.185,1477.135,42.95,120,260,15000,15.87,143.09,14.3,58.9,17.4,16.2,4.2,2.6,38.5,16.5,586,26,159.6,20.1,4.56,69.31,9.92,4.43,1.82,1.47,yellow,0,2022-10-28,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1057$ROW1$RANGE1$LH145 X LH162,2022,North Platte3,North Platte3,0,Low,75,,17,67,1,1,1,1057,LH145 X LH162,1739606,2022-05-18,2022-07-21,2022-07-17,64,60,-4,1346.5,1255.2,-91.3000000000002,90,240,34485,10.22,96.91,12.5,59.8,14.6,11.6,2.6,1.9,29,13,337,19,68.2,12.6,5.74,68.62,10.93,3.96,0.97,1.01,yellow,0,2022-10-19,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1058$ROW2$RANGE1$PHK76 X LH82,2022,North Platte3,North Platte3,0,Low,75,,17,62,1,2,1,1058,PHK76 X LH82,1739640,2022-05-18,2022-07-25,2022-07-22,68,65,-3,1441.75,1371,-70.75,100,250,31912,11.29,106.52,12.9,60.2,16.1,12.5,3.5,2.5,27.5,16,410,19,80.8,15.5,6.27,70.4,9.28,4.04,0.54,0.99,yellow,0,2022-10-20,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1059$ROW3$RANGE1$PHN46 X PHK56,2022,North Platte3,North Platte3,0,Low,75,,17,54,1,3,1,1059,PHN46 X PHK56,1716300,2022-05-18,2022-07-27,2022-07-25,70,68,-2,1486.25,1441.75,-44.5,110,270,27794,NA,NA,NA,NA,13.4,11.8,3.8,2.1,32.2,15,498,22,110.8,15.3,5.79,70.5,8.86,4.18,1.11,1.11,yellow,0,2022-10-20,Clog
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1060$ROW4$RANGE1$PHK76 X LH198,2022,North Platte3,North Platte3,0,Low,75,,17,62,1,4,1,1060,PHK76 X LH198,1739637,2022-05-18,2022-07-26,2022-07-23,69,66,-3,1465.3,1400.4,-64.8999999999999,120,290,31912,10.04,96.02,11.7,60.8,14.2,12.4,3.4,2.2,29.8,13.2,380,20.6,79.3,14.9,6.36,71.05,9.73,4.3,0.73,1.04,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1061$ROW5$RANGE1$LH198 X PHB47,2022,North Platte3,North Platte3,0,Low,75,,17,64,1,5,1,1061,LH198 X PHB47,1716294,2022-05-18,2022-07-31,2022-07-25,74,68,-6,1571.7,1441.75,-129.95,120,290,32941,10.04,96.26,11.4,60.7,13.9,11,3.5,2.5,28.5,13,338,20.2,69.8,15,5.83,68.51,11.19,4.59,1.57,1.08,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1062$ROW6$RANGE1$HOEGEMEYER 7089 AMXT,2022,North Platte3,North Platte3,0,Low,75,,17,62,1,6,1,1062,HOEGEMEYER 7089 AMXT,1739672,2022-05-18,2022-07-25,2022-07-23,68,66,-2,1441.75,1400.4,-41.3499999999999,120,280,31912,12.31,119.02,10.7,60.9,16.1,11.4,3.6,2.2,27.5,15.5,400,23.2,91.4,15.3,5.78,70.47,9.45,4.04,0.78,1,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1063$ROW7$RANGE1$PHP02 X PHN46,2022,North Platte3,North Platte3,0,Low,75,,17,59,1,7,1,1063,PHP02 X PHN46,1739644,2022-05-18,2022-07-25,2022-07-22,68,65,-3,1441.75,1371,-70.75,130,280,30368,9.59,93.28,10.2,61.2,16.8,13.8,3.6,2.6,28.8,15,450,21.2,98.7,19.1,5.98,67.09,10.51,3.61,1.53,1.27,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1064$ROW8$RANGE1$LH185 X LH82,2022,North Platte3,North Platte3,0,Low,75,,17,58,1,8,1,1064,LH185 X LH82,1716292,2022-05-18,2022-07-25,2022-07-22,68,65,-3,1441.75,1371,-70.75,110,250,29853,11.27,108.57,11,60.6,16.2,13.2,3.5,2.4,32,16.5,462,18.3,82.4,17.3,6.1,68.83,10.62,3.95,1.11,1.11,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1065$ROW9$RANGE1$PHP02 X LH198,2022,North Platte3,North Platte3,0,Low,75,,17,63,1,9,1,1065,PHP02 X LH198,1739650,2022-05-18,2022-07-26,2022-07-23,69,66,-3,1465.3,1400.4,-64.8999999999999,130,280,32426,9.92,93.86,12.6,60.6,14,12.4,3.9,2.5,28.5,14.2,410,22,91.5,17.1,6.11,68.86,11.08,4.43,1.3,1.18,yellow,0,2022-10-24,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1066$ROW10$RANGE1$PHP02 X PHB47,2022,North Platte3,North Platte3,0,Low,75,,17,64,1,10,1,1066,PHP02 X PHB47,1739641,2022-05-18,2022-07-25,2022-07-22,68,65,-3,1441.75,1371,-70.75,100,280,32941,11.17,106.45,12,60.7,16.6,12.6,3.5,2.2,29.8,13.2,367,23.4,83.9,17,5.44,64.68,11.25,4.17,1.55,1.23,yellow,0,2022-10-24,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1077$ROW1$RANGE2$B37 X MO17,2022,North Platte3,North Platte3,0,Low,75,,17,66,1,1,2,1077,B37 X MO17,1739656,2022-05-18,2022-07-28,2022-07-28,71,71,0,1505.85,1505.85,0,130,300,33971,7.73,66.24,20.9,55.2,16.1,14.4,3.8,2.5,34.8,13,434,22.7,103.7,18.4,6.5,68.7,10.62,3.57,1.54,1.06,yellow,0,2022-10-19,
