qrCode,location,sublocation,irrigationProvided,N,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,column,range,plot,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,plantH,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,kernelColor,notes,rep
22-C-1596476,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,37,2,25,36,1596476,B73,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,102,174,8162,11.687,NA,4.306,2.69,NA,18.3,341,21.548,73.4,2.69,NA,Check;;;;;;;;x - collect data; but analyze team may need to assess photos;;x - collect data; but analyze team may need to assess photos;;x - collect data; but analyze team may need to assess photos;NA;NA,2
22-C-1596477,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,36,2,32,34,1596477,B73,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,106,184,7941,11.795,NA,4.174,2.531,NA,18.3,295,21.48,63.3,2.531,NA,Check;;;;;;;x - collect data; but analyze team may need to assess photos;;;x - collect data; but analyze team may need to assess photos;;;NA;NA,2
22-C-1596478,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,36,2,36,37,1596478,B73,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,97,195,7941,12.635,NA,4.39,2.57,NA,16,397,21.945,87.1,2.57,NA,Check;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;;;NA;NA,2
22-C-1596479,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,34,2,36,41,1596479,33-16,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,97,181,7500,11.64,NA,4.065,2.32,NA,17,181,21.149,38.3,2.32,NA,;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,2
22-C-1596480,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,36,2,32,42,1596480,NC320,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,114,197,7941,10.658,NA,4.15,2.387,NA,13.3,230,27.95,64.3,2.387,NA,;;;;;;;;;x - collect data; but analyze team may need to assess photos;;;x - collect data; but analyze team may need to assess photos;NA;NA,2
22-C-1596481,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,35,2,26,42,1596481,SC357,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,136,202,7721,13.5,NA,4.21,2.457,NA,13.7,297,25.455,75.6,2.457,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;partly green;NA,2
22-C-1596482,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,37,2,29,42,1596482,TZI16,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,117,188,8162,10.98,NA,3.422,2.492,NA,16,69,23.558,16.3,2.492,NA,;;;;;x -set asside;x -set asside;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;partly green;NA,2
22-C-1596483,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,35,2,31,41,1596483,LH208,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,90,197,7721,16.101,NA,4.121,2.317,NA,14,333,28.361,94.5,2.317,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;;;;;;NA;NA,2
22-C-1596484,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,41,2,24,41,1596484,MO24W,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,129,186,9044,9.635,NA,3.619,2.531,NA,14,63,13.175,8.3,2.531,NA,;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x -set asside;x -set asside;x -set asside;x -set asside;NA;NA,2
22-C-1596485,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,33,2,29,41,1596485,OH7B,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,117,201,7279,11.493,NA,3.551,2.147,NA,15.5,187,23.012,43,2.147,NA,;;;;;x -set asside;x -set asside;;x - collect data; but analyze team may need to assess photos;;x - collect data; but analyze team may need to assess photos;NA;NA,2
22-C-1596486,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,39,2,28,42,1596486,R168,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,96,181,8603,14.675,NA,4.087,2.425,NA,17.3,480,21.025,101,2.425,NA,;;;;;;;;;;;;;NA;NA,2
22-C-1596487,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,41,2,34,42,1596487,CI3A,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,131,217,9044,5.896,NA,3.692,1.403,NA,14,91,27.341,24.9,1.403,NA,;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x -set asside;x -set asside;x -set asside;NA;NA,2
22-C-1596488,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,39,2,35,41,1596488,B73HTRHM,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,88,219,8603,16.157,NA,4.416,2.709,NA,15.7,496,26.352,130.8,2.709,NA,;;;;;;;;;;;;;NA;NA,2
22-C-1596489,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,38,2,31,42,1596489,CML108,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,94,193,8382,NA,NA,3.642,NA,NA,16,NA,NA,NA,NA,NA,;;x -set asside;x -set asside;x -set asside;x -set asside;x - collect data; but analyze team may need to assess photos;partly green;NA,2
22-C-1596490,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,40,2,31,43,1596490,NC356,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,101,158,8824,11.333,NA,3.205,2.043,NA,12.5,179,25.019,44.7,2.043,NA,;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;partly green;NA,2
22-C-1596491,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,34,2,28,41,1596491,MO44,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,99,190,7500,12.706,NA,3.282,2.227,NA,15.5,122,19.728,24.1,2.227,NA,;;;;;x -set asside;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,2
22-C-1596492,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,36,2,32,43,1596492,K4,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,142,196,7941,NA,NA,2.976,NA,NA,12,NA,NA,NA,NA,NA,;;x -set asside;x -set asside;x - collect data; but analyze team may need to assess photos;NA;NA,2
22-C-1596493,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,32,2,34,43,1596493,TZI25,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,93,166,7059,11.915,NA,3.434,2.253,NA,11.7,120,25.485,30.7,2.253,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,2
22-C-1596494,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,43,2,25,41,1596494,T8,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,92,197,9485,15.543,NA,4.041,2.496,NA,14.8,323,23.618,76.2,2.496,NA,;;;Cob broke in pieces;Cob broke in pieces;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;x - collect data; but analyze team may need to assess photos;NA;NA,2
22-C-1596495,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,39,2,27,43,1596495,MO45,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,140,196,8603,14.005,NA,3.736,2.605,NA,15.3,158,19.621,31.1,2.605,NA,;;;;x -set asside;x -set asside;x -set asside;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,2
22-C-1596496,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,40,2,23,41,1596496,MS71,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,72,166,8824,12.998,NA,3.687,2.35,NA,14.3,272,23.561,64.2,2.35,NA,;;;;;;;;;;;x - collect data; but analyze team may need to assess photos;;NA;NA,2
22-C-1596497,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,26,2,39,42,1596497,PA91,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,79,184,5735,15.43,NA,4.053,2.567,NA,16.3,276,29.334,81.1,2.567,NA,;;x - seed spilled during shelling;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;NA;NA,2
22-C-1596498,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,35,2,33,42,1596498,4676A,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,89,210,7721,15.207,NA,3.932,2.357,NA,13.2,203,29.365,59.5,2.357,NA,;;;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;NA;NA,2
22-C-1596499,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,36,2,36,43,1596499,CML103,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,138,184,7941,14.176,NA,3.97,2.429,NA,13.2,276,24.833,68.7,2.429,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;;;x - collect data; but analyze team may need to assess photos;x -set asside;NA;NA,2
22-C-1596500,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,25,2,37,43,1596500,CML281,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,125,197,5515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;NA;all green;NA,2
22-C-1596501,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,40,2,30,42,1596501,CML333,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,143,201,8824,7.76,NA,3.24,2.416,NA,12,34,23.284,7.8,2.416,NA,;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;partly green;NA,2
22-C-1596502,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,23,2,26,43,1596502,D940Y,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,94,191,5074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;all green;NA,2
22-C-1596503,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,37,2,32,41,1596503,M37W,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,89,166,8162,NA,NA,3.586,NA,NA,12,NA,NA,NA,NA,NA,;;x -set asside;x -set asside;x - collect data; but analyze team may need to assess photos;partly green;NA,2
22-C-1596504,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,39,2,34,41,1596504,NC294,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,105,203,8603,11.539,NA,3.863,2.16,NA,17,275,22.895,63.1,2.16,NA,;;;;;;;;;;;;;NA;NA,2
22-C-1596505,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,23,2,26,41,1596505,SC55,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,140,171,5074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;NA;NA,2
22-C-1596506,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,37,2,24,42,1596506,OS420,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,113,215,8162,15.7,NA,4.172,2.598,NA,14.7,438,25.132,110.2,2.598,NA,;;;;;;;;x - collect data; but analyze team may need to assess photos;;;;;NA;NA,2
22-C-1596507,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,39,2,33,41,1596507,LH213,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,68,161,8603,11.185,NA,3.362,1.845,NA,14.3,186,19.564,36.5,1.845,NA,;;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;NA;NA,2
22-C-1596508,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,39,2,35,43,1596508,NC250,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,61,188,8603,12.943,NA,3.86,2.504,NA,14,194,28.794,56,2.504,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;;x - collect data; but analyze team may need to assess photos;NA;NA,2
22-C-1596509,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,25,2,38,42,1596509,CML254,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,129,207,5515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;NA;all green;NA,2
22-C-1596510,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,28,2,27,42,1596510,CML277,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,132,191,6176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;partly green;NA,2
22-C-1596511,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,31,2,37,42,1596511,LH150,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,82,172,6838,14.825,NA,4.311,2.746,NA,16,108,NA,46.8,2.746,NA,;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x -set asside;x -set asside;partly green;NA,2
22-C-1596512,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,39,2,25,42,1596512,5707,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,144,206,8603,14.541,NA,3.718,2.351,NA,13.3,392,21.327,83.6,2.351,NA,;;;;Cob broke in pieces;Cob broke in pieces;;;;;;;;;NA;NA,2
22-C-1596513,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,40,2,35,42,1596513,NC300,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,118,154,8824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;NA;partly green;NA,2
22-C-1596514,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,34,2,39,43,1596514,KI14,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,130,170,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;all green;NA,2
22-C-1596515,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,39,2,33,43,1596515,CML69,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,108,186,8603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;partly green;NA,2
22-C-1596516,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,37,2,23,42,1596516,NC258,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,100,173,8162,9.047,NA,3.495,2.523,NA,14.8,150,20.695,31,2.523,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;;;;x - collect data; but analyze team may need to assess photos;;NA;NA,2
22-C-1596517,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,35,2,38,43,1596517,LH123HT,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,83,194,7721,13.964,NA,4.17,2.487,NA,13.3,302,28.12,85,2.487,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;x - collect data; but analyze team may need to assess photos;NA;NA,2
22-C-1596518,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,42,2,30,43,1596518,TZI11,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,151,202,9265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;x -set asside;partly green;NA,2
22-C-1596519,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,38,2,36,42,1596519,A661,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,91,167,8382,11.697,NA,3.898,2.6,NA,14.8,259,20.542,53.3,2.6,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;NA;NA,2
22-C-1596520,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,34,2,30,41,1596520,B73,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,94,196,7500,11.141,NA,4.131,2.566,NA,17,233,21.69,50.6,2.566,NA,Check;;;;;;;;;;x - collect data; but analyze team may need to assess photos;;x - collect data; but analyze team may need to assess photos;NA;NA,2
22-C-1596521,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,37,2,29,43,1596521,B73,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,110,201,8162,10.806,NA,4.13,2.651,NA,16.3,236,22.275,52.5,2.651,NA,Check;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;;;NA;NA,2
22-C-1596522,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,40,2,27,41,1596522,B73,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,103,208,8824,12.615,NA,4.211,2.629,NA,17.3,373,20.273,75.7,2.629,NA,Check;;;;;;;;;x - collect data; but analyze team may need to assess photos;;;;NA;NA,2
22-C-1596523,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,42,2,28,43,1596523,B73,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,112,187,9265,12.301,NA,4.412,2.556,NA,17.3,412,21.414,88.1,2.556,NA,Check;;;;;;;;;;;;;NA;NA,2
22-C-1596524,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,41,2,25,43,1596524,B73,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,104,195,9044,11.376,NA,4.067,2.655,NA,15.7,283,20.389,57.6,2.655,NA,Check;;;;;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;;NA;NA,2
22-C-1596525,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,37,2,36,44,1596525,38-11,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,91,183,8162,11.604,NA,3.287,2.048,NA,14.2,113,18.476,20.9,2.048,NA,;;;Seed missing on either side of ear at widest point;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;partly green;NA,2
22-C-1596526,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,33,2,35,45,1596526,CML92,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,135,200,7279,14.083,NA,3.987,2.422,NA,14,278,24.374,67.7,2.422,NA,;;;;;;;;x - collect data; but analyze team may need to assess photos;;;partly green;NA,2
22-C-1596527,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,38,2,24,43,1596527,CI.7,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,138,219,8382,8.884,NA,3.623,2.539,NA,15,80,19.524,15.6,2.539,NA,;;;;Cob broke in pieces;Cob broke in pieces;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;NA;NA,2
22-C-1596528,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,38,2,25,44,1596528,4226,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,91,188,8382,15.393,NA,4.112,2.554,NA,15.7,395,23.257,92,2.554,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;;;not uniform;NA,2
22-C-1596529,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,35,2,23,44,1596529,A441-5,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,108,196,7721,12.163,NA,3.452,2.324,NA,13.3,164,23.476,38.5,2.324,NA,;;;;;;x -set asside;x -set asside;x -set asside;;partly green;NA,2
22-C-1596530,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,46,2,33,44,1596530,CML10,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,10147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;NA;partly green;NA,2
22-C-1596531,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,34,2,23,43,1596531,CML321,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,121,199,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;partly green;NA,2
22-C-1596532,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,37,2,30,45,1596532,KY226,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,122,191,8162,10.944,NA,3.883,2.422,NA,14,223,22.484,50.1,2.422,NA,;;;;;;;;x - collect data; but analyze team may need to assess photos;;;;;NA;NA,2
22-C-1596533,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,36,2,34,45,1596533,SG18,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,129,180,7941,13.954,NA,3.779,2.412,NA,15.2,383,20.848,79.8,2.412,NA,;;;;;;;;;;;NA;NA,2
22-C-1596534,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,40,2,34,44,1596534,R109B,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,61,186,8824,13.514,NA,4.01,2.182,NA,15.7,390,21.921,85.4,2.182,NA,;;;;;;;x - collect data; but analyze team may need to assess photos;;;;;;NA;NA,2
22-C-1596535,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,40,2,29,44,1596535,CML52,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,142,206,8824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;partly green;NA,2
22-C-1596536,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,31,2,35,44,1596536,CML287,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,141,228,6838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;all green;NA,2
22-C-1596537,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,35,2,27,44,1596537,B75,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,107,206,7721,15.948,NA,4.48,2.681,NA,16.7,465,25.071,116.5,2.681,NA,;;;;;;;;;;;x - collect data; but analyze team may need to assess photos;;NA;NA,2
22-C-1596538,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,27,2,37,44,1596538,TX601,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,135,213,5956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;x -set asside;all green;NA,2
22-C-1596539,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,26,2,38,45,1596539,CML261,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,142,214,5735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;all green;NA,2
22-C-1596540,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,36,2,31,45,1596540,CML331,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,133,201,7941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;NA;all green;NA,2
22-C-1596541,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,37,2,32,44,1596541,NC318,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,116,192,8162,11.922,NA,3.211,1.877,NA,12.7,161,20.706,33.4,1.877,NA,;Cob broke in pieces;Cob broke in pieces;Cob broke in pieces;Cob broke in pieces;;;;;x - collect data; but analyze team may need to assess photos;;;;;;NA;NA,2
22-C-1596542,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,37,2,30,44,1596542,L317,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,135,208,8162,NA,NA,3.505,NA,NA,16,NA,NA,NA,NA,NA,;;x -set asside;x -set asside;x -set asside;x -set asside;x - collect data; but analyze team may need to assess photos;NA;NA,2
22-C-1596543,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,36,2,38,44,1596543,TZI18,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,111,183,7941,12.516,NA,3.884,2.787,NA,13,49,25.306,12.4,2.787,NA,;;;x - collect data; but analyze team may need to assess photos;x - collect data; but analyze team may need to assess photos;x -set asside;x -set asside;x -set asside;partly green;NA,2
22-C-1596544,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,31,2,39,44,1596544,KUI2021,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,136,199,6838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;x -set asside;partly green;NA,2
22-C-1596545,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,33,2,24,44,1596545,L578,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,145,228,7279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;partly green;NA,2
22-C-1596546,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,41,2,28,44,1596546,A641,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,58,113,9044,7.599,NA,3.183,1.892,NA,13.7,145,19.917,28.9,1.892,NA,;;;;;;;;;;;;;NA;NA,2
22-C-1596547,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,28,2,37,45,1596547,TX303,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,132,192,6176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;partly green;NA,2
22-C-1596548,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,37,2,32,45,1596548,F2834T,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,61,156,8162,10.459,NA,3.014,1.733,NA,11,47,29.787,14,1.733,NA,;;;x -set asside;x -set asside;x - collect data; but analyze team may need to assess photos;;NA;NA,2
22-C-1596549,Crawfordsville,Crawfordsville A,NA,Low,75,LC_2352,7.5,31,2,39,45,1596549,NC33,5/11/22,NA,NA,NA,NA,NA,NA,NA,NA,125,187,6838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;NA;NA,2
