"qrCode","year","location","sublocation","irrigationProvided","plotLength","totalStandCount","pedigreeID","plantingDate","anthesisDate","silkDate","daysToAnthesis","daysToSilk","anthesisSilkingInterval","GDDToAnthesis","GDDToSilk","anthesisSilkingIntervalGDD","plantDensity","earLength","earFillLength","earWidth","shelledCobWidth","kernelsPerRow","kernelRowNumber","kernelsPerEar","hundredKernelMass","kernelMassPerEar","shelledCobMass","kernelColor","harvestDate","notes","locationYear","poundsOfNitrogenPerAcre","genotype","rep","plotLatitude","plotLongitude","plotNumber","row","range","plantSeedCount","population","flagLeafHeight","earHeight","experiment","nitrogenTreatment","block","environment"
"23-A-1736683",2023,"Ames","Ames",0,7.5,NA,1716043,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6684,NA,3.63833333333333,2.3498,NA,13.3333333333333,164.4,22.7906903209098,37.58,12.1,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"EP1",1,42.01525,-93.728208,178,3,22,31,31000,"119","44","LC2310","Low",1,"2023 Ames Low"
"23-A-1736684",2023,"Ames","Ames",0,7.5,NA,1716044,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.644,NA,3.52233333333333,2.669,NA,18.3333333333333,269.4,12.1840883738125,33.02,19.54,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"I29",1,42.015357,-93.728283,137,8,18,32,32000,"150","67","LC2310","Low",1,"2023 Ames Low"
"23-A-1736685",2023,"Ames","Ames",0,7.5,NA,1716045,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3664,NA,4.32183333333333,2.422,NA,18.6666666666667,368,18.588310666119,66.94,8.54,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"Ia5125",1,42.015,-93.728278,259,7,31,33,33000,"163","70","LC2310","Low",1,"2023 Ames Low"
"23-A-1736686",2023,"Ames","Ames",0,7.5,NA,1716046,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0414,NA,3.75833333333333,2.1634,NA,13,177.6,23.7099900801671,42.16,7.98,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length","2023 Ames",75,"Il14H",1,42.014832,-93.728165,306,1,36,33,33000,"157","69","LC2310","Low",1,"2023 Ames Low"
"23-A-1736687",2023,"Ames","Ames",0,7.5,NA,1716047,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.681,NA,3.50333333333333,2.0844,NA,13,171,26.198280672486,44.22,10.7,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length","2023 Ames",75,"Il101",1,42.01525,-93.728208,177,4,22,33,33000,"138","28","LC2310","Low",1,"2023 Ames Low"
"23-A-1736688",2023,"Ames","Ames",0,7.5,NA,1716048,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.744,NA,3.7494,2.3355,NA,13.6,147.75,27.809748427673,41.8,16.8,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"M37W",1,42.014646,-93.7282,375,4,44,33,33000,"195","83","LC2310","Low",1,"2023 Ames Low"
"23-A-1736689",2023,"Ames","Ames",0,7.5,NA,1716049,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3754,NA,3.5796,2.1134,NA,10.8,180.4,28.9496109227373,51.7,10.18,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"NC302",1,42.015189,-93.72817,182,2,23,32,32000,"123","56","LC2310","Low",1,"2023 Ames Low"
"23-A-1736690",2023,"Ames","Ames",0,7.5,NA,1716050,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8195,NA,3.49133333333333,2.001,NA,13.3333333333333,159,24.7931743421053,40.35,11.2,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"NC314",1,42.014969,-93.728167,253,1,31,32,32000,"149","53","LC2310","Low",1,"2023 Ames Low"
"23-A-1736691",2023,"Ames","Ames",0,7.5,NA,1716051,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4476,NA,3.30033333333333,2.1758,NA,12.6666666666667,216.2,19.6556388642656,41.325,9.12,NA,2023-10-19,"Sweetcorn;x - seed spilled during shelling","2023 Ames",75,"NC318",1,42.015107,-93.728169,215,2,26,33,33000,"170","70","LC2310","Low",1,"2023 Ames Low"
"23-A-1736692",2023,"Ames","Ames",0,7.5,NA,1716052,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7332,NA,3.35416666666667,2.1424,NA,13.3333333333333,130.6,23.1732381662434,29.6,13.74,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"NC234",1,42.015408,-93.728173,109,1,15,35,35000,"170","63","LC2310","Low",1,"2023 Ames Low"
"23-A-1736693",2023,"Ames","Ames",0,7.5,NA,1716053,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8205,NA,3.38033333333333,2.2905,NA,16,160,15.7041584910437,29.8,13.4,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"Va14",1,42.015051,-93.728316,226,9,28,35,35000,"170","77","LC2310","Low",1,"2023 Ames Low"
"23-A-1736694",2023,"Ames","Ames",0,7.5,NA,1716054,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6572,NA,3.43666666666667,2.2616,NA,10.3333333333333,64.2,37.9191733920274,24.54,18.94,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length;Cob broke in pieces during shelling","2023 Ames",75,"Va85",1,42.015552,-93.728212,76,4,11,32,32000,"200","115","LC2310","Low",1,"2023 Ames Low"
"23-A-1736695",2023,"Ames","Ames",0,7.5,NA,1716055,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3504,NA,4.21883333333333,2.3318,NA,15,319,15.9900503508058,53.82,13.18,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"P39",1,42.015299,-93.728171,146,2,19,33,33000,"114","33","LC2310","Low",1,"2023 Ames Low"
"23-A-1736696",2023,"Ames","Ames",0,7.5,NA,1716056,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.491,NA,NA,12,NA,NA,NA,NA,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"CI28A",1,42.015577,-93.728286,66,7,10,33,33000,"172","107","LC2310","Low",1,"2023 Ames Low"
"23-A-1736697",2023,"Ames","Ames",0,7.5,NA,1716057,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7558,NA,3.568,2.3248,NA,12,115,30.6305889448493,35.28,19.94,NA,2023-10-19,"x-collect;Smooth cob/ovule issue;Sweetcorn","2023 Ames",75,"R177",1,42.015469,-93.728211,105,4,14,33,33000,"177","52","LC2310","Low",1,"2023 Ames Low"
"23-A-1736698",2023,"Ames","Ames",0,7.5,NA,1716058,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6405,NA,4.0494,2.50825,NA,14.8,68.75,28.1429412351173,19.275,13.55,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"I205",1,42.014973,-93.728278,264,7,32,31,31000,"135","61","LC2310","Low",1,"2023 Ames Low"
"23-A-1736699",2023,"Ames","Ames",0,7.5,NA,1716059,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1912,NA,4.24083333333333,2.6628,NA,14.6666666666667,151.8,30.7478213962079,46.82,24.16,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"A659",1,42.014886,-93.728239,283,6,34,33,33000,"167","49","LC2310","Low",1,"2023 Ames Low"
"23-A-1736700",2023,"Ames","Ames",0,7.5,NA,1716060,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4588,NA,3.65733333333333,2.4744,NA,11.3333333333333,246.2,18.5081773221143,45.42,11.86,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"F7",1,42.015298,-93.728319,153,9,19,32,32000,"105","51","LC2310","Low",1,"2023 Ames Low"
"23-A-1736701",2023,"Ames","Ames",0,7.5,NA,1716061,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.354,NA,3.91533333333333,2.47,NA,16,287.2,21.8170919259974,62.7,20.66,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length","2023 Ames",75,"SD44",1,42.015051,-93.728242,230,5,28,32,32000,"155","54","LC2310","Low",1,"2023 Ames Low"
"23-A-1736702",2023,"Ames","Ames",0,7.5,NA,1716062,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.089,NA,3.89083333333333,2.4696,NA,15,173.8,27.1522799334977,41.58,10.82,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"NC262",1,42.015189,-93.72817,181,1,23,31,31000,"114","57","LC2310","Low",1,"2023 Ames Low"
"23-A-1736703",2023,"Ames","Ames",0,7.5,NA,1716063,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5526,NA,4.0115,2.5426,NA,15.6666666666667,272.8,21.4384911093969,58.5,17.06,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"RS 710",1,42.015244,-93.728171,163,1,21,33,33000,"110","30","LC2310","Low",1,"2023 Ames Low"
"23-A-1736704",2023,"Ames","Ames",0,7.5,NA,1716064,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.82625,NA,3.7388,2.23175,NA,13.6,127,26.1576546971224,33.375,11.45,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"Tzi11",1,42.014619,-93.728199,382,4,45,33,33000,"216","117","LC2310","Low",1,"2023 Ames Low"
"23-A-1736705",2023,"Ames","Ames",0,7.5,NA,1716065,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.007,NA,3.1655,2.197,NA,15,30,18.6666666666667,5.6,11.9,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"B52",1,42.015737,-93.728251,6,6,3,33,33000,"176","100","LC2310","Low",1,"2023 Ames Low"
"23-A-1736706",2023,"Ames","Ames",0,7.5,NA,1716066,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5296,NA,3.66233333333333,2.3874,NA,14.6666666666667,95.4,30.3655502392345,28.12,17.92,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"B37",1,42.015436,-93.728173,108,1,14,36,36000,"174","77","LC2310","Low",1,"2023 Ames Low"
"23-A-1736707",2023,"Ames","Ames",0,7.5,NA,1716067,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.232,NA,3.09316666666667,1.9564,NA,12,323.8,14.8294665257512,47.96,10.88,NA,2023-10-19,"Sweetcorn","2023 Ames",75,"ND246",1,42.014941,-93.72824,266,5,32,32,32000,"118","53","LC2310","Low",1,"2023 Ames Low"
"23-A-1736708",2023,"Ames","Ames",0,7.5,NA,1716068,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8178,NA,4.1865,2.6276,NA,14.3333333333333,222.4,28.6533637720152,63.98,20.34,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"Mo46",1,42.015573,-93.728175,56,2,9,32,32000,"192","87","LC2310","Low",1,"2023 Ames Low"
"23-A-1736709",2023,"Ames","Ames",0,7.5,NA,1716069,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8408,NA,4.203,2.3528,NA,16.3333333333333,402,24.8632086532928,99.64,23.94,NA,2023-10-19,"Sweetcorn","2023 Ames",75,"H84",1,42.015469,-93.728211,106,3,14,32,32000,"154","52","LC2310","Low",1,"2023 Ames Low"
"23-A-1736710",2023,"Ames","Ames",0,7.5,NA,1716070,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5568,NA,3.29083333333333,2.0246,NA,10,262.8,18.1681161751008,47.46,9.68,NA,2023-10-19,"Sweetcorn","2023 Ames",75,"H99",1,42.015299,-93.728171,145,1,19,32,32000,"98","32","LC2310","Low",1,"2023 Ames Low"
"23-A-1736711",2023,"Ames","Ames",0,7.5,NA,1716071,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8336,NA,2.83733333333333,2.095,NA,13.3333333333333,195.2,9.48823177753987,18.48,9.24,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"HP301",1,42.015655,-93.728176,36,1,6,30,30000,"157","80","LC2310","Low",1,"2023 Ames Low"
"23-A-1736712",2023,"Ames","Ames",0,7.5,NA,1716072,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1626,NA,3.917,2.4958,NA,12.6666666666667,278.4,26.4741831348007,77.1,17.06,NA,2023-10-19,"Sweetcorn;x - seed spilled during shelling","2023 Ames",75,"A654",1,42.015359,-93.728209,141,4,18,30,30000,"110","34","LC2310","Low",1,"2023 Ames Low"
"23-A-1736713",2023,"Ames","Ames",0,7.5,NA,1716073,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.407,NA,3.476,2.319,NA,14,109,20.1834862385321,22,6.6,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"CI66",1,42.015271,-93.728171,162,1,20,32,32000,"131","53","LC2310","Low",1,"2023 Ames Low"
"23-A-1736714",2023,"Ames","Ames",0,7.5,NA,1716074,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.94733333333333,NA,3.81975,2.30766666666667,NA,15,226.333333333333,22.3809168867308,48.7666666666667,9.13333333333333,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"B109",1,42.01571,-93.728177,18,1,4,33,33000,"163","76","LC2310","Low",1,"2023 Ames Low"
"23-A-1736715",2023,"Ames","Ames",0,7.5,NA,1716075,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.798,NA,3.62416666666667,1.8068,NA,13.3333333333333,385.4,14.7979801739545,56.46,8.32,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length","2023 Ames",75,"CR1HT",1,42.014968,-93.728241,258,6,31,31,31000,"146","45","LC2310","Low",1,"2023 Ames Low"
"23-A-1736716",2023,"Ames","Ames",0,7.5,NA,1716076,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0806,NA,3.8965,2.1782,NA,16.6666666666667,348.4,20.6649131336743,71.22,8.56,NA,2023-10-19,"Sweetcorn","2023 Ames",75,"PHG47",1,42.015216,-93.728244,176,5,22,33,33000,"110","34","LC2310","Low",1,"2023 Ames Low"
"23-A-1736717",2023,"Ames","Ames",0,7.5,NA,1716077,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9308,NA,3.7365,2.4688,NA,13.6666666666667,173.4,25.5609539280141,41.375,22.4,NA,2023-10-19,"x-collect;Sweetcorn;x - seed spilled during shelling","2023 Ames",75,"PHZ51",1,42.015381,-93.728172,125,2,16,32,32000,"184","77","LC2310","Low",1,"2023 Ames Low"
"23-A-1736718",2023,"Ames","Ames",0,7.5,NA,1716078,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7922,NA,3.04333333333333,1.9846,NA,12,226.8,16.340807440559,36.4,10.6,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length","2023 Ames",75,"779",1,42.01527,-93.728318,154,9,20,33,33000,"156","63","LC2310","Low",1,"2023 Ames Low"
"23-A-1736719",2023,"Ames","Ames",0,7.5,NA,1716079,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.504,NA,4.09266666666667,2.2772,NA,15.3333333333333,352.2,24.0748262524962,81.24,13.52,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"S8324",1,42.015298,-93.728245,149,5,19,32,32000,"87","25","LC2310","Low",1,"2023 Ames Low"
"23-A-1736720",2023,"Ames","Ames",0,7.5,NA,1716080,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.777,NA,4.0975,2.6406,NA,16.6666666666667,381.2,22.2467729453619,83.8,25.94,NA,2023-10-19,"Sweetcorn","2023 Ames",75,"LH1",1,42.015271,-93.728245,157,6,20,32,32000,"128","43","LC2310","Low",1,"2023 Ames Low"
"23-A-1736721",2023,"Ames","Ames",0,7.5,NA,1716081,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-19,"x -set aside;Sweetcorn","2023 Ames",75,"NC238",1,42.014996,-93.728241,247,6,30,33,33000,"175","81","LC2310","Low",1,"2023 Ames Low"
"23-A-1736722",2023,"Ames","Ames",0,7.5,NA,1716082,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.571,NA,NA,14,NA,NA,NA,NA,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"A6",1,42.015134,-93.728169,199,1,25,31,31000,"175","120","LC2310","Low",1,"2023 Ames Low"
"23-A-1736723",2023,"Ames","Ames",0,7.5,NA,1716083,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-19,"x -set aside;Sweetcorn","2023 Ames",75,"CML61",1,42.015439,-93.728284,116,8,15,31,31000,"218","163","LC2310","Low",1,"2023 Ames Low"
"23-A-1736724",2023,"Ames","Ames",0,7.5,NA,1716084,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8978,NA,4.1415,2.528,NA,11,268.6,28.1147958612019,74.1,20.02,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"CML157Q",1,42.015134,-93.728243,203,5,25,32,32000,"193","47","LC2310","Low",1,"2023 Ames Low"
"23-A-1736725",2023,"Ames","Ames",0,7.5,NA,1716085,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8565,NA,3.279,2.274,NA,12,170,24.516014739229,42.4,11.95,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"KUI44",1,42.014811,-93.728202,321,4,38,32,32000,"181","105","LC2310","Low",1,"2023 Ames Low"
"23-A-1736726",2023,"Ames","Ames",0,7.5,NA,1716086,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7932,NA,3.7505,2.3226,NA,15,129,27.5858556444983,35.18,10.46,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length","2023 Ames",75,"Tzi9",1,42.015165,-93.728281,206,8,25,33,33000,"234","140","LC2310","Low",1,"2023 Ames Low"
"23-A-1736727",2023,"Ames","Ames",0,7.5,NA,1716087,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.547,NA,3.8105,2.1766,NA,13.3333333333333,144.8,28.3030855334499,41.5,8.92,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"W117Ht",1,42.015359,-93.728209,142,3,18,32,32000,"125","42","LC2310","Low",1,"2023 Ames Low"
"23-A-1736728",2023,"Ames","Ames",0,7.5,NA,1716088,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0828,NA,3.20266666666667,2.1182,NA,16.3333333333333,97.8,24.3377138160443,20.96,12.72,NA,2023-10-19,"x-collect;Sweetcorn;Seed missing on both sides at widest point of ear","2023 Ames",75,"VaW6",1,42.015058,-93.728205,238,4,29,33,33000,"112","50","LC2310","Low",1,"2023 Ames Low"
"23-A-1736729",2023,"Ames","Ames",0,7.5,NA,1716089,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2006,NA,3.58166666666667,2.165,NA,15.3333333333333,186.4,21.2054771055656,39.62,8.68,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"A641",1,42.015188,-93.728243,186,6,23,34,34000,"119","57","LC2310","Low",1,"2023 Ames Low"
"23-A-1736730",2023,"Ames","Ames",0,7.5,NA,1716090,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6942,NA,3.824,2.3274,NA,14,313.8,21.6356164778806,68.12,17,NA,2023-10-19,"Sweetcorn","2023 Ames",75,"A556",1,42.015325,-93.728246,139,6,18,32,32000,"118","35","LC2310","Low",1,"2023 Ames Low"
"23-A-1736731",2023,"Ames","Ames",0,7.5,NA,1716091,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2404,NA,3.70733333333333,2.41,NA,14.3333333333333,279.4,20.2760056413087,49.58,17.56,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"MS1334",1,42.014914,-93.72824,275,5,33,35,35000,"158","45","LC2310","Low",1,"2023 Ames Low"
"23-A-1736732",2023,"Ames","Ames",0,7.5,NA,1716092,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3556,NA,3.81133333333333,2.5544,NA,16.6666666666667,288.4,15.8067006396757,45.64,8.2,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"CMV3",1,42.014753,-93.728275,335,8,40,32,32000,"117","47","LC2310","Low",1,"2023 Ames Low"
"23-A-1736733",2023,"Ames","Ames",0,7.5,NA,1716093,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.81175,NA,4.1126,2.7735,NA,14.4,152.5,34.3111808845857,52.125,20.175,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"CML220",1,42.015247,-93.728282,173,8,22,31,31000,"118","59","LC2310","Low",1,"2023 Ames Low"
"23-A-1736734",2023,"Ames","Ames",0,7.5,NA,1716094,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.128,NA,3.156,2.019,NA,10,54,32.037037037037,17.3,8.5,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"I137TN",1,42.015771,-93.728215,3,3,3,32,32000,"155","84","LC2310","Low",1,"2023 Ames Low"
"23-A-1736735",2023,"Ames","Ames",0,7.5,NA,1716095,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0145,NA,3.1698,1.92425,NA,10.8,56.5,19.9515630442355,11.1,10.475,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"K148",1,42.014777,-93.728238,320,5,38,33,33000,"205","91","LC2310","Low",1,"2023 Ames Low"
"23-A-1736736",2023,"Ames","Ames",0,7.5,NA,1716096,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.879,NA,4.5085,2.712,NA,15,168,33.8095238095238,56.8,13.2,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"M162W",1,42.015497,-93.728211,94,4,13,31,31000,"176","103","LC2310","Low",1,"2023 Ames Low"
"23-A-1736737",2023,"Ames","Ames",0,7.5,NA,1716097,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.113,NA,2.9425,1.76966666666667,NA,13,55,25.0680851348012,13.9666666666667,6.93333333333333,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"NC33",1,42.015165,-93.728281,205,7,25,32,32000,"250","120","LC2310","Low",1,"2023 Ames Low"
"23-A-1736738",2023,"Ames","Ames",0,7.5,NA,1716098,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6514,NA,3.75133333333333,2.48,NA,13.3333333333333,157.4,33.8780943225579,52.94,12.16,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"NC346",1,42.015324,-93.728319,136,9,18,33,33000,"142","68","LC2310","Low",1,"2023 Ames Low"
"23-A-1736739",2023,"Ames","Ames",0,7.5,NA,1716099,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.448,NA,3.20033333333333,1.9092,NA,10.6666666666667,163.2,24.9972583603449,40.84,10.28,NA,2023-10-19,"Sweetcorn","2023 Ames",75,"NC348",1,42.015634,-93.728213,51,4,8,33,33000,"196","100","LC2310","Low",1,"2023 Ames Low"
"23-A-1736740",2023,"Ames","Ames",0,7.5,NA,1716100,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4318,NA,3.11866666666667,1.884,NA,10.3333333333333,174.4,26.0572048776029,45.62,8.36,NA,2023-10-19,"Sweetcorn","2023 Ames",75,"NC298",1,42.015655,-93.72825,31,6,6,33,33000,"179","98","LC2310","Low",1,"2023 Ames Low"
"23-A-1736741",2023,"Ames","Ames",0,7.5,NA,1716201,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6802,NA,3.53866666666667,2.1814,NA,14.6666666666667,226.6,20.2155403449175,44.62,9.86,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length;Severe bend in ear. String used to measure cob length;Cob broke in pieces during shelling","2023 Ames",75,"M14",1,42.015055,-93.728279,242,8,29,32,32000,"144","57","LC2310","Low",1,"2023 Ames Low"
"23-A-1736742",2023,"Ames","Ames",0,7.5,NA,1716202,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.896,NA,3.71766666666667,2.4244,NA,12.6666666666667,281,13.5173293466963,45.8,15.9,NA,2023-10-19,"x-collect;Sweetcorn;x - seed spilled during shelling","2023 Ames",75,"VA102",1,42.014918,-93.728277,281,8,34,32,32000,"167","43","LC2310","Low",1,"2023 Ames Low"
"23-A-1736743",2023,"Ames","Ames",0,7.5,NA,1716203,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9092,NA,3.68716666666667,2.2632,NA,14.3333333333333,301,21.2969202021167,62.66,15.5,NA,2023-10-19,"Sweetcorn","2023 Ames",75,"white variegated",1,42.015332,-93.728209,147,3,19,32,32000,"169","79","LC2310","Low",1,"2023 Ames Low"
"23-A-1736744",2023,"Ames","Ames",0,7.5,NA,1716203,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5828,NA,3.5515,1.8738,NA,14,265,19.5778342827933,51.78,12.3,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"white variegated",1,42.014941,-93.72824,265,6,32,33,33000,"175","87","LC2310","Low",1,"2023 Ames Low"
"23-A-1736745",2023,"Ames","Ames",0,7.5,NA,1716203,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6964,NA,3.62216666666667,2.3476,NA,14.3333333333333,299.4,20.3136117430127,59.84,12.58,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"white variegated",1,42.015599,-93.728323,46,9,8,32,32000,"171","86","LC2310","Low",1,"2023 Ames Low"
"23-A-1736746",2023,"Ames","Ames",0,7.5,NA,1716203,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5813333333333,NA,3.3406,2.09033333333333,NA,14.4,169,20.6905285588406,35.2333333333333,13.4,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"white variegated",1,42.014701,-93.728201,357,4,42,32,32000,"196","97","LC2310","Low",1,"2023 Ames Low"
"23-A-1736747",2023,"Ames","Ames",0,7.5,NA,1716215,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3714,NA,3.97516666666667,2.7832,NA,17,253,21.2751227831494,53.36,15.16,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"B73",1,42.015357,-93.728283,138,7,18,31,31000,"164","63","LC2310","Low",1,"2023 Ames Low"
"23-A-1736748",2023,"Ames","Ames",0,7.5,NA,1716215,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4784,NA,4.312,2.7098,NA,16.6666666666667,277.6,22.6584229564537,62.76,19.98,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",75,"B73",1,42.015325,-93.728246,140,5,18,33,33000,"174","76","LC2310","Low",1,"2023 Ames Low"
